Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.22	849.834	1049.93	1326.66	854.089	1050.61	1108.33	664.938	1098.06	1256.04	666.251	1096.37	1166.95	764.782	1132.8	1374.19	767.789	1129.62	1051.59	710.591	770.754	1417.19	718.8	660.169	1417.83	661.368	767.936	1366.99	665.869	657.745	1365.77	688.67	268.985	1435.61	697.4	189.185	1423.55	651.197	270.45	1396.2	657.534	191.325	1386.33	644.741	94.4369	1373.23	632.552	44.0616	1374.59	658.042	59.2158	1412.34	715.056	758.845	1019.65	726.047	649.013	1010.6	668.491	752.185	1069.96	673.588	641.898	1061.49	691.436	255.222	1004.5	701.754	176.417	1020.26	652.992	259.274	1041.15	663.059	175.595	1054.24	648.851	94.1648	1071.41	637.362	44.1544	1072.24	670.451	55.1673	1027.26	767.797	964.68	1398.76	734.593	558.863	1415.54	722.235	535.901	1284.77	734.054	486.677	1422.7	789.221	475.705	1367.39	709.956	105.002	1411.25	733.042	121.268	1327.28	862.403	66.2147	1323.64	838.38	56.9868	1435.82	865.859	74.7492	1366.9	775.807	953.839	1031.62	736.276	551.993	1011.73	715.136	530.082	1140.45	723.335	483.978	1007.91	782.496	462.876	1062.51	713.174	106.317	1030.54	735.375	119.134	1112.07	864.963	63.6572	1121.73	838.721	47.4749	1005.16	871.527	71.2733	1073.8
0.227	849.82	1049.93	1326.67	854.07	1050.62	1108.34	664.932	1098.05	1256.05	666.236	1096.37	1166.96	764.772	1132.81	1374.2	767.78	1129.62	1051.61	710.585	770.748	1417.19	718.788	660.167	1417.83	661.356	767.93	1366.99	665.857	657.744	1365.77	688.663	268.981	1435.6	697.394	189.186	1423.56	651.187	270.447	1396.2	657.531	191.321	1386.34	644.74	94.4372	1373.22	632.562	44.0564	1374.58	658.04	59.206	1412.35	715.047	758.85	1019.66	726.033	649.03	1010.6	668.478	752.184	1069.97	673.578	641.905	1061.49	691.433	255.227	1004.5	701.752	176.425	1020.26	652.991	259.264	1041.15	663.065	175.603	1054.24	648.847	94.1723	1071.4	637.366	44.1516	1072.24	670.456	55.177	1027.25	767.784	964.686	1398.77	734.576	558.868	1415.54	722.231	535.9	1284.78	734.041	486.672	1422.71	789.217	475.699	1367.4	709.962	104.986	1411.23	733.029	121.263	1327.29	862.412	66.2144	1323.64	838.376	56.9844	1435.82	865.852	74.7442	1366.9	775.78	953.84	1031.63	736.281	551.986	1011.74	715.136	530.09	1140.44	723.33	483.981	1007.9	782.479	462.868	1062.52	713.161	106.313	1030.53	735.38	119.123	1112.07	864.967	63.6676	1121.74	838.722	47.4772	1005.15	871.535	71.2646	1073.82
0.233	849.801	1049.93	1326.68	854.058	1050.63	1108.34	664.905	1098.06	1256.06	666.22	1096.37	1166.98	764.768	1132.81	1374.2	767.77	1129.62	1051.61	710.57	770.748	1417.19	718.772	660.163	1417.83	661.341	767.935	1366.98	665.845	657.749	1365.76	688.657	268.978	1435.6	697.39	189.184	1423.56	651.186	270.445	1396.2	657.526	191.314	1386.33	644.733	94.4441	1373.23	632.554	44.0519	1374.58	658.034	59.2023	1412.35	715.033	758.851	1019.67	726.017	649.021	1010.62	668.471	752.188	1069.99	673.573	641.911	1061.52	691.43	255.227	1004.5	701.748	176.418	1020.26	652.997	259.276	1041.15	663.055	175.609	1054.24	648.851	94.1762	1071.42	637.367	44.1631	1072.24	670.456	55.173	1027.25	767.778	964.672	1398.77	734.559	558.855	1415.54	722.229	535.898	1284.77	734.045	486.665	1422.7	789.204	475.695	1367.41	709.951	104.975	1411.23	733.048	121.261	1327.3	862.479	66.2568	1323.63	838.369	56.9834	1435.83	865.849	74.7512	1366.9	775.781	953.849	1031.64	736.268	552.001	1011.74	715.125	530.083	1140.47	723.325	483.986	1007.91	782.486	462.883	1062.53	713.173	106.313	1030.54	735.379	119.123	1112.07	864.972	63.6579	1121.74	838.726	47.476	1005.17	871.533	71.2568	1073.82
0.24	849.792	1049.93	1326.68	854.041	1050.63	1108.34	664.891	1098.05	1256.07	666.204	1096.36	1166.99	764.747	1132.81	1374.22	767.757	1129.62	1051.62	710.562	770.743	1417.19	718.756	660.167	1417.84	661.333	767.927	1366.99	665.833	657.749	1365.76	688.661	268.973	1435.6	697.398	189.176	1423.55	651.183	270.439	1396.2	657.532	191.31	1386.33	644.737	94.4374	1373.22	632.552	44.0535	1374.59	658.041	59.1882	1412.35	715.007	758.85	1019.68	726.009	649.022	1010.63	668.461	752.185	1070.01	673.565	641.911	1061.54	691.428	255.23	1004.51	701.75	176.422	1020.26	652.99	259.272	1041.17	663.064	175.601	1054.24	648.848	94.1769	1071.4	637.364	44.17	1072.24	670.457	55.1662	1027.26	767.755	964.684	1398.79	734.551	558.846	1415.55	722.225	535.9	1284.77	734.035	486.664	1422.72	789.196	475.69	1367.42	709.96	104.976	1411.24	733.043	121.257	1327.28	862.464	66.2583	1323.63	838.373	56.9794	1435.82	865.856	74.7443	1366.91	775.753	953.84	1031.65	736.259	552	1011.74	715.128	530.083	1140.46	723.331	483.983	1007.92	782.473	462.878	1062.53	713.171	106.318	1030.53	735.385	119.124	1112.05	864.973	63.6593	1121.73	838.715	47.4719	1005.16	871.528	71.2517	1073.81
0.247	849.784	1049.93	1326.68	854.025	1050.65	1108.34	664.877	1098.05	1256.08	666.188	1096.36	1167	764.736	1132.81	1374.22	767.74	1129.63	1051.63	710.547	770.741	1417.19	718.753	660.152	1417.84	661.324	767.926	1366.99	665.826	657.739	1365.76	688.662	268.968	1435.59	697.387	189.173	1423.55	651.178	270.429	1396.2	657.531	191.307	1386.34	644.732	94.439	1373.22	632.555	44.0451	1374.6	658.035	59.1966	1412.34	715.003	758.847	1019.68	725.983	649.026	1010.63	668.45	752.178	1070.02	673.554	641.904	1061.55	691.42	255.225	1004.51	701.738	176.424	1020.26	652.986	259.273	1041.17	663.058	175.596	1054.27	648.849	94.1639	1071.41	637.363	44.1552	1072.24	670.454	55.1667	1027.26	767.746	964.688	1398.8	734.561	558.859	1415.55	722.234	535.895	1284.79	734.034	486.656	1422.72	789.197	475.685	1367.43	709.967	104.967	1411.24	733.036	121.263	1327.28	862.47	66.256	1323.63	838.373	56.9909	1435.83	865.848	74.7428	1366.9	775.725	953.854	1031.65	736.25	551.995	1011.75	715.129	530.085	1140.49	723.314	483.989	1007.93	782.465	462.871	1062.54	713.173	106.309	1030.54	735.379	119.118	1112.07	864.97	63.6465	1121.75	838.72	47.4755	1005.17	871.527	71.2479	1073.82
0.253	849.768	1049.94	1326.69	854.01	1050.65	1108.34	664.857	1098.04	1256.09	666.175	1096.36	1167.02	764.725	1132.8	1374.23	767.727	1129.64	1051.64	710.545	770.742	1417.2	718.745	660.157	1417.84	661.316	767.918	1366.98	665.821	657.741	1365.75	688.662	268.968	1435.59	697.396	189.174	1423.56	651.175	270.429	1396.21	657.528	191.304	1386.34	644.735	94.4414	1373.23	632.558	44.0561	1374.59	658.043	59.1948	1412.35	714.991	758.85	1019.69	725.959	649.022	1010.64	668.44	752.18	1070.03	673.546	641.9	1061.56	691.422	255.222	1004.51	701.744	176.416	1020.27	652.991	259.263	1041.17	663.055	175.595	1054.27	648.851	94.1695	1071.41	637.372	44.1561	1072.25	670.457	55.1732	1027.25	767.745	964.683	1398.79	734.557	558.861	1415.55	722.234	535.892	1284.78	734.033	486.652	1422.74	789.199	475.685	1367.43	709.965	104.972	1411.24	733.046	121.259	1327.29	862.425	66.2123	1323.65	838.373	56.9871	1435.82	865.854	74.7481	1366.9	775.718	953.851	1031.68	736.242	552	1011.75	715.13	530.068	1140.49	723.311	483.986	1007.94	782.464	462.854	1062.56	713.167	106.311	1030.53	735.375	119.111	1112.06	864.98	63.6516	1121.74	838.73	47.4676	1005.17	871.527	71.2508	1073.82
0.26	849.759	1049.95	1326.7	853.985	1050.65	1108.35	664.841	1098.05	1256.1	666.156	1096.36	1167.02	764.711	1132.81	1374.23	767.71	1129.65	1051.65	710.535	770.74	1417.2	718.74	660.147	1417.85	661.307	767.916	1366.99	665.82	657.721	1365.77	688.654	268.971	1435.59	697.399	189.172	1423.55	651.173	270.431	1396.21	657.529	191.309	1386.34	644.738	94.4451	1373.22	632.554	44.0512	1374.59	658.048	59.2042	1412.34	714.967	758.854	1019.7	725.945	649.019	1010.65	668.427	752.176	1070.03	673.527	641.899	1061.57	691.412	255.225	1004.52	701.733	176.418	1020.28	652.985	259.257	1041.18	663.053	175.598	1054.27	648.845	94.1642	1071.41	637.368	44.161	1072.24	670.456	55.1654	1027.25	767.731	964.676	1398.8	734.556	558.85	1415.56	722.23	535.89	1284.79	734.036	486.653	1422.73	789.201	475.684	1367.43	709.968	104.98	1411.24	733.026	121.253	1327.3	862.416	66.2125	1323.64	838.38	56.9824	1435.81	865.855	74.7415	1366.91	775.702	953.863	1031.66	736.23	552.002	1011.76	715.125	530.062	1140.51	723.314	483.992	1007.93	782.458	462.849	1062.56	713.168	106.312	1030.54	735.383	119.112	1112.08	864.978	63.6496	1121.74	838.728	47.4703	1005.17	871.53	71.249	1073.82
0.267	849.741	1049.94	1326.72	853.958	1050.65	1108.36	664.824	1098.05	1256.11	666.143	1096.36	1167.03	764.705	1132.79	1374.26	767.698	1129.65	1051.65	710.526	770.736	1417.2	718.734	660.156	1417.86	661.3	767.915	1366.99	665.824	657.729	1365.77	688.668	268.965	1435.59	697.393	189.176	1423.56	651.169	270.427	1396.2	657.522	191.305	1386.34	644.737	94.4399	1373.23	632.556	44.0543	1374.59	658.049	59.1981	1412.34	714.957	758.846	1019.71	725.929	649.023	1010.65	668.41	752.175	1070.04	673.513	641.899	1061.57	691.412	255.231	1004.51	701.738	176.418	1020.26	652.979	259.26	1041.19	663.051	175.588	1054.27	648.85	94.172	1071.41	637.364	44.1621	1072.24	670.456	55.1681	1027.25	767.723	964.685	1398.81	734.57	558.855	1415.56	722.229	535.903	1284.79	734.041	486.646	1422.73	789.199	475.683	1367.43	709.97	104.987	1411.25	733.048	121.26	1327.28	862.417	66.2089	1323.64	838.385	56.9849	1435.81	865.853	74.7427	1366.9	775.698	953.854	1031.67	736.216	551.997	1011.76	715.118	530.046	1140.52	723.302	483.995	1007.94	782.442	462.843	1062.58	713.175	106.312	1030.54	735.384	119.119	1112.08	864.978	63.6452	1121.74	838.73	47.474	1005.17	871.532	71.2418	1073.82
0.273	849.736	1049.95	1326.71	853.939	1050.65	1108.37	664.814	1098.04	1256.11	666.129	1096.35	1167.03	764.693	1132.8	1374.26	767.686	1129.66	1051.67	710.512	770.73	1417.2	718.737	660.149	1417.86	661.297	767.906	1366.99	665.818	657.73	1365.77	688.66	268.969	1435.58	697.394	189.173	1423.55	651.167	270.427	1396.21	657.526	191.305	1386.34	644.732	94.4402	1373.23	632.557	44.0477	1374.58	658.051	59.1914	1412.34	714.951	758.84	1019.71	725.919	649.02	1010.66	668.403	752.176	1070.04	673.502	641.893	1061.56	691.407	255.224	1004.52	701.738	176.419	1020.27	652.972	259.262	1041.18	663.052	175.58	1054.26	648.844	94.1671	1071.42	637.365	44.1566	1072.24	670.452	55.1748	1027.24	767.713	964.684	1398.83	734.56	558.847	1415.58	722.23	535.905	1284.79	734.04	486.646	1422.74	789.202	475.684	1367.43	709.969	104.971	1411.24	733.026	121.253	1327.3	862.421	66.2068	1323.64	838.376	56.989	1435.81	865.854	74.7493	1366.89	775.672	953.862	1031.67	736.216	552.002	1011.76	715.095	530.058	1140.52	723.283	483.991	1007.94	782.441	462.841	1062.57	713.161	106.314	1030.53	735.385	119.115	1112.07	864.979	63.6438	1121.74	838.731	47.4682	1005.18	871.529	71.2399	1073.82
0.28	849.726	1049.94	1326.72	853.924	1050.65	1108.39	664.791	1098.04	1256.11	666.109	1096.35	1167.03	764.695	1132.8	1374.26	767.666	1129.66	1051.67	710.509	770.731	1417.21	718.732	660.149	1417.86	661.293	767.91	1366.99	665.814	657.726	1365.77	688.657	268.969	1435.58	697.396	189.173	1423.55	651.161	270.428	1396.2	657.531	191.301	1386.34	644.738	94.4369	1373.22	632.559	44.0456	1374.58	658.048	59.1873	1412.33	714.946	758.846	1019.71	725.899	649.021	1010.65	668.393	752.175	1070.04	673.493	641.895	1061.55	691.412	255.224	1004.52	701.736	176.417	1020.27	652.975	259.256	1041.19	663.045	175.59	1054.27	648.845	94.1664	1071.41	637.364	44.1654	1072.23	670.461	55.1729	1027.26	767.714	964.678	1398.82	734.566	558.852	1415.57	722.221	535.901	1284.8	734.047	486.656	1422.74	789.2	475.694	1367.44	709.975	104.968	1411.24	733.044	121.263	1327.28	862.423	66.2071	1323.63	838.376	56.9854	1435.81	865.86	74.7524	1366.89	775.657	953.852	1031.67	736.2	551.999	1011.76	715.083	530.051	1140.51	723.28	483.99	1007.94	782.428	462.834	1062.58	713.167	106.309	1030.54	735.391	119.12	1112.08	864.973	63.6463	1121.74	838.726	47.4791	1005.18	871.521	71.2447	1073.82
0.287	849.719	1049.95	1326.72	853.911	1050.65	1108.4	664.779	1098.04	1256.11	666.095	1096.35	1167.04	764.678	1132.81	1374.27	767.656	1129.66	1051.69	710.496	770.728	1417.22	718.736	660.142	1417.87	661.291	767.91	1367	665.806	657.722	1365.78	688.666	268.967	1435.59	697.389	189.177	1423.55	651.158	270.424	1396.2	657.521	191.304	1386.33	644.737	94.4291	1373.22	632.555	44.0455	1374.59	658.047	59.2003	1412.33	714.932	758.843	1019.71	725.9	649.022	1010.65	668.378	752.174	1070.04	673.483	641.895	1061.56	691.401	255.225	1004.52	701.721	176.41	1020.27	652.966	259.256	1041.19	663.038	175.588	1054.27	648.845	94.1727	1071.39	637.368	44.166	1072.25	670.459	55.1703	1027.26	767.696	964.683	1398.83	734.565	558.85	1415.56	722.216	535.905	1284.8	734.051	486.652	1422.75	789.2	475.686	1367.42	709.968	104.973	1411.23	733.041	121.267	1327.27	862.478	66.2667	1323.62	838.386	56.9881	1435.81	865.858	74.7536	1366.88	775.646	953.856	1031.67	736.19	552.002	1011.76	715.073	530.053	1140.53	723.278	483.993	1007.94	782.417	462.839	1062.59	713.165	106.307	1030.54	735.386	119.126	1112.08	864.983	63.6585	1121.74	838.732	47.4753	1005.17	871.525	71.2502	1073.83
0.293	849.709	1049.95	1326.73	853.892	1050.64	1108.43	664.765	1098.03	1256.12	666.076	1096.36	1167.04	764.674	1132.81	1374.28	767.637	1129.66	1051.7	710.493	770.726	1417.23	718.733	660.145	1417.87	661.281	767.904	1367.01	665.806	657.726	1365.78	688.661	268.961	1435.58	697.394	189.17	1423.56	651.157	270.418	1396.21	657.521	191.292	1386.33	644.742	94.425	1373.23	632.563	44.0385	1374.58	658.048	59.1817	1412.33	714.923	758.822	1019.71	725.898	649.02	1010.65	668.374	752.169	1070.04	673.471	641.899	1061.56	691.395	255.222	1004.52	701.726	176.419	1020.26	652.962	259.254	1041.18	663.05	175.581	1054.26	648.845	94.1619	1071.4	637.359	44.1578	1072.24	670.457	55.1714	1027.25	767.693	964.674	1398.84	734.579	558.858	1415.58	722.225	535.906	1284.81	734.054	486.647	1422.74	789.209	475.7	1367.44	709.958	104.968	1411.23	733.041	121.258	1327.28	862.48	66.2565	1323.62	838.385	56.9914	1435.81	865.869	74.7336	1366.87	775.631	953.851	1031.68	736.18	552.001	1011.77	715.073	530.041	1140.52	723.261	483.987	1007.95	782.418	462.842	1062.59	713.176	106.306	1030.54	735.39	119.11	1112.08	864.976	63.6518	1121.74	838.733	47.4735	1005.16	871.532	71.2498	1073.82
0.3	849.701	1049.94	1326.74	853.868	1050.63	1108.44	664.755	1098.03	1256.12	666.063	1096.36	1167.05	764.66	1132.81	1374.28	767.621	1129.65	1051.7	710.483	770.725	1417.25	718.729	660.14	1417.89	661.268	767.899	1367.03	665.806	657.71	1365.8	688.666	268.958	1435.58	697.394	189.175	1423.57	651.154	270.413	1396.21	657.517	191.296	1386.35	644.733	94.4291	1373.22	632.561	44.0385	1374.59	658.047	59.1815	1412.33	714.922	758.834	1019.71	725.887	649.013	1010.65	668.364	752.167	1070.03	673.468	641.894	1061.54	691.394	255.22	1004.52	701.72	176.412	1020.27	652.958	259.246	1041.19	663.049	175.575	1054.26	648.846	94.1611	1071.4	637.364	44.1531	1072.24	670.458	55.1656	1027.25	767.678	964.672	1398.84	734.568	558.837	1415.57	722.195	535.904	1284.82	734.063	486.645	1422.74	789.211	475.687	1367.43	709.963	104.964	1411.25	733.03	121.262	1327.3	862.479	66.2523	1323.61	838.382	56.9921	1435.81	865.864	74.7546	1366.88	775.62	953.848	1031.68	736.196	551.989	1011.77	715.065	530.039	1140.51	723.266	483.988	1007.95	782.42	462.846	1062.57	713.165	106.298	1030.54	735.385	119.125	1112.05	864.98	63.6466	1121.73	838.731	47.4777	1005.16	871.529	71.2524	1073.82
0.307	849.686	1049.94	1326.75	853.849	1050.62	1108.45	664.739	1098.03	1256.13	666.047	1096.35	1167.04	764.651	1132.81	1374.27	767.603	1129.65	1051.71	710.476	770.726	1417.27	718.726	660.134	1417.88	661.272	767.895	1367.04	665.806	657.707	1365.81	688.663	268.955	1435.58	697.396	189.169	1423.55	651.151	270.411	1396.21	657.516	191.293	1386.35	644.738	94.4158	1373.23	632.557	44.031	1374.59	658.053	59.1801	1412.33	714.92	758.837	1019.71	725.893	649.02	1010.65	668.36	752.165	1070.03	673.463	641.887	1061.54	691.394	255.216	1004.52	701.724	176.413	1020.27	652.96	259.253	1041.18	663.046	175.575	1054.26	648.848	94.1664	1071.4	637.362	44.1518	1072.24	670.46	55.1614	1027.26	767.675	964.662	1398.84	734.578	558.833	1415.58	722.215	535.913	1284.82	734.066	486.642	1422.74	789.21	475.692	1367.44	709.965	104.965	1411.25	733.019	121.259	1327.29	862.479	66.2632	1323.61	838.377	56.9871	1435.82	865.856	74.7617	1366.89	775.614	953.856	1031.7	736.188	551.989	1011.77	715.074	530.037	1140.51	723.245	483.995	1007.94	782.41	462.827	1062.58	713.161	106.311	1030.53	735.387	119.106	1112.06	864.983	63.654	1121.73	838.731	47.4776	1005.17	871.533	71.2444	1073.82
0.313	849.671	1049.95	1326.76	853.823	1050.62	1108.47	664.718	1098.03	1256.14	666.028	1096.35	1167.05	764.64	1132.82	1374.28	767.586	1129.64	1051.71	710.475	770.716	1417.28	718.723	660.143	1417.91	661.261	767.888	1367.07	665.801	657.704	1365.82	688.655	268.956	1435.58	697.39	189.165	1423.56	651.147	270.405	1396.21	657.515	191.289	1386.35	644.735	94.4139	1373.23	632.56	44.0326	1374.6	658.051	59.1609	1412.34	714.92	758.837	1019.71	725.877	649.012	1010.65	668.351	752.158	1070.02	673.452	641.894	1061.54	691.401	255.22	1004.53	701.721	176.418	1020.27	652.957	259.251	1041.18	663.037	175.587	1054.27	648.838	94.1726	1071.4	637.366	44.1513	1072.23	670.461	55.1677	1027.26	767.663	964.671	1398.85	734.571	558.833	1415.59	722.187	535.917	1284.82	734.073	486.639	1422.75	789.211	475.689	1367.45	709.97	104.956	1411.24	733.031	121.259	1327.28	862.476	66.2619	1323.62	838.377	56.9845	1435.81	865.863	74.7585	1366.89	775.608	953.856	1031.72	736.164	551.994	1011.76	715.068	530.027	1140.49	723.248	483.987	1007.95	782.408	462.834	1062.56	713.171	106.304	1030.54	735.39	119.108	1112.06	864.983	63.6585	1121.74	838.737	47.4708	1005.16	871.537	71.2534	1073.81
0.32	849.658	1049.94	1326.77	853.808	1050.62	1108.49	664.701	1098.02	1256.15	666.019	1096.34	1167.07	764.621	1132.81	1374.29	767.557	1129.64	1051.72	710.471	770.701	1417.3	718.722	660.13	1417.91	661.256	767.887	1367.09	665.801	657.69	1365.85	688.646	268.956	1435.58	697.386	189.16	1423.57	651.138	270.411	1396.22	657.514	191.286	1386.35	644.733	94.4098	1373.23	632.556	44.0253	1374.6	658.053	59.1607	1412.34	714.895	758.825	1019.71	725.878	649.015	1010.65	668.344	752.158	1070.02	673.45	641.895	1061.54	691.391	255.22	1004.53	701.721	176.406	1020.27	652.957	259.248	1041.19	663.042	175.573	1054.27	648.846	94.1606	1071.4	637.365	44.1558	1072.23	670.455	55.1628	1027.26	767.645	964.679	1398.85	734.565	558.83	1415.6	722.19	535.913	1284.83	734.063	486.63	1422.76	789.205	475.699	1367.46	709.955	104.96	1411.26	733.024	121.246	1327.31	862.479	66.2538	1323.62	838.377	56.9908	1435.82	865.864	74.7581	1366.9	775.589	953.851	1031.72	736.159	552	1011.77	715.065	530.025	1140.51	723.255	483.982	1007.94	782.414	462.843	1062.56	713.165	106.305	1030.54	735.394	119.117	1112.07	864.979	63.6474	1121.73	838.739	47.4685	1005.16	871.536	71.2477	1073.81
0.327	849.647	1049.95	1326.77	853.8	1050.62	1108.5	664.676	1098.02	1256.15	665.997	1096.34	1167.07	764.619	1132.8	1374.29	767.54	1129.64	1051.73	710.469	770.695	1417.3	718.722	660.132	1417.92	661.253	767.869	1367.1	665.8	657.683	1365.86	688.643	268.954	1435.58	697.38	189.158	1423.57	651.141	270.39	1396.21	657.512	191.28	1386.34	644.731	94.4119	1373.23	632.561	44.0258	1374.6	658.04	59.1641	1412.36	714.891	758.831	1019.71	725.873	649.01	1010.65	668.335	752.157	1070.01	673.445	641.89	1061.55	691.394	255.21	1004.53	701.714	176.414	1020.27	652.954	259.241	1041.2	663.042	175.568	1054.28	648.842	94.1609	1071.41	637.362	44.1408	1072.25	670.464	55.1653	1027.26	767.637	964.659	1398.86	734.564	558.831	1415.6	722.181	535.904	1284.83	734.055	486.632	1422.78	789.202	475.688	1367.47	709.948	104.95	1411.26	733.012	121.251	1327.3	862.468	66.2563	1323.63	838.37	56.9869	1435.82	865.847	74.7583	1366.9	775.583	953.849	1031.73	736.161	551.994	1011.77	715.051	530.028	1140.52	723.239	483.981	1007.95	782.396	462.847	1062.57	713.165	106.303	1030.54	735.393	119.097	1112.05	864.981	63.657	1121.74	838.739	47.4677	1005.17	871.535	71.2476	1073.82
0.333	849.63	1049.94	1326.78	853.769	1050.62	1108.51	664.658	1098.01	1256.17	665.978	1096.33	1167.07	764.608	1132.78	1374.31	767.52	1129.64	1051.73	710.465	770.697	1417.31	718.72	660.126	1417.93	661.249	767.874	1367.11	665.789	657.686	1365.87	688.637	268.962	1435.58	697.372	189.159	1423.57	651.132	270.396	1396.21	657.508	191.278	1386.34	644.731	94.4046	1373.24	632.554	44.0189	1374.59	658.041	59.1522	1412.35	714.883	758.817	1019.71	725.876	649.017	1010.65	668.325	752.159	1070.02	673.439	641.886	1061.54	691.39	255.218	1004.53	701.728	176.412	1020.29	652.958	259.247	1041.2	663.042	175.572	1054.28	648.847	94.1659	1071.42	637.371	44.1439	1072.24	670.468	55.1647	1027.26	767.63	964.665	1398.87	734.56	558.826	1415.61	722.194	535.901	1284.84	734.055	486.623	1422.79	789.201	475.69	1367.48	709.949	104.943	1411.26	733.004	121.235	1327.31	862.466	66.2587	1323.63	838.371	56.9895	1435.82	865.848	74.7698	1366.91	775.568	953.856	1031.74	736.149	551.997	1011.77	715.041	530.033	1140.53	723.247	483.989	1007.96	782.4	462.839	1062.59	713.18	106.316	1030.54	735.389	119.107	1112.05	864.984	63.6513	1121.74	838.74	47.4792	1005.16	871.537	71.2496	1073.82
0.34	849.623	1049.95	1326.77	853.744	1050.64	1108.52	664.635	1098.01	1256.17	665.959	1096.33	1167.08	764.59	1132.78	1374.31	767.5	1129.63	1051.74	710.464	770.706	1417.32	718.717	660.125	1417.94	661.246	767.869	1367.11	665.781	657.686	1365.88	688.633	268.96	1435.57	697.358	189.155	1423.57	651.125	270.393	1396.19	657.5	191.276	1386.34	644.729	94.403	1373.23	632.557	44.0211	1374.6	658.035	59.1594	1412.35	714.873	758.828	1019.72	725.871	649.017	1010.66	668.317	752.152	1070.02	673.437	641.875	1061.56	691.393	255.211	1004.54	701.723	176.413	1020.28	652.951	259.239	1041.21	663.046	175.577	1054.28	648.841	94.1579	1071.41	637.368	44.1566	1072.23	670.471	55.1632	1027.27	767.619	964.67	1398.86	734.557	558.82	1415.61	722.195	535.897	1284.84	734.061	486.618	1422.79	789.2	475.687	1367.49	709.951	104.954	1411.27	733.002	121.25	1327.31	862.401	66.2213	1323.64	838.364	56.9909	1435.83	865.832	74.7572	1366.89	775.541	953.852	1031.74	736.142	552.006	1011.78	715.044	530.036	1140.53	723.248	483.979	1007.97	782.393	462.85	1062.59	713.173	106.313	1030.56	735.389	119.096	1112.06	864.986	63.6534	1121.74	838.737	47.4738	1005.17	871.533	71.2576	1073.82
