Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.347	849.613	1049.95	1326.78	853.723	1050.63	1108.52	664.613	1098.01	1256.18	665.947	1096.32	1167.1	764.579	1132.76	1374.32	767.472	1129.64	1051.75	710.461	770.69	1417.31	718.716	660.122	1417.93	661.24	767.866	1367.12	665.784	657.676	1365.88	688.632	268.958	1435.56	697.361	189.157	1423.57	651.129	270.393	1396.2	657.495	191.276	1386.32	644.727	94.3979	1373.24	632.556	44.0119	1374.59	658.039	59.154	1412.36	714.872	758.823	1019.72	725.873	649.016	1010.67	668.303	752.156	1070.01	673.419	641.888	1061.55	691.388	255.225	1004.53	701.716	176.423	1020.28	652.953	259.256	1041.21	663.044	175.578	1054.29	648.841	94.1596	1071.41	637.362	44.1522	1072.24	670.46	55.169	1027.26	767.615	964.662	1398.86	734.561	558.824	1415.6	722.186	535.899	1284.84	734.054	486.618	1422.78	789.203	475.684	1367.47	709.949	104.963	1411.26	733	121.241	1327.31	862.405	66.2165	1323.66	838.368	56.9924	1435.83	865.833	74.7768	1366.91	775.536	953.861	1031.76	736.149	552.004	1011.79	715.039	530.048	1140.54	723.242	483.988	1007.96	782.378	462.864	1062.6	713.169	106.314	1030.55	735.385	119.12	1112.07	864.983	63.6688	1121.74	838.737	47.4785	1005.16	871.539	71.2622	1073.82
0.353	849.588	1049.94	1326.79	853.702	1050.65	1108.56	664.597	1098	1256.2	665.93	1096.31	1167.11	764.571	1132.77	1374.33	767.457	1129.64	1051.76	710.463	770.682	1417.32	718.714	660.116	1417.94	661.232	767.857	1367.11	665.78	657.664	1365.87	688.627	268.958	1435.55	697.355	189.153	1423.57	651.12	270.388	1396.18	657.49	191.274	1386.32	644.727	94.3978	1373.23	632.551	44.0091	1374.6	658.036	59.1498	1412.35	714.864	758.826	1019.73	725.862	649.026	1010.68	668.293	752.16	1070.02	673.418	641.892	1061.57	691.386	255.221	1004.54	701.713	176.421	1020.28	652.958	259.25	1041.22	663.041	175.583	1054.29	648.843	94.1692	1071.41	637.368	44.1541	1072.24	670.463	55.1722	1027.27	767.598	964.647	1398.88	734.559	558.809	1415.61	722.19	535.894	1284.84	734.052	486.607	1422.8	789.212	475.679	1367.47	709.944	104.943	1411.25	732.996	121.242	1327.32	862.4	66.2169	1323.65	838.36	56.9936	1435.83	865.834	74.7742	1366.91	775.533	953.862	1031.75	736.136	552.02	1011.79	715.038	530.041	1140.55	723.235	483.996	1007.97	782.366	462.802	1062.49	713.17	106.312	1030.55	735.391	119.113	1112.08	864.988	63.663	1121.74	838.738	47.4737	1005.18	871.535	71.2562	1073.82
0.36	849.578	1049.94	1326.8	853.693	1050.65	1108.57	664.574	1097.99	1256.21	665.917	1096.31	1167.11	764.555	1132.76	1374.33	767.431	1129.64	1051.77	710.456	770.682	1417.31	718.719	660.103	1417.92	661.232	767.842	1367.11	665.783	657.664	1365.88	688.622	268.953	1435.54	697.362	189.151	1423.56	651.12	270.397	1396.18	657.492	191.268	1386.33	644.728	94.4	1373.22	632.556	44.0102	1374.59	658.039	59.1474	1412.35	714.85	758.835	1019.73	725.858	649.022	1010.68	668.284	752.161	1070.03	673.41	641.894	1061.56	691.391	255.224	1004.54	701.719	176.417	1020.28	652.955	259.254	1041.21	663.047	175.577	1054.29	648.844	94.1612	1071.42	637.37	44.1526	1072.25	670.459	55.1718	1027.26	767.596	964.647	1398.9	734.56	558.791	1415.61	722.198	535.883	1284.84	734.06	486.595	1422.8	789.216	475.681	1367.47	709.945	104.941	1411.26	732.988	121.245	1327.3	862.396	66.2193	1323.65	838.36	56.9993	1435.83	865.828	74.7917	1366.91	775.522	953.868	1031.76	736.134	552.024	1011.78	715.05	530.026	1140.54	723.239	483.995	1007.98	782.383	462.87	1062.62	713.191	106.317	1030.56	735.384	119.108	1112.08	864.976	63.6643	1121.74	838.733	47.4856	1005.17	871.529	71.2615	1073.82
0.367	849.56	1049.93	1326.81	853.67	1050.66	1108.58	664.549	1097.99	1256.21	665.903	1096.31	1167.12	764.538	1132.77	1374.33	767.412	1129.65	1051.79	710.453	770.665	1417.32	718.719	660.092	1417.93	661.225	767.841	1367.12	665.78	657.662	1365.89	688.622	268.95	1435.53	697.353	189.147	1423.55	651.115	270.39	1396.18	657.495	191.269	1386.32	644.725	94.3976	1373.23	632.555	44.0049	1374.58	658.035	59.1471	1412.34	714.844	758.831	1019.75	725.846	649.027	1010.68	668.282	752.167	1070.04	673.405	641.892	1061.58	691.386	255.215	1004.55	701.724	176.423	1020.29	652.959	259.253	1041.21	663.051	175.577	1054.3	648.85	94.1571	1071.4	637.369	44.1551	1072.23	670.462	55.1674	1027.26	767.58	964.661	1398.88	734.567	558.798	1415.6	722.204	535.884	1284.83	734.066	486.598	1422.79	789.216	475.676	1367.46	709.945	104.934	1411.25	732.995	121.25	1327.29	862.452	66.2796	1323.63	838.368	57.0011	1435.82	865.821	74.7899	1366.91	775.496	953.867	1031.76	736.124	552.032	1011.79	715.032	530.047	1140.55	723.235	484.005	1007.98	782.375	462.873	1062.63	713.18	106.325	1030.55	735.378	119.125	1112.08	864.978	63.6604	1121.74	838.746	47.4876	1005.17	871.536	71.2631	1073.82
0.373	849.54	1049.94	1326.8	853.651	1050.67	1108.58	664.53	1097.99	1256.23	665.88	1096.3	1167.14	764.521	1132.77	1374.34	767.392	1129.65	1051.8	710.445	770.665	1417.32	718.713	660.089	1417.93	661.224	767.83	1367.12	665.786	657.653	1365.88	688.627	268.945	1435.52	697.352	189.149	1423.55	651.119	270.39	1396.18	657.494	191.262	1386.32	644.721	94.3969	1373.23	632.548	44.0082	1374.59	658.04	59.1442	1412.35	714.83	758.838	1019.76	725.829	649.024	1010.71	668.271	752.166	1070.04	673.402	641.89	1061.6	691.382	255.222	1004.54	701.719	176.425	1020.28	652.956	259.253	1041.22	663.045	175.579	1054.3	648.847	94.1622	1071.4	637.36	44.1551	1072.24	670.461	55.1786	1027.26	767.571	964.649	1398.88	734.565	558.793	1415.6	722.19	535.88	1284.83	734.07	486.605	1422.78	789.219	475.671	1367.46	709.938	104.946	1411.26	732.986	121.256	1327.3	862.446	66.2764	1323.63	838.354	57.0005	1435.83	865.824	74.7902	1366.9	775.483	953.88	1031.78	736.112	552.032	1011.8	715.038	530.047	1140.55	723.228	484.007	1007.98	782.367	462.865	1062.62	713.163	106.328	1030.55	735.381	119.128	1112.09	864.978	63.668	1121.74	838.731	47.4887	1005.16	871.535	71.2649	1073.81
0.38	849.518	1049.93	1326.82	853.634	1050.66	1108.6	664.509	1097.99	1256.24	665.864	1096.31	1167.13	764.5	1132.78	1374.34	767.379	1129.65	1051.8	710.444	770.666	1417.32	718.716	660.088	1417.94	661.22	767.823	1367.12	665.791	657.645	1365.88	688.633	268.958	1435.52	697.354	189.147	1423.55	651.12	270.392	1396.17	657.496	191.264	1386.32	644.723	94.3915	1373.23	632.555	44.0079	1374.6	658.033	59.145	1412.34	714.818	758.849	1019.76	725.824	649.027	1010.71	668.261	752.164	1070.05	673.396	641.888	1061.61	691.378	255.222	1004.55	701.715	176.415	1020.28	652.959	259.259	1041.22	663.044	175.582	1054.29	648.847	94.1654	1071.41	637.365	44.1587	1072.24	670.46	55.1725	1027.26	767.547	964.659	1398.88	734.575	558.807	1415.6	722.206	535.887	1284.84	734.073	486.597	1422.79	789.229	475.669	1367.45	709.937	104.957	1411.26	732.984	121.242	1327.3	862.453	66.2814	1323.63	838.367	57.0052	1435.82	865.82	74.7871	1366.89	775.465	953.885	1031.8	736.116	552.024	1011.8	715.03	530.056	1140.56	723.24	484.004	1007.99	782.367	462.868	1062.63	713.17	106.323	1030.56	735.373	119.126	1112.08	864.994	63.668	1121.74	838.747	47.4967	1005.16	871.537	71.2637	1073.81
0.387	849.497	1049.94	1326.82	853.609	1050.67	1108.62	664.485	1097.98	1256.24	665.846	1096.3	1167.15	764.476	1132.77	1374.35	767.346	1129.67	1051.81	710.438	770.664	1417.32	718.717	660.089	1417.94	661.222	767.811	1367.12	665.793	657.637	1365.88	688.632	268.948	1435.52	697.358	189.15	1423.54	651.121	270.389	1396.18	657.489	191.262	1386.31	644.726	94.3957	1373.23	632.548	44.0083	1374.59	658.028	59.1477	1412.34	714.798	758.839	1019.77	725.812	649.025	1010.72	668.25	752.161	1070.07	673.39	641.886	1061.64	691.382	255.231	1004.55	701.713	176.427	1020.28	652.958	259.262	1041.22	663.043	175.58	1054.3	648.843	94.1629	1071.41	637.367	44.1583	1072.24	670.46	55.1745	1027.26	767.537	964.657	1398.88	734.58	558.796	1415.6	722.209	535.885	1284.83	734.081	486.602	1422.79	789.238	475.668	1367.45	709.941	104.952	1411.26	732.971	121.251	1327.3	862.456	66.2746	1323.62	838.36	57.0077	1435.83	865.832	74.7899	1366.89	775.447	953.89	1031.8	736.11	552.036	1011.81	715.031	530.049	1140.57	723.229	484.005	1007.99	782.344	462.857	1062.62	713.168	106.329	1030.55	735.381	119.124	1112.09	864.986	63.6782	1121.74	838.721	47.498	1005.17	871.533	71.2629	1073.81
0.393	849.479	1049.94	1326.83	853.594	1050.68	1108.63	664.467	1097.99	1256.26	665.827	1096.3	1167.16	764.459	1132.79	1374.36	767.332	1129.67	1051.82	710.444	770.654	1417.32	718.715	660.087	1417.95	661.22	767.813	1367.12	665.799	657.632	1365.88	688.637	268.951	1435.51	697.36	189.148	1423.54	651.124	270.392	1396.18	657.496	191.267	1386.31	644.722	94.3881	1373.22	632.548	44.007	1374.59	658.027	59.1547	1412.33	714.788	758.836	1019.79	725.797	649.029	1010.72	668.245	752.159	1070.07	673.376	641.888	1061.63	691.379	255.218	1004.55	701.713	176.426	1020.29	652.952	259.255	1041.23	663.038	175.574	1054.3	648.842	94.1676	1071.41	637.367	44.1592	1072.24	670.459	55.1774	1027.26	767.518	964.656	1398.89	734.585	558.799	1415.59	722.221	535.878	1284.83	734.08	486.602	1422.78	789.234	475.662	1367.45	709.945	104.957	1411.25	732.967	121.254	1327.31	862.45	66.2823	1323.62	838.356	56.9972	1435.82	865.823	74.8014	1366.89	775.422	953.893	1031.79	736.097	552.032	1011.81	715.033	530.043	1140.57	723.216	483.999	1007.99	782.34	462.866	1062.63	713.155	106.323	1030.55	735.375	119.116	1112.08	864.976	63.6658	1121.74	838.73	47.4953	1005.17	871.522	71.2669	1073.81
0.4	849.458	1049.94	1326.84	853.574	1050.68	1108.65	664.44	1097.99	1256.26	665.821	1096.29	1167.17	764.438	1132.79	1374.35	767.302	1129.67	1051.83	710.44	770.646	1417.33	718.721	660.08	1417.95	661.223	767.805	1367.12	665.802	657.629	1365.88	688.64	268.948	1435.52	697.357	189.146	1423.54	651.126	270.399	1396.17	657.498	191.267	1386.31	644.72	94.3945	1373.23	632.55	44.0075	1374.59	658.033	59.1436	1412.34	714.775	758.838	1019.79	725.778	649.021	1010.73	668.228	752.155	1070.08	673.361	641.891	1061.64	691.37	255.22	1004.55	701.711	176.427	1020.28	652.947	259.251	1041.23	663.034	175.577	1054.3	648.849	94.1596	1071.41	637.364	44.1596	1072.25	670.46	55.1843	1027.25	767.502	964.654	1398.89	734.588	558.787	1415.61	722.224	535.879	1284.85	734.099	486.592	1422.79	789.245	475.661	1367.44	709.941	104.947	1411.26	732.978	121.241	1327.28	862.449	66.2816	1323.63	838.355	57.0015	1435.83	865.828	74.7935	1366.89	775.406	953.89	1031.82	736.086	552.038	1011.82	715.017	530.048	1140.58	723.2	484.015	1007.99	782.331	462.861	1062.62	713.164	106.331	1030.55	735.378	119.116	1112.09	864.982	63.6681	1121.74	838.733	47.4971	1005.16	871.528	71.2687	1073.81
0.407	849.436	1049.94	1326.85	853.552	1050.67	1108.65	664.425	1097.99	1256.26	665.799	1096.29	1167.18	764.415	1132.8	1374.36	767.278	1129.67	1051.83	710.435	770.643	1417.33	718.724	660.079	1417.96	661.22	767.809	1367.13	665.801	657.625	1365.89	688.638	268.949	1435.52	697.36	189.147	1423.54	651.121	270.385	1396.17	657.5	191.266	1386.31	644.719	94.394	1373.23	632.545	44.0058	1374.59	658.03	59.1395	1412.34	714.771	758.842	1019.8	725.761	649.027	1010.73	668.224	752.155	1070.09	673.351	641.885	1061.65	691.375	255.224	1004.55	701.706	176.427	1020.28	652.946	259.257	1041.24	663.038	175.576	1054.31	648.842	94.1649	1071.42	637.368	44.1577	1072.24	670.463	55.1766	1027.26	767.472	964.656	1398.91	734.595	558.791	1415.62	722.234	535.88	1284.84	734.099	486.588	1422.79	789.241	475.655	1367.45	709.943	104.942	1411.26	732.975	121.255	1327.3	862.445	66.2826	1323.62	838.358	57.0044	1435.82	865.824	74.8066	1366.89	775.38	953.887	1031.82	736.086	552.043	1011.81	715.009	530.049	1140.58	723.185	484.008	1007.99	782.315	462.862	1062.63	713.163	106.33	1030.55	735.382	119.113	1112.08	864.98	63.6651	1121.73	838.73	47.4943	1005.17	871.526	71.2666	1073.81
0.413	849.421	1049.94	1326.85	853.533	1050.67	1108.67	664.403	1097.98	1256.26	665.787	1096.29	1167.19	764.404	1132.8	1374.36	767.249	1129.66	1051.84	710.438	770.639	1417.33	718.725	660.067	1417.96	661.22	767.788	1367.13	665.811	657.61	1365.89	688.642	268.946	1435.53	697.358	189.145	1423.56	651.121	270.38	1396.18	657.495	191.264	1386.32	644.718	94.3866	1373.23	632.551	44.0027	1374.6	658.031	59.1441	1412.34	714.766	758.849	1019.81	725.744	649.026	1010.74	668.206	752.152	1070.1	673.336	641.883	1061.66	691.355	255.228	1004.56	701.702	176.422	1020.29	652.936	259.245	1041.23	663.036	175.571	1054.31	648.846	94.163	1071.41	637.367	44.1617	1072.24	670.454	55.1784	1027.25	767.455	964.653	1398.92	734.6	558.779	1415.61	722.239	535.876	1284.84	734.1	486.581	1422.8	789.256	475.659	1367.45	709.934	104.94	1411.26	732.984	121.25	1327.29	862.439	66.2797	1323.62	838.36	57.0037	1435.82	865.826	74.7905	1366.89	775.372	953.89	1031.83	736.064	552.032	1011.82	715.019	530.034	1140.58	723.172	484.011	1008	782.3	462.859	1062.62	713.165	106.33	1030.55	735.375	119.11	1112.09	864.986	63.6576	1121.73	838.732	47.4914	1005.16	871.529	71.2633	1073.81
0.42	849.415	1049.94	1326.85	853.521	1050.68	1108.67	664.394	1097.98	1256.28	665.77	1096.29	1167.19	764.38	1132.81	1374.35	767.234	1129.66	1051.86	710.427	770.644	1417.34	718.727	660.073	1417.97	661.219	767.786	1367.13	665.807	657.611	1365.9	688.641	268.939	1435.53	697.355	189.14	1423.55	651.112	270.391	1396.17	657.493	191.264	1386.32	644.717	94.3838	1373.24	632.553	43.998	1374.6	658.029	59.1459	1412.33	714.744	758.829	1019.83	725.729	649.028	1010.74	668.191	752.153	1070.11	673.321	641.884	1061.67	691.357	255.221	1004.56	701.693	176.416	1020.28	652.929	259.246	1041.24	663.026	175.574	1054.31	648.844	94.1652	1071.42	637.371	44.1571	1072.24	670.46	55.183	1027.25	767.44	964.657	1398.92	734.573	558.755	1415.52	722.238	535.863	1284.85	734.107	486.579	1422.81	789.243	475.646	1367.45	709.938	104.94	1411.26	732.966	121.246	1327.3	862.438	66.2834	1323.63	838.357	57.0007	1435.81	865.833	74.778	1366.88	775.341	953.895	1031.84	736.055	552.031	1011.82	715.003	530.035	1140.59	723.165	484.006	1008	782.291	462.851	1062.63	713.164	106.325	1030.55	735.373	119.115	1112.08	864.987	63.6605	1121.73	838.736	47.4926	1005.16	871.523	71.2618	1073.81
0.427	849.4	1049.94	1326.87	853.504	1050.68	1108.67	664.375	1097.98	1256.28	665.76	1096.29	1167.2	764.364	1132.8	1374.36	767.203	1129.66	1051.86	710.418	770.641	1417.35	718.709	660.061	1417.98	661.216	767.778	1367.14	665.805	657.609	1365.91	688.639	268.937	1435.53	697.355	189.141	1423.55	651.113	270.386	1396.18	657.494	191.264	1386.32	644.711	94.3769	1373.24	632.546	44.0052	1374.6	658.03	59.1396	1412.34	714.732	758.853	1019.83	725.715	649.02	1010.75	668.179	752.154	1070.11	673.302	641.879	1061.68	691.342	255.215	1004.56	701.688	176.426	1020.29	652.92	259.246	1041.25	663.02	175.571	1054.32	648.835	94.1599	1071.42	637.36	44.1557	1072.24	670.461	55.1794	1027.26	767.43	964.647	1398.93	734.599	558.768	1415.63	722.232	535.859	1284.85	734.1	486.572	1422.81	789.247	475.638	1367.45	709.942	104.935	1411.25	732.963	121.238	1327.31	862.439	66.2723	1323.63	838.362	56.9964	1435.81	865.815	74.8063	1366.89	775.317	953.88	1031.86	736.046	552.025	1011.83	714.978	530.028	1140.59	723.13	484.006	1008	782.264	462.847	1062.64	713.164	106.322	1030.56	735.379	119.111	1112.08	864.986	63.6643	1121.74	838.733	47.4975	1005.16	871.52	71.2613	1073.81
0.433	849.395	1049.94	1326.87	853.497	1050.67	1108.68	664.369	1097.98	1256.3	665.75	1096.29	1167.21	764.358	1132.8	1374.35	767.192	1129.65	1051.87	710.407	770.634	1417.35	718.714	660.063	1417.98	661.204	767.78	1367.14	665.804	657.592	1365.9	688.643	268.935	1435.52	697.351	189.137	1423.55	651.113	270.386	1396.19	657.49	191.265	1386.32	644.711	94.3851	1373.24	632.55	43.9927	1374.6	658.022	59.1329	1412.33	714.727	758.849	1019.84	725.697	649.018	1010.75	668.163	752.149	1070.12	673.286	641.888	1061.69	691.343	255.218	1004.57	701.69	176.419	1020.28	652.918	259.237	1041.25	663.012	175.567	1054.33	648.84	94.1623	1071.42	637.367	44.1585	1072.25	670.46	55.1826	1027.26	767.421	964.647	1398.95	734.589	558.765	1415.64	722.205	535.862	1284.86	734.092	486.573	1422.81	789.234	475.633	1367.44	709.936	104.928	1411.26	732.963	121.241	1327.31	862.442	66.2764	1323.63	838.363	57	1435.81	865.818	74.7992	1366.9	775.316	953.878	1031.88	736.019	552.032	1011.82	714.965	530.016	1140.59	723.125	484.001	1008	782.252	462.848	1062.64	713.166	106.326	1030.55	735.379	119.111	1112.08	864.976	63.6629	1121.73	838.726	47.4886	1005.16	871.521	71.2621	1073.81
0.44	849.385	1049.93	1326.87	853.486	1050.66	1108.69	664.356	1097.98	1256.31	665.74	1096.29	1167.22	764.349	1132.8	1374.36	767.179	1129.65	1051.87	710.399	770.635	1417.36	718.702	660.059	1417.99	661.202	767.774	1367.15	665.8	657.595	1365.92	688.635	268.931	1435.53	697.352	189.136	1423.56	651.113	270.375	1396.19	657.488	191.263	1386.33	644.714	94.3765	1373.24	632.546	43.9924	1374.6	658.028	59.1372	1412.34	714.716	758.845	1019.87	725.693	649.017	1010.76	668.154	752.147	1070.13	673.267	641.88	1061.68	691.331	255.219	1004.56	701.69	176.418	1020.28	652.917	259.231	1041.25	663.011	175.563	1054.32	648.846	94.1622	1071.42	637.365	44.1579	1072.25	670.46	55.1776	1027.26	767.41	964.645	1398.95	734.588	558.755	1415.64	722.213	535.859	1284.87	734.093	486.564	1422.81	789.224	475.632	1367.44	709.944	104.931	1411.27	732.962	121.24	1327.31	862.445	66.2686	1323.63	838.356	57.0029	1435.83	865.815	74.8082	1366.9	775.296	953.894	1031.89	735.995	552.019	1011.83	714.909	530.047	1140.59	723.118	484.002	1008.01	782.239	462.835	1062.65	713.175	106.323	1030.56	735.372	119.101	1112.09	864.974	63.6626	1121.74	838.735	47.4804	1005.18	871.523	71.2597	1073.81
0.447	849.375	1049.93	1326.89	853.473	1050.67	1108.7	664.357	1097.98	1256.31	665.731	1096.29	1167.23	764.344	1132.8	1374.36	767.169	1129.63	1051.88	710.39	770.63	1417.37	718.695	660.058	1418	661.193	767.777	1367.15	665.787	657.598	1365.93	688.633	268.933	1435.54	697.349	189.132	1423.56	651.102	270.38	1396.19	657.485	191.262	1386.32	644.706	94.3804	1373.23	632.55	43.992	1374.6	658.028	59.1293	1412.35	714.71	758.842	1019.87	725.663	649.02	1010.77	668.136	752.153	1070.14	673.252	641.879	1061.69	691.335	255.218	1004.57	701.684	176.416	1020.3	652.907	259.233	1041.24	663.011	175.568	1054.33	648.835	94.1605	1071.41	637.363	44.151	1072.25	670.461	55.1713	1027.27	767.402	964.647	1398.96	734.577	558.764	1415.64	722.184	535.861	1284.87	734.079	486.57	1422.84	789.228	475.621	1367.45	709.941	104.936	1411.26	732.977	121.251	1327.3	862.444	66.276	1323.62	838.358	57.0012	1435.83	865.82	74.7941	1366.9	775.286	953.878	1031.9	735.981	552.02	1011.84	714.893	530.037	1140.61	723.112	484.001	1008.01	782.229	462.833	1062.66	713.169	106.319	1030.56	735.378	119.109	1112.09	864.975	63.6596	1121.73	838.734	47.4838	1005.16	871.527	71.2646	1073.82
0.453	849.372	1049.92	1326.89	853.463	1050.66	1108.71	664.34	1097.99	1256.33	665.726	1096.3	1167.24	764.344	1132.81	1374.37	767.162	1129.63	1051.89	710.376	770.634	1417.37	718.677	660.066	1418.01	661.188	767.779	1367.17	665.779	657.598	1365.93	688.632	268.932	1435.54	697.345	189.137	1423.56	651.095	270.376	1396.19	657.486	191.265	1386.33	644.711	94.3792	1373.24	632.546	43.99	1374.59	658.026	59.1355	1412.35	714.699	758.846	1019.88	725.66	649.014	1010.78	668.123	752.144	1070.13	673.233	641.88	1061.69	691.326	255.219	1004.58	701.679	176.416	1020.29	652.901	259.229	1041.25	663.003	175.554	1054.33	648.841	94.1617	1071.41	637.371	44.151	1072.24	670.461	55.1691	1027.27	767.399	964.65	1398.98	734.575	558.761	1415.65	722.189	535.859	1284.88	734.072	486.566	1422.83	789.213	475.626	1367.45	709.93	104.932	1411.26	732.974	121.234	1327.31	862.451	66.274	1323.62	838.355	56.9892	1435.82	865.821	74.8019	1366.9	775.264	953.888	1031.9	735.963	552.031	1011.83	714.886	530.041	1140.62	723.095	484.002	1008.02	782.229	462.835	1062.66	713.16	106.317	1030.56	735.371	119.108	1112.09	864.977	63.6546	1121.73	838.733	47.4864	1005.16	871.526	71.2547	1073.82
0.46	849.365	1049.92	1326.89	853.45	1050.66	1108.71	664.336	1097.99	1256.34	665.718	1096.3	1167.24	764.351	1132.8	1374.38	767.163	1129.62	1051.89	710.368	770.638	1417.38	718.669	660.065	1418.01	661.175	767.78	1367.19	665.765	657.599	1365.95	688.625	268.925	1435.55	697.341	189.138	1423.56	651.096	270.376	1396.2	657.479	191.262	1386.33	644.707	94.3796	1373.24	632.543	43.995	1374.59	658.027	59.1355	1412.34	714.678	758.843	1019.89	725.647	649.017	1010.79	668.11	752.143	1070.15	673.229	641.875	1061.71	691.322	255.219	1004.57	701.685	176.404	1020.31	652.898	259.232	1041.26	662.998	175.562	1054.34	648.839	94.1639	1071.41	637.37	44.1495	1072.24	670.458	55.1696	1027.27	767.399	964.643	1398.98	734.558	558.775	1415.66	722.16	535.854	1284.88	734.07	486.571	1422.83	789.206	475.621	1367.45	709.944	104.927	1411.26	732.962	121.233	1327.31	862.394	66.2264	1323.64	838.358	57.0069	1435.83	865.824	74.7988	1366.89	775.254	953.874	1031.92	735.953	552.028	1011.84	714.875	530.036	1140.62	723.098	483.998	1008.03	782.219	462.829	1062.67	713.171	106.316	1030.56	735.377	119.099	1112.06	864.98	63.6588	1121.73	838.73	47.4872	1005.17	871.524	71.2633	1073.81
0.467	849.37	1049.92	1326.9	853.448	1050.66	1108.71	664.332	1098	1256.35	665.711	1096.3	1167.25	764.354	1132.81	1374.39	767.155	1129.62	1051.9	710.364	770.644	1417.38	718.655	660.07	1418.02	661.162	767.78	1367.19	665.751	657.601	1365.95	688.621	268.919	1435.55	697.34	189.141	1423.58	651.089	270.37	1396.2	657.48	191.262	1386.33	644.712	94.3812	1373.24	632.546	43.9943	1374.6	658.033	59.1282	1412.34	714.677	758.837	1019.9	725.634	649.018	1010.79	668.092	752.144	1070.16	673.224	641.864	1061.72	691.322	255.218	1004.58	701.69	176.411	1020.29	652.898	259.226	1041.25	662.999	175.556	1054.34	648.842	94.1595	1071.41	637.372	44.1418	1072.24	670.46	55.168	1027.27	767.399	964.659	1398.99	734.549	558.772	1415.65	722.166	535.862	1284.9	734.051	486.573	1422.84	789.191	475.63	1367.45	709.941	104.935	1411.27	732.963	121.242	1327.31	862.382	66.2243	1323.63	838.368	56.9991	1435.81	865.818	74.8073	1366.9	775.235	953.871	1031.93	735.947	552.015	1011.86	714.862	530.036	1140.61	723.084	484.001	1008.03	782.205	462.842	1062.66	713.163	106.322	1030.57	735.372	119.107	1112.09	864.987	63.6563	1121.74	838.742	47.4792	1005.17	871.524	71.2655	1073.81
