Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
19.26	2364.71	1038.72	1083.01	2361.38	1015.49	881.166	2178.54	1087.26	1017.97	2183.72	1087.09	925.474	2263.58	1125.94	1131.44	2318.91	1117.24	827.933	2400.26	756.216	1141.67	2472.51	676.193	1116.41	2350.36	723.127	1104.76	2420.1	643.798	1075.26	2574.04	330.72	1084.42	2604.2	258.265	1063.51	2536.63	326.842	1045.81	2564.66	254.246	1026.18	2581.78	153.558	996.673	2584.44	103.002	987.741	2603.23	115.888	1029.89	2100.53	752.185	823.106	2061.58	649.589	835.247	2065.71	774.272	878.168	2022.84	673.678	893.52	1758.01	464.293	847.346	1693.2	418.457	863.233	1745.96	498.157	886.409	1678.34	449.357	901.773	1622.28	441.957	920.939	1573.84	450.058	932.679	1577.05	419.77	884.861	2804.82	187.513	962.695	2776.74	151.38	1065.9	1599.63	221.63	962.927	1566.91	253.757	857.297
19.267	2366.15	1038.43	1081.75	2361.33	1015.97	879.822	2178.23	1085.95	1018.5	2183.39	1086.29	926.721	2264.6	1124.01	1131.37	2315.31	1118.97	827.611	2396.64	750.674	1144.02	2468.29	669.932	1118.35	2347.19	719.188	1104.58	2416.33	639.885	1074.88	2579.28	327.441	1085.14	2612.1	256.318	1062.91	2540.97	322.214	1047.66	2571.24	250.628	1026.94	2590.05	151.96	995.543	2593.07	101.517	986.595	2612.22	114.438	1028.61	2106.34	747.16	821.571	2069.23	644.09	835.356	2071.3	769.39	876.678	2030.04	668.298	893.218	1760.43	474.534	847.648	1693.05	432.327	863.433	1749.88	509.218	886.442	1679.69	464.152	901.767	1623.38	459.909	921.625	1575.66	470.887	933.504	1577.47	440.464	885.568	2812.42	187.839	959.547	2785.9	151.277	1062.71	1589.68	240.906	962.205	1558.64	275.415	857.041
19.273	2367.32	1038.12	1080.24	2361.56	1015.82	878.23	2178.59	1083.41	1018.8	2183.31	1084.85	927.79	2265.51	1121.76	1131.75	2311.8	1120.32	827.194	2393.62	744.867	1145.99	2464.94	664.507	1119.7	2344.65	715.275	1104.43	2413.57	635.998	1074.24	2581.67	324.072	1085.67	2615.59	253.821	1062.7	2543.21	318.499	1048.34	2574.51	247.487	1027.14	2594.15	150.308	994.653	2597.13	99.8424	985.21	2616.49	112.597	1027.34	2112.41	741.602	820.363	2077.22	637.971	835.24	2077.27	763.739	875.241	2037.79	662.136	892.968	1764.52	484.149	847.756	1695.1	445.37	863.695	1755.57	519.696	886.035	1682.96	478.435	901.257	1626.57	477.715	922.488	1579.61	491.453	934.652	1579.95	460.866	886.399	2816.12	186.091	957.315	2790.45	149.339	1060.27	1581.82	260.625	961.704	1552.5	297.513	856.849
19.28	2368.13	1037.68	1078.59	2362.03	1015.06	876.856	2178.16	1080.93	1019.02	2183.59	1082.87	928.408	2266.29	1119.39	1132.5	2308.52	1120.69	826.752	2391.25	739.715	1147.7	2462.99	659.877	1119.66	2342.9	711.385	1104.59	2411.57	632.05	1073.68	2580.86	320.458	1085.44	2615.4	250.457	1062.4	2542.74	314.535	1047.13	2574.6	244.148	1026.52	2594.33	147.851	994.049	2597.06	97.3291	984.354	2616.62	109.78	1026.28	2117.62	735.964	818.176	2085.29	631.376	834.939	2083.56	757.326	874.44	2046.16	655.187	892.943	1770.24	492.64	847.468	1698.56	457.888	863.409	1762.94	529.4	885.21	1688.3	492.252	900.387	1632.56	495.191	923.982	1586.03	511.624	936.061	1584.68	481.083	887.441	2817.02	183.119	955.936	2790.8	145.552	1058.79	1576.15	280.59	961.163	1548.79	319.88	856.652
19.287	2368.48	1036.93	1077.13	2362.44	1013.66	875.745	2177.83	1077.84	1019.02	2183.58	1079.72	929.128	2268.05	1116.78	1133.14	2305.56	1120.04	826.3	2390.62	735.075	1148.11	2461.9	655.981	1118.69	2341.69	707.802	1104.94	2409.8	628.072	1073.67	2577.09	316.193	1084.42	2611.65	246.039	1061.92	2539.5	310.377	1045.75	2571.45	239.892	1025.22	2591.01	144.049	993.491	2593.38	93.6629	983.224	2613.11	105.664	1025.53	2123.74	729.442	817.405	2093.35	624.451	834.767	2089.91	750.424	873.97	2054.61	647.571	892.653	1777.8	500.199	847.655	1705.31	470.05	863.516	1772.19	538.122	883.999	1695.53	505.535	898.899	1640.87	512.083	924.985	1595.32	531.252	937.027	1592.72	500.627	888.447	2813.17	178.37	955.133	2787.49	139.854	1057.95	1572.59	300.409	960.754	1547.84	342.047	856.644
19.293	2368.46	1035.67	1076.22	2363.15	1011.88	875.004	2177.58	1074.25	1018.91	2184.13	1076.12	929.081	2266.84	1114.95	1134.23	2303.19	1118.16	825.602	2389.77	732.044	1147.65	2460.74	652.616	1118.03	2339.62	704.899	1105.72	2408.15	624.235	1073.8	2570.93	311.002	1083.27	2605.05	240.492	1061.02	2533.89	305.814	1043.86	2565.28	234.919	1023.83	2584.31	139.198	992.833	2586.14	88.7931	982.642	2605.98	100.552	1024.77	2130.27	722.581	817.095	2101.82	617.065	834.879	2096.21	743.163	873.787	2063.03	639.681	893.812	1786.37	507.055	847.426	1712.3	480.031	863.938	1782.85	545.953	882.565	1704.6	517.354	898.566	1651.56	527.119	926.529	1606.92	548.788	938.045	1602.67	519.802	888.766	2806.92	171.741	955.384	2780.39	133.102	1058.1	1571.29	319.808	960.329	1549.37	363.671	856.46
19.3	2368.22	1033.86	1075.99	2364.1	1009.76	874.654	2177.52	1070.29	1018.71	2184.96	1072.16	928.582	2266.06	1112.82	1135.21	2301.74	1115.13	824.403	2388.95	729.617	1146.52	2459.2	649.386	1117.8	2338.57	701.874	1105.32	2406.45	620.797	1074.03	2562.77	305.168	1082.22	2595.07	234.186	1061.15	2526.07	300.741	1042.37	2556.44	229.398	1022.58	2574.29	133.08	991.927	2575.67	82.7621	981.864	2595.11	94.2305	1024.27	2137.15	715.217	817.345	2110.43	609.526	835.296	2102.54	735.357	873.782	2071.31	631.383	894.292	1796.63	512.752	846.945	1720.71	490.344	863.998	1794.72	553.029	881.578	1714.4	528.217	897.333	1664.33	541.99	927.475	1620.41	565.516	938.824	1614.9	536.873	889.518	2797.69	163.214	956.199	2769.64	125.023	1058.73	1572.28	338.463	959.871	1553	384.177	856.188
19.307	2367.85	1031.48	1076.39	2365.11	1007.25	874.66	2177.59	1066.16	1018.47	2186.09	1068.09	927.813	2264.56	1110.22	1135.85	2301.12	1111.24	823.202	2388.11	727.214	1145.16	2457.58	645.648	1117.41	2337.37	698.837	1104.82	2404.53	617.095	1074.11	2553.15	298.929	1081.37	2584.11	227.035	1059.74	2516.71	295.575	1041.18	2545.4	223.581	1021.2	2561.18	126.327	990.295	2561.77	76.0435	980.883	2580.99	87.3145	1023.37	2143.59	707.931	817.624	2119.27	601.435	835.95	2108.56	727.446	874.17	2079.5	622.722	893.813	1807.62	518.648	846.858	1730.92	499.96	864.634	1807.71	559.372	880.961	1726.58	538.698	897.55	1677.93	555.019	928.238	1635.1	580.674	939.609	1628.54	552.549	890.242	2785.58	152.627	957.179	2755.3	114.911	1059.89	1575.64	355.836	959.195	1558.77	403.431	855.887
19.313	2367.51	1028.64	1077.36	2366.13	1004.31	874.913	2177.68	1061.64	1018.13	2186.48	1062.37	926.858	2262.8	1106.89	1135.69	2301.31	1106.7	821.93	2387.27	724.069	1144.02	2455.99	641.569	1116.98	2336.25	695.162	1104.3	2402.71	612.966	1074.16	2542.2	292.214	1080.79	2571.18	219.533	1059.18	2506.1	290.275	1040.1	2532.61	217.352	1020.22	2545.45	119.817	989.393	2544.73	69.3211	979.292	2563.8	79.9708	1021.47	2149.78	700.565	818.332	2128.04	593.583	836.032	2114.32	719.125	874.607	2087.83	613.826	894.652	1819.38	524.599	847.22	1742.42	509.136	865.177	1821.77	564.234	881.558	1740.1	548.281	898.055	1691.97	566.33	929.628	1650.72	594.239	940.628	1643.05	566.448	891.446	2770.86	139.836	958.525	2738.14	102.783	1060.94	1580.95	372.379	958.639	1566.71	421.087	855.435
19.32	2367.23	1025.41	1078.62	2367.2	1000.83	875.219	2177.8	1056.57	1017.66	2187.27	1056.68	925.382	2261.03	1102.53	1134.88	2302.32	1101.7	821.008	2386.27	719.992	1143.24	2454.28	636.951	1116.76	2334.95	691.014	1103.78	2401.14	608.425	1073.87	2530.17	285.326	1080.46	2556.55	211.59	1058.95	2494.26	284.839	1039.5	2518.27	210.983	1019.75	2527.6	113.278	988.327	2525.08	63.0612	977.879	2543.9	72.5868	1020.25	2155.88	693.195	819.084	2136.82	585.55	836.174	2120.02	710.438	875.401	2096.41	604.439	895.138	1833.18	529.06	847.947	1754.94	517.663	865.725	1836.93	569.635	882.019	1754.89	556.927	898.831	1707.03	576.807	930.635	1666.81	606.31	941.842	1658.49	578.951	892.523	2753.62	124.837	961.209	2718.27	88.7401	1062.31	1588.84	386.748	957.579	1576.88	436.918	854.784
19.327	2367.18	1021.91	1080.06	2368.22	996.873	875.647	2177.94	1051.01	1016.89	2187.8	1051.07	923.375	2259.34	1097.64	1134.19	2304.22	1096.16	820.399	2385.09	715.263	1142.59	2452.61	631.531	1116.54	2333.61	686.254	1103.31	2399.42	603.356	1073.73	2517.29	278.261	1080.59	2540.79	203.458	1059.25	2481.58	278.99	1039.5	2502.69	204.3	1019.76	2508.1	107.093	987.862	2503.48	57.0558	976.35	2522.09	65.1858	1019.93	2161.98	685.697	819.835	2145.51	577.57	836.008	2126.03	701.642	876.537	2105.26	594.756	895.455	1847.61	533.125	848.265	1768.59	525.342	866.171	1852.94	573.816	882.672	1769.76	563.187	901.021	1722.33	585.788	931.94	1683.44	617.057	942.568	1674.96	591.609	892.187	2734.63	109.213	963.304	2696.47	73.3377	1063.34	1598.7	399.249	956.33	1588.7	450.824	853.994
19.333	2367.43	1018.14	1081.65	2369.33	992.437	876.221	2178.22	1044.97	1015.82	2186.29	1043.22	927.565	2258	1092.34	1133.45	2306.92	1090.14	820.164	2383.58	709.83	1142.08	2450.68	625.492	1116.36	2331.98	680.892	1102.71	2397.42	597.401	1073.53	2503.82	270.874	1081.29	2524.35	195.101	1060.45	2468.05	272.822	1040.33	2486.08	197.214	1020.94	2487.46	100.812	988.044	2480.65	51.2674	975.928	2499.14	57.7485	1019.67	2168.16	678.113	821.177	2154.34	569.498	835.667	2132.44	692.596	877.879	2114.42	585.033	895.299	1862.14	536.861	848.052	1783.43	531.98	866.419	1869.72	576.331	882.974	1786.41	569.625	901.817	1737.93	593.927	933.715	1699.77	625.872	944.879	1691.4	601.779	893.814	2714	92.7999	965.158	2673.25	57.2963	1064.28	1610.39	409.848	954.781	1602.15	463.008	852.728
19.34	2367.94	1014.08	1083.34	2370.29	987.469	876.869	2178.53	1038.51	1014.57	2186.58	1036.14	925.793	2257.06	1086.83	1132.99	2309.74	1083.69	820.184	2381.39	703.253	1141.63	2447.23	618.37	1116.98	2330	675.693	1102.12	2394.69	590.96	1073.06	2490.21	262.944	1082.77	2507.83	186.388	1062.02	2454.12	265.881	1042.12	2469.12	189.46	1023.41	2466.82	95.2109	987.896	2456.9	45.4836	976.514	2475.54	50.479	1020.26	2174.48	670.33	821.75	2163.21	561.487	835.04	2139.2	683.415	878.948	2124.02	575.235	895.581	1877.87	539.332	848.179	1799.07	537.365	866.722	1887.12	578.081	883.399	1803.76	574.937	902.624	1754.09	600.953	935.435	1716.38	633.573	946.807	1707.9	609.138	897.841	2692.07	75.649	966.168	2649.37	42.234	1065.64	1623.7	418.644	953.147	1617.16	473.337	851.859
19.347	2368.62	1009.64	1084.89	2371	982.25	877.555	2178.23	1031.66	1013.62	2186.95	1028.87	924.221	2255.79	1080.91	1133.21	2312.65	1076.99	820.242	2377.76	695.25	1141.55	2442.99	609.659	1117.03	2326.68	668.909	1100.61	2390.77	583.466	1071.98	2476.48	254.239	1084.76	2491.09	177.005	1064	2439.8	258.402	1044.73	2451.48	181.252	1026.33	2442.66	92.7166	988.988	2429.26	44.01	977.446	2448.29	48.6362	1020.86	2180.89	662.486	821.848	2172.49	553.285	833.78	2146.37	674.005	879.816	2133.93	565.365	895.537	1894.32	540.89	848.078	1815.69	541.619	866.868	1905.17	578.785	883.721	1821.92	578.951	903.267	1770.89	606.791	937.251	1733.58	639.713	948.807	1725.1	615.858	899.569	2665.33	57.094	958.955	2623.5	41.4056	1066.69	1638.54	425.612	951.195	1633.34	481.819	850.455
19.353	2369.72	1003.87	1086.8	2371.64	976.764	878.255	2178.69	1024.87	1012.12	2187.07	1021.72	922.737	2255.88	1074.48	1133.03	2314.77	1070.26	820.355	2372.57	685.86	1141.75	2436.99	599.518	1117.44	2322.28	661.444	1098.8	2385.51	575.327	1070.14	2461.5	244.174	1085.6	2472.43	167.112	1062.21	2423.32	251.052	1047.49	2430.45	174.163	1028.01	2414.71	89.2339	989.562	2400.11	40.544	979.788	2420.33	46.1333	1022.66	2187.82	654.271	821.479	2182.32	544.429	833.225	2154.34	664.366	880.307	2144.42	555.42	895.104	1911.52	541.031	847.845	1832.94	544.402	866.767	1923.58	578.48	883.915	1840.56	581.756	903.75	1788.29	611.501	938.31	1751.22	644.356	950.715	1742.81	621.027	901.244	2637.97	60.543	956.372	2596.12	44.2255	1063.07	1654.68	430.723	949.221	1650.81	488.607	849.389
19.36	2368.64	998.498	1086.7	2372.32	970.923	878.757	2178.29	1018.32	1010.34	2186.8	1014.79	921.393	2256.23	1067.62	1133.09	2316.32	1063.32	820.754	2366.46	676.525	1141.41	2429.84	589.771	1116.55	2316.55	653.722	1096.87	2379.68	568.188	1066.71	2446.82	236.303	1080.4	2451.08	159.635	1052.97	2405.53	247.054	1046.68	2406.7	170.338	1022.56	2385.07	86.4966	980.124	2370.71	37.0158	974.748	2390.9	46.6629	1016.98	2195.54	646.437	820.888	2192.81	536.027	831.773	2161.83	654.196	879.657	2155.32	545.778	894.147	1929.17	540.599	847.194	1850.79	546.237	866.295	1942.56	577.136	883.707	1859.98	582.613	904.688	1806.36	614.381	940.466	1768.93	646.866	952.254	1761.09	624.749	902.774	2609.44	58.8217	953.856	2565.81	44.4762	1061.94	1671.96	434.113	947.211	1669.04	493.547	848.122
19.367	2366.51	991.98	1085.9	2372.5	964.588	879.31	2176.26	1012.32	1008.72	2185.96	1008.18	920.129	2256.7	1060.26	1133.79	2317.21	1056.56	821.389	2360.02	669.916	1139.2	2423.13	582.711	1114.24	2310.33	647.578	1094.72	2373.27	562.184	1063.39	2429.08	236.529	1072.95	2429.27	159.965	1045.38	2387.71	249.1	1039.81	2384.96	172.614	1015.6	2357.37	87.5884	974.76	2342.3	37.9754	971.333	2362.48	48.6883	1013.1	2203.54	638.205	819.565	2203.96	527.958	830.007	2169.52	645.086	878.548	2166.86	536.719	892.446	1947.43	538.805	846.4	1869.27	546.756	866.09	1961.98	574.871	883.198	1879.45	582.615	901.64	1824.81	616.113	941.7	1787.47	648.318	954.02	1779.58	626.825	903.226	2580.97	57.0674	950.745	2537.4	45.4203	1058.38	1690.38	435.666	945.088	1688.02	496.681	846.871
19.373	2363.1	985.943	1084.64	2372.11	957.926	880.128	2173.35	1007.24	1007.46	2184.81	1002.03	918.794	2257.18	1052.96	1135.53	2317.16	1049.72	821.835	2354.06	667.019	1137.61	2416.42	578.994	1113.66	2304.61	644.906	1092.91	2367.47	559.177	1061.7	2408.83	240.175	1068.6	2405.36	163.411	1041.39	2370.23	255.17	1033.18	2363.64	179.015	1008.85	2330.42	89.9678	968.362	2314.23	40.6801	967.011	2334.77	52.8753	1008.38	2212.11	630.579	818.074	2216.24	520.403	827.859	2177.41	636.08	876.778	2178.28	526.93	891.329	1966.32	536.194	846.355	1888.26	546.073	865.501	1981.72	571.822	882.396	1899.49	581.542	901.143	1843.68	616.444	942.813	1806.19	648.377	955.356	1798.51	627.524	904.442	2553.22	55.6441	948.419	2508.51	46.2812	1054.72	1709.82	435.454	943.032	1707.66	497.864	845.594
19.38	2358.11	980.293	1083.25	2370.97	951.287	881.559	2171	1005.18	1007.11	2183.47	997.017	917.826	2257.61	1046.05	1137.91	2316.24	1042.92	822.182	2347.81	664.647	1138.5	2411.08	576.955	1114	2300.04	643.796	1091.82	2362.11	558.193	1061.68	2387.27	243.189	1065.72	2380.57	167.008	1037.06	2352.06	260.558	1028.28	2341.52	184.924	1003.63	2303.43	93.003	964.126	2285.9	44.1703	963.984	2306.79	56.9566	1004.99	2221.31	623.791	816.431	2229.14	514.01	825.446	2185.51	627.743	874.588	2191.72	518.67	889.418	1985.3	533.014	845.188	1907.59	544.301	864.824	2001.59	568.234	881.397	1919.61	579.427	900.485	1862.5	615.413	943.577	1824.77	647.037	956.367	1815.78	628.005	902.875	2525.16	53.7794	946.328	2479.46	46.7751	1052.19	1729.75	433.6	941.451	1727.91	497.102	844.66
19.387	2354.18	974.833	1084.52	2369.33	944.669	883.111	2169.29	1005.23	1007.45	2182.01	994.158	917.264	2259.02	1039.11	1140.03	2314.33	1036.2	822.668	2341.88	662.347	1138.45	2405.49	574.734	1114.49	2294.85	641.895	1090.64	2358.31	556.662	1060.14	2366.05	245.698	1063.8	2355.08	170.039	1035.92	2332.72	264.894	1025.81	2318.14	190.071	1001.15	2275.46	95.2779	961.904	2257.15	46.7134	962.49	2278.18	60.0087	1003.49	2230.98	618.239	814.838	2243.16	508.957	822.989	2193.81	620.202	872.538	2205.69	511.478	886.898	2004.69	529.162	844.09	1927.11	541.404	864.024	2021.64	564.041	880.321	1939.82	576.302	899.838	1881.19	613.264	943.876	1842.64	643.704	957.043	1834.78	625.467	903.088	2496.31	53.0818	946.07	2449.71	46.9875	1051.58	1750.88	429.166	939.226	1748.43	494.174	843.486
19.393	2350.37	970.741	1087.03	2366.81	938.441	884.697	2167.28	1004.81	1007.09	2180.32	992.623	916.979	2256.95	1033.54	1142.27	2311.47	1030.04	822.933	2334.71	659.588	1138.07	2397.41	571.24	1114.69	2288.1	640.236	1089.04	2351.65	555.03	1058.77	2344.85	246.864	1064.67	2331.41	171.405	1036.31	2313.84	267.211	1025.25	2294.99	192.857	1002.1	2246.73	96.8981	961.639	2228.01	48.4704	962.386	2249.16	61.7505	1003.35	2241.01	613.641	813.363	2258.1	505.05	820.856	2202.43	613.507	870.502	NaN	NaN	NaN	2024.32	525.027	842.781	1946.92	537.709	862.996	2041.56	559.548	879.236	1960.01	572.365	898.992	1899.61	609.715	943.507	1860.67	639.951	956.655	1853.1	621.547	902.711	2466.94	52.3819	946.096	2420.34	46.9111	1051.48	1772.22	423.601	937.831	1769.08	488.93	842.311
19.4	2346.62	967.916	1089.48	2364	933.43	886.34	2164.82	1003.15	1005.97	2178.49	991.056	916.271	2251.6	1029.51	1143.12	2307.82	1024.49	822.632	2325.77	655.658	1137.46	2386.88	566.66	1114.15	2279.82	638.401	1087.13	2342.38	552.667	1056.47	2324.45	245.677	1066.16	2306.17	171.39	1038.61	2292.1	267.649	1028.73	2270.63	194.389	1004.23	2217.52	97.8873	962.457	2198.36	49.7671	963.209	2219.62	62.7236	1004.07	2251.5	609.107	812.134	2274	501.624	819.232	2211.62	607.056	868.672	NaN	NaN	NaN	2044.06	520.706	841.343	1966.73	533.024	861.956	2061.39	555.015	878.13	1979.82	567.54	898.012	1917.4	604.918	942.423	1878.13	634.851	955.766	1870.79	615.816	901.656	2437.07	51.9672	946.604	2390.46	46.5134	1052.04	1794.2	416.339	937.005	1789.81	481.236	841.095
19.407	2342.93	965.972	1091.47	2361.77	929.917	887.865	2162.15	1001.24	1004.32	2175.82	989.273	916.953	2247.99	1026.75	1142.53	2303.89	1020.7	822.545	2315.43	651.292	1136.89	2374.54	561.039	1112.65	2269.97	636.359	1085.2	2330.65	549.398	1054.18	2302.6	243.879	1068.02	2281.17	170.509	1039.56	2270.78	267.673	1030.97	2245.05	195.223	1006.87	2187.14	98.055	964.495	2167.87	49.7736	964.668	2189.22	62.3455	1005.81	2263.06	604.727	811.026	2290.87	498.648	818.043	2223.32	600.679	866.89	NaN	NaN	NaN	2064.07	515.828	840.362	1986.54	527.383	860.815	2081	550.361	877.071	1999.22	562.196	896.771	1934.54	598.965	940.945	1893.88	628.57	952.802	1887.51	608.742	899.602	2406.43	51.7437	947.357	2360.02	46.0506	1052.95	1816.21	407.558	937.135	1810.81	471.137	839.978
19.413	2339.35	964.651	1093.24	2360.01	927.995	889.055	2159.73	999.976	1002.62	2173.7	988.492	916.984	2244.99	1025.61	1141.32	2300.09	1019.22	822.49	2304.11	647.417	1136.3	2360.35	555.656	1111.71	2258.38	634.512	1083.95	2316.41	545.762	1052.73	2279.73	240.779	1070.16	2255.07	168.541	1041.74	2246.79	265.703	1034.69	2218.6	194.603	1010.82	2156.54	98.0945	966.944	2137.19	49.793	966.604	2158.56	61.8504	1007.67	2276.15	602.314	810.141	2309.24	497.675	817.626	2235.32	595.834	864.901	NaN	NaN	NaN	2083.72	510.918	839.608	2005.92	521.031	859.502	2099.76	545.961	876.178	2017.72	556.255	895.406	1950.91	592.075	938.461	1908.84	620.204	949.754	1903.47	599.032	896.378	2375.47	51.7186	948.517	2329.29	45.4872	1054.21	1839.98	396.126	935.709	1832.07	458.702	838.787
19.42	2335.87	963.73	1094.81	2358.83	927.545	889.772	2157.87	999.792	1001.38	2172.49	988.376	915.96	2242.52	1026.03	1139.56	2296.21	1019.73	822.002	2291.6	645.255	1135.89	2344.83	551.233	1111.5	2246.11	633.785	1083.24	2300.68	542.906	1052.49	2256.3	237.021	1071.5	2228.59	165.887	1042.91	2222.12	263.188	1037.98	2191.84	193.274	1013.41	2125.94	98.4304	968.878	2106.42	50.2597	968.023	2127.79	61.8364	1009.22	2289.36	601.319	808.966	2328.31	499.295	816.999	2248.57	593.153	863.495	NaN	NaN	NaN	2102.86	505.732	839.219	2024.63	513.92	858.359	2117.53	541.672	875.367	2035.21	549.776	893.985	1965.78	584.323	935.865	1922.35	610.458	945.799	1918.47	588.107	892.93	2344.34	51.6858	949.651	2298.3	45.0156	1055.42	1864	383.321	935.576	1854.05	443.7	837.474
19.427	2332.91	963.491	1095.95	2357.76	928.373	890.136	2156.43	1000.77	1000.56	2171.28	988.857	915.631	2239.82	1026.86	1138.72	2292.1	1021.88	822.36	2278.99	643.509	1135.77	2328.55	547.217	1111.98	2233.4	633.661	1082.87	2283.89	540.25	1053.03	2230.83	234.368	1072.22	2201.24	164.049	1043.27	2196.43	261.434	1039.79	2164.18	192.497	1015.32	2095.34	99.4187	969.872	2075.53	51.2736	968.907	2097.03	62.5605	1010.23	2303.66	602.521	807.666	2347.94	502.51	817.514	2263.1	592.403	861.917	NaN	NaN	NaN	2121.25	500.7	838.839	2042.69	505.827	857.827	2134.31	537.666	874.735	2051.63	542.759	892.589	1979.55	575.928	932.557	1934.2	599.266	941.499	1932.38	575.701	889.037	2313.18	51.7191	950.495	2267.2	44.7197	1056.25	1887.94	369.67	936.65	1876.86	426.671	836.154
19.433	2330.4	963.466	1097	2356.95	930.255	890.086	2155.47	1002.39	1000.5	2167.88	990.936	916.025	2237.33	1028.16	1138.33	2288.5	1024.49	822.728	2266.36	642.399	1136.03	2311.18	544.081	1113.32	2220.32	634.206	1083.37	2266.51	538.286	1054.47	2203.36	234.81	1072.16	2171.85	165.333	1043.26	2171.15	263.327	1038.64	2136.28	194.889	1014.05	2064.95	100.931	969.751	2044.82	52.9448	969.026	2066.31	64.1502	1010.2	2317.85	605.824	806.915	2367.06	508.299	818.484	2276.67	593.686	860.362	NaN	NaN	NaN	2139.1	495.693	838.651	2060.3	497.552	857.153	2150.23	533.777	874.087	2067.26	535.298	891.459	1991.62	565.572	929.805	1944.84	586.193	936.35	1945.6	561.211	884.898	2282	51.6406	950.804	2236.02	44.617	1056.34	1913.16	354.338	937.146	1900.66	407.907	834.935
19.44	2329.09	964.532	1097.09	2356.2	933.052	889.754	2154.33	1004.65	1000.88	2166.95	992.865	916.15	2235.05	1029.65	1138.75	2285.4	1027.07	822.693	2253.75	642.273	1136.75	2294.19	541.918	1114.69	2206.91	635.621	1084.56	2248.22	537.454	1056.18	2175.41	235.883	1071.7	2142.24	167.403	1042.79	2144.99	265.222	1037.1	2108.79	198.238	1012.32	2035.03	102.845	969.202	2014.38	55.1017	968.754	2035.98	66.2226	1009.85	2330.68	610.956	807.326	2384.84	516.154	819.86	2289.29	596.287	859.809	NaN	NaN	NaN	2156.31	490.912	838.633	2077.35	488.732	856.67	2165.12	529.916	874.017	2082.05	527.314	890.509	2001.58	553.679	927.607	1954.8	571.714	931.936	1958.52	545.123	881.477	2251.11	51.479	950.56	2205.09	44.6765	1055.8	1939.44	337.976	937.948	1925.46	387.767	833.884
19.447	2328.32	965.763	1096.85	2355.53	936.449	888.988	2154.54	1007.18	1001.66	2166.79	995.484	916.582	2232.92	1031.84	1140.21	2282.71	1029.74	822.852	2241.13	643.434	1137.71	2277.03	541.194	1116.08	2193.36	638.318	1086.12	2229.85	537.984	1058.38	2147.95	236.727	1071.29	2113.41	168.783	1042.24	2118.4	266.601	1036.46	2080.89	200.42	1011.53	2005.18	105.121	969.066	1983.98	57.5562	968.529	2005.71	68.4108	1009.61	2342.26	617.117	808.122	2401.29	525.586	821.811	2300.37	599.849	859.822	NaN	NaN	NaN	2172.59	485.626	838.925	2094.45	479.113	856.661	2179.32	525.585	873.58	2096.48	518.587	889.715	2012.11	539.938	924.192	1964.28	554.327	927.517	1970.77	527.87	877.249	2220.23	51.4675	950.415	2174.32	44.6634	1055.37	1966.83	320.753	938.748	1951.39	367.1	833.286
