Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.067	908.034	1038.84	1345.1	901.793	1042.38	1109.41	734.547	1060.99	1282.87	731.692	1059.66	1179.81	839.908	1097.88	1376.81	828.749	1104.85	1080.35	793.423	763.237	1433.04	791.103	652.706	1435.36	738.416	764.353	1390.93	731.673	654.469	1391.66	707.698	272.799	1426.36	716.58	192.315	1418.35	686.372	275.831	1376.8	690.217	196.251	1369.44	668.954	93.1135	1369.06	657.752	43.8326	1371.12	685.644	60.9858	1412.81	794.701	785.112	1028.51	801.519	674.592	1021.6	742.043	779.537	1075.03	742.783	669.232	1065.03	740	256.235	1026.13	744.981	176.299	1038.02	704.604	261.58	1066.02	706.948	177.179	1073.36	685.287	94.638	1085.97	670.982	44.761	1081.06	702.077	63.0793	1036.85	834.12	944.588	1403.35	775.281	543.319	1425.68	764.702	521.854	1312.97	771.038	487.52	1433.08	818.973	461.099	1385.56	737.015	108.354	1407.43	762.689	114.892	1323.92	884.362	60.8068	1330.55	852.446	56.6908	1436.8	890.782	68.8695	1376.72	832.431	938.842	1048.52	791.772	539.915	1037.67	780.648	522.513	1150.95	786.966	480.483	1030.87	836.252	453.128	1079.57	756.609	103.221	1046.82	774.128	108.355	1131.25	899.786	62.6033	1116.85	861.042	50.4062	1009.35	903.209	67.0517	1075.24
0.073	908.018	1038.8	1345.01	901.766	1042.38	1109.42	734.52	1060.98	1282.88	731.669	1059.65	1179.83	839.868	1097.86	1376.82	828.723	1104.84	1080.35	793.418	763.232	1433.04	791.099	652.713	1435.36	738.412	764.354	1390.93	731.673	654.461	1391.66	707.687	272.794	1426.36	716.58	192.309	1418.35	686.377	275.82	1376.8	690.218	196.245	1369.45	668.955	93.1072	1369.05	657.745	43.8251	1371.11	685.637	60.9785	1412.81	794.688	785.112	1028.51	801.503	674.598	1021.61	742.026	779.537	1075.04	742.771	669.234	1065.03	739.994	256.232	1026.13	744.979	176.302	1038.02	704.597	261.581	1066.03	706.944	177.173	1073.37	685.291	94.632	1085.97	670.976	44.7659	1081.06	702.077	63.0761	1036.84	834.113	944.59	1403.35	775.281	543.307	1425.69	764.713	521.85	1312.97	771.045	487.519	1433.09	818.976	461.093	1385.56	737.02	108.34	1407.43	762.695	114.884	1323.91	884.342	60.8014	1330.57	852.443	56.6996	1436.81	890.788	68.8864	1376.73	832.4	938.835	1048.53	791.76	539.91	1037.68	780.613	522.514	1150.97	786.953	480.485	1030.88	836.24	453.126	1079.56	756.605	103.225	1046.82	774.133	108.355	1131.25	899.617	62.1785	1116.39	861.036	50.4048	1009.34	903.215	67.0582	1075.24
0.08	907.99	1038.84	1345.12	901.729	1042.38	1109.43	734.502	1060.96	1282.9	731.643	1059.64	1179.84	839.825	1097.85	1376.85	828.683	1104.84	1080.35	793.412	763.231	1433.05	791.099	652.7	1435.36	738.407	764.35	1390.93	731.667	654.462	1391.66	707.685	272.796	1426.37	716.58	192.308	1418.36	686.379	275.823	1376.8	690.212	196.24	1369.45	668.945	93.1041	1369.06	657.756	43.8173	1371.11	685.637	60.9752	1412.81	794.674	785.111	1028.52	801.497	674.595	1021.62	742.025	779.54	1075.05	742.769	669.228	1065.04	739.989	256.236	1026.14	744.969	176.3	1038.03	704.594	261.584	1066.03	706.945	177.174	1073.37	685.287	94.6378	1085.97	670.978	44.7652	1081.07	702.072	63.0815	1036.85	834.089	944.583	1403.36	775.279	543.31	1425.69	764.715	521.854	1312.98	771.04	487.51	1433.09	818.979	461.098	1385.56	737.015	108.341	1407.44	762.69	114.891	1323.92	884.312	60.8049	1330.59	852.434	56.694	1436.81	890.777	68.8701	1376.72	832.388	938.839	1048.54	791.761	539.923	1037.69	780.618	522.514	1150.97	786.955	480.481	1030.9	836.235	453.129	1079.57	756.607	103.222	1046.83	774.126	108.356	1131.25	899.622	62.1473	1116.4	861.043	50.4073	1009.35	903.214	67.0554	1075.24
0.087	907.981	1038.84	1345.14	901.725	1042.38	1109.44	734.476	1060.96	1282.92	731.627	1059.64	1179.85	839.806	1097.84	1376.87	828.653	1104.82	1080.36	793.416	763.234	1433.05	791.099	652.707	1435.36	738.407	764.353	1390.94	731.667	654.466	1391.67	707.691	272.791	1426.37	716.582	192.31	1418.36	686.378	275.825	1376.81	690.211	196.246	1369.45	668.95	93.1007	1369.06	657.762	43.807	1371.11	685.632	60.9787	1412.82	794.669	785.108	1028.53	801.482	674.604	1021.63	742.012	779.544	1075.06	742.758	669.227	1065.06	739.99	256.234	1026.14	744.966	176.298	1038.03	704.595	261.582	1066.04	706.952	177.171	1073.38	685.296	94.6321	1085.97	670.984	44.7608	1081.06	702.083	63.08	1036.84	834.098	944.582	1403.38	775.341	543.338	1425.9	764.718	521.851	1312.99	771.055	487.515	1433.1	818.976	461.092	1385.57	737.345	107.951	1407.17	762.689	114.885	1323.92	884.275	60.8115	1330.62	852.445	56.6972	1436.81	890.78	68.878	1376.73	832.355	938.834	1048.55	791.745	539.915	1037.7	780.617	522.512	1150.98	786.955	480.477	1030.91	836.227	453.117	1079.59	756.609	103.225	1046.82	774.138	108.349	1131.25	899.638	62.1248	1116.39	861.049	50.4053	1009.34	903.22	67.0504	1075.25
0.093	907.974	1038.84	1345.13	901.694	1042.38	1109.45	734.465	1060.95	1282.93	731.614	1059.63	1179.87	839.782	1097.83	1376.88	828.622	1104.81	1080.37	793.409	763.233	1433.06	791.094	652.714	1435.38	738.405	764.352	1390.95	731.67	654.462	1391.67	707.682	272.793	1426.38	716.578	192.31	1418.36	686.382	275.818	1376.81	690.215	196.237	1369.45	668.951	93.0971	1369.06	657.758	43.8066	1371.11	685.637	60.9737	1412.81	794.653	785.114	1028.54	801.463	674.597	1021.66	742.008	779.546	1075.06	742.749	669.236	1065.06	739.983	256.239	1026.14	744.971	176.297	1038.04	704.594	261.577	1066.04	706.946	177.169	1073.38	685.29	94.6341	1085.97	670.983	44.757	1081.07	702.086	63.074	1036.85	834.087	944.589	1403.39	775.344	543.344	1425.9	764.725	521.854	1313	771.058	487.514	1433.1	818.98	461.092	1385.58	737.016	108.345	1407.45	762.69	114.896	1323.92	884.247	60.8158	1330.64	852.445	56.693	1436.81	890.776	68.8795	1376.72	832.349	938.843	1048.57	791.749	539.92	1037.71	780.625	522.519	1151	786.95	480.478	1030.91	836.233	453.114	1079.59	756.61	103.225	1046.82	774.136	108.354	1131.26	899.634	62.1112	1116.4	861.046	50.4098	1009.34	903.213	67.0519	1075.25
0.1	907.961	1038.85	1345.15	901.684	1042.39	1109.46	734.448	1060.95	1282.95	731.608	1059.63	1179.88	839.769	1097.83	1376.91	828.59	1104.8	1080.37	793.407	763.228	1433.06	791.099	652.708	1435.39	738.402	764.348	1390.96	731.666	654.462	1391.68	707.677	272.791	1426.38	716.576	192.307	1418.37	686.371	275.821	1376.81	690.214	196.245	1369.45	668.946	93.0987	1369.06	657.745	43.8154	1371.12	685.642	60.9643	1412.81	794.643	785.114	1028.56	801.475	674.608	1021.66	742.005	779.537	1075.08	742.739	669.229	1065.07	739.982	256.237	1026.15	744.965	176.302	1038.04	704.59	261.583	1066.04	706.947	177.17	1073.38	685.286	94.6299	1085.96	670.985	44.764	1081.06	702.076	63.0865	1036.84	834.092	944.582	1403.4	775.344	543.342	1425.91	764.721	521.864	1313.01	771.062	487.508	1433.11	818.979	461.1	1385.59	737.339	107.947	1407.17	762.692	114.892	1323.92	884.212	60.8196	1330.68	852.436	56.694	1436.81	890.777	68.8809	1376.73	832.323	938.835	1048.57	791.741	539.92	1037.74	780.62	522.514	1151	786.94	480.487	1030.91	836.22	453.124	1079.6	756.605	103.22	1046.83	774.136	108.351	1131.26	899.632	62.0879	1116.42	861.047	50.4045	1009.35	903.215	67.0544	1075.25
0.107	907.961	1038.86	1345.15	901.672	1042.39	1109.48	734.435	1060.95	1282.97	731.593	1059.63	1179.89	839.761	1097.82	1376.92	828.568	1104.81	1080.38	793.408	763.236	1433.07	791.093	652.706	1435.4	738.404	764.346	1390.97	731.664	654.461	1391.69	707.679	272.785	1426.38	716.579	192.296	1418.37	686.378	275.82	1376.82	690.214	196.242	1369.45	668.94	93.0981	1369.06	657.754	43.8099	1371.11	685.641	60.9674	1412.81	794.639	785.12	1028.57	801.459	674.611	1021.68	741.992	779.54	1075.09	742.745	669.228	1065.09	739.979	256.241	1026.17	744.966	176.301	1038.04	704.588	261.586	1066.05	706.953	177.162	1073.38	685.292	94.6348	1085.97	670.984	44.7621	1081.07	702.083	63.0845	1036.84	834.091	944.579	1403.4	775.345	543.331	1425.92	764.718	521.863	1313.01	771.065	487.504	1433.11	818.976	461.1	1385.59	737.346	107.943	1407.18	762.671	114.888	1323.93	884.195	60.8275	1330.71	852.438	56.7047	1436.82	890.787	68.879	1376.73	832.299	938.847	1048.59	791.74	539.922	1037.75	780.623	522.518	1151.01	786.95	480.489	1030.92	836.242	453.134	1079.61	756.608	103.232	1046.83	774.134	108.346	1131.25	899.638	62.0727	1116.43	861.048	50.4132	1009.35	903.225	67.0563	1075.26
0.113	907.949	1038.86	1345.17	901.651	1042.4	1109.48	734.421	1060.94	1282.99	731.581	1059.62	1179.91	839.76	1097.82	1376.95	828.533	1104.8	1080.39	793.407	763.228	1433.09	791.099	652.708	1435.41	738.412	764.344	1390.98	731.669	654.458	1391.71	707.675	272.782	1426.38	716.57	192.3	1418.37	686.366	275.816	1376.82	690.207	196.241	1369.46	668.942	93.0914	1369.06	657.747	43.8146	1371.12	685.633	60.9658	1412.83	794.629	785.123	1028.58	801.451	674.609	1021.69	741.99	779.541	1075.1	742.73	669.236	1065.11	739.98	256.244	1026.17	744.957	176.299	1038.05	704.583	261.586	1066.07	706.95	177.171	1073.39	685.289	94.638	1085.97	670.98	44.7665	1081.07	702.08	63.0857	1036.85	834.082	944.579	1403.42	775.352	543.338	1425.92	764.705	521.861	1313.02	771.06	487.504	1433.13	818.974	461.087	1385.61	737.013	108.341	1407.45	762.676	114.906	1323.94	884.143	60.8506	1330.72	852.44	56.7036	1436.81	890.784	68.891	1376.72	832.298	938.856	1048.59	791.746	539.924	1037.76	780.619	522.514	1151.01	786.938	480.505	1030.93	836.231	453.133	1079.62	756.609	103.229	1046.83	774.135	108.362	1131.26	899.63	62.0677	1116.44	861.046	50.4142	1009.35	903.21	67.0532	1075.24
0.12	907.943	1038.86	1345.17	901.622	1042.4	1109.5	734.419	1060.94	1283.01	731.573	1059.62	1179.93	839.756	1097.83	1376.98	828.515	1104.79	1080.4	793.407	763.227	1433.1	791.098	652.7	1435.42	738.407	764.346	1391.01	731.671	654.452	1391.72	707.678	272.774	1426.39	716.578	192.286	1418.38	686.366	275.812	1376.83	690.208	196.237	1369.46	668.938	93.093	1369.07	657.751	43.8143	1371.13	685.634	60.9666	1412.83	794.621	785.117	1028.6	801.458	674.614	1021.71	741.984	779.543	1075.11	742.494	669.47	1065.03	739.973	256.242	1026.17	744.967	176.305	1038.05	704.582	261.588	1066.06	706.951	177.169	1073.4	685.287	94.6329	1085.97	670.984	44.7585	1081.06	702.068	63.0937	1036.85	834.082	944.573	1403.43	775.349	543.336	1425.94	764.721	521.861	1313.03	771.06	487.504	1433.13	818.973	461.089	1385.6	737.012	108.334	1407.46	762.666	114.902	1323.93	884.129	60.8361	1330.75	852.443	56.7021	1436.81	890.776	68.8891	1376.72	832.271	938.862	1048.61	791.736	539.921	1037.77	780.637	522.52	1151.03	786.943	480.497	1030.94	836.236	453.131	1079.62	756.601	103.234	1046.83	774.139	108.351	1131.26	899.621	62.0616	1116.45	861.047	50.4222	1009.36	903.219	67.0547	1075.26
0.127	907.943	1038.86	1345.2	901.634	1042.4	1109.52	734.413	1060.93	1283.04	731.565	1059.61	1179.95	839.743	1097.84	1377.02	828.505	1104.78	1080.42	793.408	763.22	1433.13	791.108	652.69	1435.43	738.41	764.334	1391.02	731.673	654.452	1391.74	707.662	272.777	1426.4	716.564	192.292	1418.37	686.362	275.81	1376.83	690.204	196.235	1369.47	668.943	93.089	1369.08	657.75	43.8059	1371.14	685.636	60.9597	1412.82	794.625	785.13	1028.61	801.462	674.61	1021.73	741.985	779.542	1075.13	742.492	669.468	1065.04	739.984	256.253	1026.19	744.974	176.308	1038.06	704.585	261.587	1066.07	706.954	177.166	1073.4	685.287	94.6359	1085.98	670.978	44.7664	1081.07	702.08	63.0949	1036.86	834.079	944.57	1403.44	775.354	543.321	1425.93	764.727	521.848	1313.05	771.068	487.495	1433.14	818.98	461.088	1385.62	737.327	107.948	1407.19	762.662	114.9	1323.94	884.417	60.8157	1330.51	852.433	56.7066	1436.82	890.78	68.8997	1376.73	832.284	938.854	1048.63	791.755	539.928	1037.78	780.623	522.518	1151.04	786.952	480.497	1030.95	836.234	453.137	1079.63	756.612	103.229	1046.83	774.128	108.357	1131.26	899.631	62.0531	1116.46	861.052	50.415	1009.36	903.229	67.0511	1075.26
0.133	907.926	1038.85	1345.2	901.621	1042.4	1109.53	734.407	1060.92	1283.06	731.557	1059.6	1179.96	839.743	1097.83	1377.04	828.484	1104.77	1080.42	793.405	763.218	1433.14	791.107	652.686	1435.45	738.411	764.34	1391.04	731.676	654.448	1391.75	707.668	272.771	1426.4	716.566	192.281	1418.38	686.36	275.805	1376.83	690.202	196.228	1369.45	668.936	93.0817	1369.08	657.748	43.7998	1371.12	685.634	60.9624	1412.83	794.623	785.121	1028.61	801.462	674.609	1021.73	741.986	779.537	1075.14	742.734	669.229	1065.13	739.984	256.249	1026.18	744.96	176.308	1038.05	704.588	261.588	1066.07	706.946	177.168	1073.4	685.288	94.6346	1085.98	670.98	44.763	1081.07	702.082	63.0882	1036.85	834.077	944.571	1403.46	775.358	543.325	1425.95	764.719	521.848	1313.04	771.075	487.49	1433.15	818.974	461.078	1385.61	737.01	108.326	1407.48	762.665	114.897	1323.93	884.404	60.8051	1330.5	852.435	56.7007	1436.81	890.773	68.8833	1376.72	832.261	938.853	1048.63	791.753	539.925	1037.79	780.634	522.518	1151.05	786.947	480.495	1030.95	836.232	453.118	1079.63	756.615	103.226	1046.84	774.129	108.357	1131.27	899.625	62.0481	1116.44	861.042	50.4111	1009.35	903.211	67.0582	1075.25
0.14	907.918	1038.85	1345.21	901.612	1042.39	1109.55	734.396	1060.92	1283.08	731.552	1059.6	1179.97	839.731	1097.82	1377.06	828.467	1104.76	1080.44	793.411	763.209	1433.16	791.115	652.689	1435.46	738.415	764.326	1391.06	731.681	654.441	1391.76	707.663	272.766	1426.4	716.558	192.283	1418.38	686.364	275.798	1376.84	690.197	196.227	1369.46	668.935	93.0899	1369.08	657.742	43.7941	1371.13	685.633	60.9523	1412.83	794.626	785.12	1028.62	801.461	674.613	1021.73	741.993	779.534	1075.14	742.744	669.223	1065.14	739.973	256.249	1026.19	744.967	176.305	1038.06	704.589	261.584	1066.07	706.944	177.174	1073.41	685.288	94.6353	1085.98	670.982	44.7647	1081.07	702.071	63.0878	1036.85	834.073	944.561	1403.46	775.351	543.314	1425.96	764.723	521.851	1313.05	771.07	487.496	1433.16	818.973	461.075	1385.63	736.996	108.333	1407.46	762.662	114.889	1323.94	884.393	60.8062	1330.5	852.432	56.6923	1436.82	890.773	68.8931	1376.73	832.265	938.856	1048.64	791.764	539.925	1037.79	780.623	522.522	1151.07	786.964	480.497	1030.95	836.239	453.12	1079.64	756.606	103.237	1046.83	774.133	108.355	1131.27	899.611	62.0479	1116.46	861.045	50.4053	1009.36	903.212	67.0561	1075.26
0.147	907.907	1038.85	1345.24	901.613	1042.4	1109.57	734.384	1060.91	1283.1	731.543	1059.59	1179.99	839.716	1097.82	1377.07	828.466	1104.76	1080.45	793.416	763.202	1433.17	791.127	652.655	1435.48	738.412	764.318	1391.08	731.688	654.435	1391.78	707.66	272.76	1426.4	716.555	192.275	1418.38	686.363	275.793	1376.84	690.194	196.223	1369.47	668.928	93.0791	1369.08	657.744	43.7974	1371.14	685.625	60.9474	1412.82	794.631	785.125	1028.63	801.493	674.608	1021.74	741.993	779.534	1075.15	742.506	669.465	1065.06	739.988	256.253	1026.19	744.975	176.306	1038.06	704.591	261.586	1066.07	706.952	177.168	1073.41	685.293	94.6313	1085.97	670.979	44.7611	1081.07	702.081	63.0938	1036.86	834.072	944.551	1403.47	775.35	543.323	1425.98	764.735	521.849	1313.06	771.082	487.482	1433.16	818.979	461.071	1385.64	737.32	107.926	1407.19	762.656	114.891	1323.94	884.404	60.8132	1330.51	852.433	56.7014	1436.82	890.778	68.8961	1376.73	832.268	938.857	1048.66	791.776	539.922	1037.79	780.629	522.52	1151.07	786.978	480.492	1030.98	836.252	453.132	1079.65	756.604	103.224	1046.84	774.134	108.357	1131.27	899.609	62.058	1116.46	861.049	50.4158	1009.36	903.216	67.0553	1075.26
0.153	907.894	1038.85	1345.26	901.605	1042.41	1109.59	734.378	1060.9	1283.12	731.538	1059.58	1180	839.702	1097.81	1377.09	828.448	1104.76	1080.46	793.418	763.198	1433.18	791.122	652.665	1435.48	738.416	764.31	1391.1	731.692	654.428	1391.79	707.662	272.76	1426.41	716.558	192.27	1418.39	686.361	275.793	1376.84	690.195	196.221	1369.47	668.926	93.0805	1369.08	657.739	43.8018	1371.14	685.628	60.9496	1412.82	794.635	785.13	1028.64	801.484	674.619	1021.74	741.999	779.531	1075.15	742.512	669.467	1065.06	739.992	256.256	1026.19	744.971	176.31	1038.06	704.591	261.585	1066.07	706.96	177.164	1073.4	685.292	94.6325	1085.97	670.979	44.7595	1081.07	702.077	63.0941	1036.85	834.066	944.551	1403.49	775.358	543.307	1425.98	764.737	521.855	1313.06	771.062	487.473	1433.17	818.977	461.059	1385.63	737.318	107.937	1407.2	762.651	114.896	1323.93	884.392	60.8248	1330.5	852.428	56.7094	1436.82	890.768	68.8972	1376.73	832.254	938.863	1048.66	791.766	539.926	1037.8	780.628	522.522	1151.08	786.973	480.5	1030.97	836.25	453.124	1079.65	756.611	103.226	1046.84	774.123	108.364	1131.27	899.61	62.062	1116.46	861.041	50.4143	1009.36	903.218	67.0537	1075.25
0.16	907.896	1038.84	1345.27	901.61	1042.4	1109.6	734.37	1060.89	1283.12	731.533	1059.57	1180.02	839.683	1097.79	1377.12	828.443	1104.75	1080.48	793.419	763.196	1433.2	791.135	652.663	1435.49	738.415	764.302	1391.11	731.698	654.425	1391.8	707.663	272.757	1426.41	716.559	192.267	1418.38	686.359	275.79	1376.84	690.201	196.21	1369.47	668.933	93.0746	1369.09	657.743	43.7904	1371.13	685.621	60.9469	1412.83	794.643	785.126	1028.65	801.498	674.614	1021.75	742.001	779.54	1075.16	742.518	669.462	1065.06	740.003	256.246	1026.19	744.986	176.306	1038.06	704.597	261.591	1066.07	706.956	177.172	1073.41	685.293	94.6308	1085.98	670.98	44.762	1081.06	702.084	63.0886	1036.87	834.063	944.544	1403.49	775.349	543.307	1425.99	764.748	521.842	1313.07	771.08	487.466	1433.17	818.975	461.048	1385.64	737.321	107.928	1407.2	762.665	114.891	1323.94	884.414	60.8119	1330.52	852.437	56.6968	1436.82	890.773	68.895	1376.72	832.273	938.85	1048.68	791.791	539.923	1037.81	780.641	522.515	1151.09	786.989	480.493	1030.98	836.262	453.13	1079.65	756.62	103.22	1046.84	774.134	108.359	1131.27	899.629	62.0504	1116.46	861.054	50.4126	1009.36	903.217	67.0499	1075.26
0.167	907.885	1038.84	1345.29	901.599	1042.41	1109.6	734.371	1060.88	1283.13	731.529	1059.57	1180.02	839.655	1097.77	1377.14	828.443	1104.74	1080.48	793.426	763.184	1433.21	791.149	652.659	1435.5	738.426	764.306	1391.12	731.705	654.419	1391.81	707.661	272.751	1426.41	716.556	192.268	1418.38	686.365	275.784	1376.85	690.198	196.212	1369.47	668.932	93.0755	1369.08	657.749	43.7875	1371.13	685.626	60.9453	1412.82	794.65	785.13	1028.64	801.504	674.623	1021.76	742.008	779.534	1075.16	742.77	669.222	1065.15	740.002	256.255	1026.19	744.987	176.305	1038.06	704.606	261.587	1066.07	706.958	177.173	1073.4	685.294	94.6408	1085.97	670.981	44.763	1081.06	702.084	63.0918	1036.85	834.059	944.537	1403.5	775.356	543.31	1426	764.735	521.849	1313.08	771.079	487.469	1433.17	818.979	461.051	1385.65	737.325	107.934	1407.2	762.661	114.877	1323.94	884.401	60.8184	1330.5	852.431	56.6966	1436.81	890.765	68.8947	1376.73	832.264	938.852	1048.7	791.795	539.925	1037.82	780.654	522.518	1151.09	786.994	480.489	1030.98	836.266	453.135	1079.66	756.609	103.238	1046.83	774.136	108.365	1131.27	899.62	62.0491	1116.46	861.052	50.4114	1009.36	903.211	67.0528	1075.25
0.173	907.878	1038.85	1345.32	901.604	1042.42	1109.64	734.36	1060.88	1283.15	731.529	1059.57	1180.03	839.62	1097.76	1377.16	828.435	1104.75	1080.5	793.427	763.185	1433.22	791.14	652.665	1435.5	738.427	764.311	1391.14	731.709	654.419	1391.83	707.664	272.743	1426.42	716.559	192.262	1418.39	686.369	275.79	1376.85	690.198	196.216	1369.48	668.935	93.0805	1369.08	657.743	43.7874	1371.13	685.628	60.949	1412.82	794.659	785.136	1028.65	801.526	674.619	1021.77	742.017	779.539	1075.18	742.529	669.47	1065.07	740.012	256.26	1026.19	744.988	176.317	1038.06	704.607	261.592	1066.07	706.966	177.171	1073.41	685.284	94.641	1085.97	670.982	44.763	1081.06	702.081	63.0925	1036.85	834.046	944.542	1403.52	775.361	543.3	1426	764.726	521.851	1313.08	771.07	487.461	1433.17	818.973	461.059	1385.66	737.326	107.923	1407.2	762.661	114.887	1323.94	884.399	60.8108	1330.5	852.426	56.7014	1436.82	890.764	68.8995	1376.73	832.274	938.857	1048.71	791.82	539.925	1037.83	780.65	522.524	1151.09	787.011	480.503	1031	836.27	453.134	1079.67	756.613	103.229	1046.83	774.136	108.362	1131.27	899.619	62.0588	1116.46	861.054	50.4205	1009.36	903.222	67.0569	1075.26
0.18	907.874	1038.85	1345.34	901.605	1042.42	1109.65	734.354	1060.86	1283.16	731.525	1059.56	1180.05	839.596	1097.74	1377.18	828.424	1104.74	1080.51	793.43	763.188	1433.23	791.144	652.65	1435.52	738.425	764.307	1391.15	731.711	654.424	1391.83	707.657	272.743	1426.43	716.567	192.251	1418.39	686.373	275.783	1376.87	690.204	196.215	1369.48	668.935	93.0754	1369.09	657.739	43.7963	1371.14	685.631	60.95	1412.82	794.674	785.139	1028.67	801.536	674.625	1021.78	742.028	779.529	1075.18	742.547	669.471	1065.07	740.019	256.263	1026.2	744.995	176.317	1038.07	704.612	261.592	1066.07	706.954	177.155	1073.4	685.289	94.6429	1085.98	670.981	44.7641	1081.08	702.088	63.0959	1036.85	834.049	944.522	1403.52	775.353	543.288	1426	764.721	521.863	1313.09	771.065	487.506	1433.13	818.973	461.062	1385.67	737.001	108.313	1407.46	762.655	114.901	1323.93	884.398	60.8132	1330.51	852.435	56.7065	1436.81	890.765	68.9022	1376.73	832.287	938.86	1048.72	791.802	539.932	1037.83	780.643	522.519	1151.11	787.007	480.506	1031	836.273	453.128	1079.68	756.616	103.236	1046.83	774.127	108.364	1131.27	899.819	62.4928	1116.93	861.048	50.4159	1009.37	903.227	67.0504	1075.26
0.187	907.863	1038.85	1345.35	901.608	1042.42	1109.66	734.351	1060.84	1283.17	731.528	1059.55	1180.05	839.564	1097.72	1377.21	828.409	1104.74	1080.53	793.424	763.184	1433.24	791.143	652.656	1435.52	738.431	764.312	1391.17	731.706	654.423	1391.86	707.656	272.735	1426.43	716.557	192.256	1418.39	686.372	275.788	1376.87	690.203	196.217	1369.49	668.933	93.0761	1369.08	657.747	43.797	1371.14	685.615	60.944	1412.83	794.685	785.144	1028.67	801.543	674.628	1021.78	742.037	779.533	1075.19	742.552	669.479	1065.08	740.018	256.266	1026.2	744.993	176.324	1038.07	704.612	261.604	1066.08	706.962	177.175	1073.41	685.284	94.6414	1085.98	670.977	44.7682	1081.07	702.085	63.1013	1036.86	834.048	944.53	1403.54	775.342	543.296	1426.02	764.724	521.864	1313.1	771.058	487.508	1433.15	818.957	461.062	1385.68	737.006	108.318	1407.47	762.663	114.899	1323.94	884.399	60.8236	1330.51	852.425	56.7026	1436.81	890.765	68.9024	1376.74	832.289	938.859	1048.72	791.826	539.925	1037.85	780.658	522.522	1151.11	787.015	480.51	1031	836.289	453.144	1079.68	756.612	103.235	1046.83	774.132	108.361	1131.27	899.816	62.4969	1116.93	861.051	50.426	1009.36	903.22	67.0477	1075.27
