Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.GTRX	R.GTRY	R.GTRZ	R.KneeX	R.KneeY	R.KneeZ	R.Knee.MedialX	R.Knee.MedialY	R.Knee.MedialZ	R.HFX	R.HFY	R.HFZ	R.TTX	R.TTY	R.TTZ	R.AnkleX	R.AnkleY	R.AnkleZ	R.Ankle.MedialX	R.Ankle.MedialY	R.Ankle.MedialZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	R.MT2X	R.MT2Y	R.MT2Z	L.GTRX	L.GTRY	L.GTRZ	L.KneeX	L.KneeY	L.KneeZ	L.Knee.MedialX	L.Knee.MedialY	L.Knee.MedialZ	L.HFX	L.HFY	L.HFZ	L.TTX	L.TTY	L.TTZ	L.AnkleX	L.AnkleY	L.AnkleZ	L.Ankle.MedialX	L.Ankle.MedialY	L.Ankle.MedialZ	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z	L.MT2X	L.MT2Y	L.MT2Z
0.193	907.868	1038.84	1345.36	901.606	1042.43	1109.68	734.346	1060.84	1283.19	731.522	1059.55	1180.07	839.54	1097.71	1377.22	828.412	1104.73	1080.54	793.428	763.187	1433.25	791.139	652.654	1435.53	738.431	764.315	1391.18	731.704	654.431	1391.87	707.659	272.743	1426.44	716.559	192.261	1418.4	686.382	275.786	1376.87	690.195	196.221	1369.49	668.939	93.0781	1369.08	657.746	43.7899	1371.13	685.625	60.9466	1412.82	794.701	785.142	1028.68	801.563	674.635	1021.8	742.043	779.535	1075.19	742.557	669.476	1065.08	740.028	256.272	1026.2	744.997	176.323	1038.07	704.622	261.601	1066.08	706.967	177.178	1073.41	685.291	94.6409	1085.97	670.98	44.7674	1081.06	702.09	63.1007	1036.86	834.048	944.525	1403.54	775.334	543.305	1426.04	764.708	521.867	1313.11	771.048	487.501	1433.17	818.96	461.074	1385.67	737.322	107.928	1407.2	762.668	114.892	1323.94	884.391	60.8137	1330.5	852.426	56.705	1436.82	890.767	68.9026	1376.72	832.3	938.855	1048.74	791.83	539.932	1037.85	780.679	522.525	1151.11	787.019	480.511	1031.02	836.286	453.132	1079.68	756.618	103.237	1046.83	774.128	108.364	1131.27	900.224	62.8659	1116.88	861.057	50.4163	1009.37	903.216	67.063	1075.26
0.2	907.863	1038.84	1345.38	901.617	1042.43	1109.69	734.349	1060.83	1283.19	731.531	1059.54	1180.08	839.521	1097.69	1377.26	828.406	1104.73	1080.54	793.421	763.189	1433.27	791.124	652.658	1435.55	738.432	764.315	1391.19	731.698	654.435	1391.89	707.648	272.737	1426.44	716.561	192.255	1418.4	686.375	275.79	1376.88	690.193	196.222	1369.49	668.931	93.078	1369.08	657.74	43.7985	1371.13	685.628	60.9499	1412.83	794.709	785.143	1028.69	801.563	674.636	1021.81	742.049	779.541	1075.19	742.561	669.473	1065.1	740.025	256.269	1026.21	744.992	176.329	1038.07	704.629	261.603	1066.08	706.964	177.185	1073.42	685.294	94.6464	1085.97	670.983	44.7783	1081.07	702.078	63.1035	1036.85	834.049	944.523	1403.56	775.322	543.298	1426.05	764.69	521.862	1313.12	771.05	487.489	1433.17	818.95	461.057	1385.7	737.317	107.934	1407.2	762.657	114.9	1323.94	884.402	60.8163	1330.5	852.427	56.6979	1436.81	890.768	68.8979	1376.73	832.297	938.862	1048.75	791.847	539.927	1037.87	780.68	522.522	1151.12	787.031	480.512	1031.02	836.284	453.132	1079.69	756.613	103.232	1046.84	774.145	108.365	1131.27	899.619	62.0585	1116.47	861.047	50.4229	1009.36	903.225	67.0487	1075.26
0.207	907.861	1038.85	1345.4	901.615	1042.43	1109.71	734.343	1060.82	1283.21	731.526	1059.54	1180.08	839.508	1097.68	1377.27	828.41	1104.73	1080.56	793.411	763.195	1433.28	791.127	652.638	1435.57	738.425	764.322	1391.2	731.685	654.438	1391.89	707.639	272.734	1426.45	716.556	192.258	1418.4	686.377	275.785	1376.88	690.193	196.217	1369.49	668.933	93.0827	1369.08	657.736	43.7989	1371.13	685.625	60.9487	1412.83	794.719	785.136	1028.7	801.582	674.628	1021.82	742.056	779.542	1075.21	742.572	669.48	1065.1	740.034	256.278	1026.22	745.004	176.327	1038.07	704.633	261.607	1066.09	706.969	177.184	1073.42	685.296	94.6428	1085.98	670.984	44.7747	1081.07	702.091	63.1072	1036.86	834.044	944.529	1403.57	775.305	543.308	1426.06	764.69	521.87	1313.14	771.053	487.488	1433.18	818.94	461.065	1385.7	737.32	107.933	1407.2	762.661	114.89	1323.94	884.394	60.8169	1330.5	852.422	56.7057	1436.82	890.767	68.888	1376.73	832.307	938.86	1048.76	791.851	539.93	1037.87	780.665	522.527	1151.14	787.025	480.515	1031.03	836.29	453.129	1079.69	756.611	103.244	1046.84	774.139	108.359	1131.27	899.627	62.0566	1116.46	861.058	50.4179	1009.37	903.211	67.0529	1075.26
0.213	907.867	1038.85	1345.41	901.632	1042.44	1109.73	734.344	1060.82	1283.22	731.528	1059.55	1180.1	839.503	1097.68	1377.3	828.41	1104.74	1080.58	793.407	763.201	1433.29	791.105	652.67	1435.58	738.415	764.324	1391.21	731.681	654.443	1391.9	707.635	272.736	1426.45	716.55	192.248	1418.4	686.369	275.789	1376.88	690.199	196.225	1369.49	668.929	93.081	1369.08	657.741	43.8033	1371.13	685.626	60.9475	1412.84	794.737	785.144	1028.71	801.588	674.637	1021.84	742.069	779.537	1075.22	742.579	669.487	1065.11	740.038	256.28	1026.21	745.004	176.335	1038.08	704.638	261.61	1066.1	706.985	177.172	1073.43	685.285	94.6494	1085.98	670.989	44.7663	1081.08	702.093	63.1093	1036.86	834.051	944.523	1403.58	775.297	543.305	1426.07	764.684	521.872	1313.14	771.038	487.475	1433.2	818.939	461.071	1385.7	737.326	107.926	1407.2	762.656	114.904	1323.94	884.396	60.8265	1330.51	852.431	56.7103	1436.82	890.772	68.8997	1376.73	832.312	938.86	1048.77	791.86	539.933	1037.88	780.688	522.523	1151.15	787.032	480.515	1031.04	836.291	453.141	1079.7	756.608	103.247	1046.84	774.141	108.366	1131.27	899.618	62.0558	1116.46	861.052	50.422	1009.37	903.219	67.0613	1075.27
0.22	907.865	1038.84	1345.43	901.624	1042.42	1109.75	734.343	1060.82	1283.24	731.529	1059.53	1180.11	839.496	1097.67	1377.32	828.419	1104.73	1080.59	793.398	763.191	1433.31	791.098	652.643	1435.59	738.411	764.327	1391.21	731.666	654.447	1391.91	707.627	272.734	1426.45	716.538	192.245	1418.4	686.365	275.787	1376.88	690.192	196.218	1369.49	668.925	93.082	1369.09	657.747	43.7952	1371.13	685.623	60.9441	1412.82	794.736	785.143	1028.72	801.597	674.634	1021.85	742.074	779.537	1075.23	742.587	669.487	1065.12	740.041	256.277	1026.23	745.008	176.328	1038.08	704.639	261.612	1066.11	706.97	177.195	1073.43	685.291	94.6461	1085.97	670.984	44.7723	1081.07	702.093	63.1108	1036.86	834.049	944.518	1403.61	775.286	543.306	1426.08	764.665	521.868	1313.16	771.036	487.469	1433.2	818.933	461.068	1385.71	736.993	108.322	1407.47	762.663	114.902	1323.94	884.391	60.8129	1330.5	852.43	56.6984	1436.82	890.769	68.8956	1376.73	832.315	938.858	1048.78	791.868	539.921	1037.9	780.683	522.519	1151.15	787.049	480.519	1031.05	836.309	453.15	1079.71	756.623	103.241	1046.85	774.14	108.358	1131.27	899.622	62.0547	1116.46	861.046	50.4266	1009.36	903.22	67.048	1075.27
0.227	907.863	1038.84	1345.44	901.631	1042.42	1109.77	734.34	1060.82	1283.25	731.532	1059.53	1180.13	839.5	1097.67	1377.34	828.423	1104.72	1080.6	793.389	763.19	1433.31	791.083	652.661	1435.6	738.405	764.319	1391.23	731.661	654.437	1391.91	707.623	272.725	1426.46	716.542	192.25	1418.4	686.361	275.786	1376.89	690.188	196.216	1369.5	668.928	93.081	1369.09	657.739	43.7931	1371.13	685.621	60.9486	1412.82	794.746	785.141	1028.74	801.602	674.638	1021.86	742.083	779.536	1075.24	742.589	669.486	1065.14	740.051	256.284	1026.23	745.013	176.33	1038.08	704.645	261.62	1066.11	706.979	177.193	1073.43	685.296	94.6542	1085.98	670.983	44.7799	1081.08	702.082	63.1121	1036.86	834.047	944.517	1403.61	775.279	543.295	1426.08	764.666	521.867	1313.17	771.029	487.459	1433.21	818.93	461.063	1385.71	737.321	107.926	1407.2	762.661	114.896	1323.94	884.4	60.8133	1330.5	852.431	56.7066	1436.82	890.767	68.8979	1376.73	832.331	938.857	1048.8	791.877	539.933	1037.9	780.707	522.521	1151.17	787.047	480.521	1031.05	836.317	453.157	1079.73	756.614	103.242	1046.85	774.137	108.366	1131.27	899.626	62.0595	1116.46	861.057	50.4241	1009.36	903.216	67.0536	1075.26
0.233	907.868	1038.84	1345.47	901.642	1042.43	1109.79	734.34	1060.82	1283.27	731.542	1059.53	1180.15	839.495	1097.66	1377.37	828.433	1104.73	1080.62	793.377	763.185	1433.32	791.072	652.663	1435.6	738.401	764.32	1391.23	731.656	654.443	1391.92	707.617	272.724	1426.46	716.537	192.237	1418.4	686.355	275.781	1376.88	690.185	196.21	1369.49	668.927	93.0751	1369.08	657.747	43.7908	1371.13	685.63	60.9412	1412.82	794.749	785.148	1028.75	801.61	674.634	1021.88	742.084	779.538	1075.25	742.6	669.491	1065.15	740.051	256.287	1026.23	745.014	176.33	1038.08	704.648	261.622	1066.12	706.987	177.188	1073.44	685.295	94.6495	1085.98	670.978	44.7868	1081.07	702.091	63.1068	1036.86	834.035	944.522	1403.62	775.277	543.298	1426.09	764.65	521.866	1313.17	771.021	487.457	1433.23	818.92	461.06	1385.72	737.319	107.923	1407.2	762.661	114.895	1323.94	884.399	60.8081	1330.5	852.423	56.6975	1436.82	890.763	68.8915	1376.73	832.326	938.851	1048.8	791.889	539.927	1037.92	780.693	522.531	1151.18	787.064	480.518	1031.06	836.32	453.152	1079.73	756.62	103.24	1046.85	774.141	108.363	1131.28	899.62	62.0618	1116.46	861.06	50.4216	1009.38	903.223	67.0442	1075.26
0.24	907.87	1038.83	1345.49	901.634	1042.42	1109.81	734.346	1060.8	1283.27	731.542	1059.53	1180.17	839.493	1097.66	1377.39	828.435	1104.72	1080.64	793.372	763.182	1433.33	791.062	652.653	1435.61	738.396	764.318	1391.23	731.65	654.439	1391.94	707.615	272.712	1426.46	716.54	192.238	1418.4	686.357	275.782	1376.88	690.186	196.218	1369.49	668.926	93.0767	1369.08	657.741	43.7919	1371.13	685.615	60.9461	1412.82	794.755	785.146	1028.76	801.642	674.64	1021.88	742.092	779.538	1075.26	742.609	669.483	1065.16	740.063	256.29	1026.24	745.02	176.332	1038.08	704.654	261.624	1066.12	706.988	177.192	1073.43	685.29	94.6601	1085.97	670.988	44.7844	1081.07	702.091	63.1111	1036.86	834.04	944.514	1403.64	775.26	543.297	1426.1	764.649	521.864	1313.18	771.016	487.453	1433.22	818.913	461.062	1385.73	737.315	107.918	1407.2	762.656	114.893	1323.94	884.405	60.8097	1330.5	852.426	56.6988	1436.81	890.763	68.8897	1376.73	832.323	938.857	1048.82	791.894	539.931	1037.94	780.709	522.522	1151.19	787.068	480.519	1031.08	836.366	453.258	1079.9	756.622	103.244	1046.85	774.139	108.369	1131.28	900.177	62.6559	1116.41	861.051	50.419	1009.37	903.219	67.0476	1075.26
0.247	907.861	1038.83	1345.51	901.656	1042.44	1109.84	734.341	1060.8	1283.3	731.548	1059.53	1180.18	839.493	1097.65	1377.42	828.435	1104.74	1080.66	793.359	763.188	1433.34	791.06	652.636	1435.63	738.391	764.314	1391.24	731.639	654.433	1391.94	707.607	272.714	1426.47	716.549	192.219	1418.41	686.344	275.782	1376.89	690.185	196.21	1369.49	668.928	93.0786	1369.08	657.743	43.7935	1371.13	685.615	60.945	1412.82	794.757	785.148	1028.78	801.626	674.637	1021.9	742.091	779.539	1075.27	742.612	669.487	1065.18	740.062	256.292	1026.24	745.016	176.332	1038.09	704.657	261.623	1066.12	706.986	177.2	1073.44	685.296	94.6551	1085.99	670.984	44.7849	1081.07	702.095	63.1097	1036.86	834.029	944.513	1403.66	775.258	543.289	1426.11	764.649	521.869	1313.19	771.002	487.449	1433.24	818.917	461.061	1385.73	737.321	107.921	1407.19	762.671	114.891	1323.95	884.156	60.8363	1330.72	852.43	56.7062	1436.82	890.767	68.8975	1376.72	832.336	938.863	1048.83	791.899	539.933	1037.94	780.694	522.52	1151.2	787.072	480.527	1031.08	836.376	453.268	1079.91	756.622	103.248	1046.85	774.141	108.365	1131.28	899.63	62.0578	1116.47	861.049	50.4234	1009.37	903.217	67.0533	1075.27
0.253	907.865	1038.82	1345.53	901.663	1042.44	1109.85	734.353	1060.8	1283.33	731.547	1059.54	1180.2	839.494	1097.63	1377.46	828.444	1104.75	1080.67	793.357	763.18	1433.34	791.043	652.654	1435.64	738.387	764.315	1391.25	731.638	654.434	1391.94	707.602	272.711	1426.47	716.534	192.235	1418.4	686.339	275.778	1376.89	690.185	196.212	1369.49	668.927	93.0824	1369.08	657.742	43.7908	1371.13	685.62	60.9418	1412.82	794.764	785.152	1028.79	801.625	674.64	1021.91	742.095	779.542	1075.28	742.613	669.49	1065.19	740.075	256.297	1026.24	745.021	176.34	1038.09	704.665	261.627	1066.12	706.99	177.194	1073.43	685.291	94.6579	1085.98	670.985	44.789	1081.07	702.093	63.1135	1036.86	834.032	944.508	1403.67	775.251	543.294	1426.12	764.638	521.866	1313.2	770.994	487.453	1433.24	818.907	461.056	1385.75	736.996	108.31	1407.47	762.66	114.887	1323.96	884.189	60.8286	1330.69	852.424	56.6989	1436.81	890.769	68.8895	1376.73	832.344	938.859	1048.84	791.911	539.933	1037.96	780.704	522.525	1151.21	787.076	480.526	1031.09	836.379	453.258	1079.92	756.623	103.246	1046.85	774.144	108.37	1131.28	899.619	62.0579	1116.47	861.05	50.4229	1009.37	903.221	67.0544	1075.27
0.26	907.871	1038.82	1345.55	901.66	1042.43	1109.88	734.355	1060.8	1283.33	731.561	1059.54	1180.21	839.488	1097.63	1377.48	828.453	1104.73	1080.7	793.347	763.178	1433.35	791.04	652.633	1435.66	738.388	764.311	1391.26	731.633	654.43	1391.94	707.602	272.71	1426.47	716.537	192.23	1418.41	686.347	275.776	1376.89	690.182	196.206	1369.5	668.927	93.0755	1369.08	657.748	43.7906	1371.13	685.627	60.939	1412.81	794.768	785.155	1028.8	801.65	674.651	1021.92	742.102	779.547	1075.29	742.619	669.496	1065.2	740.075	256.295	1026.25	745.027	176.341	1038.09	704.663	261.623	1066.12	706.987	177.197	1073.44	685.3	94.6546	1085.98	670.98	44.7809	1081.08	702.098	63.113	1036.87	834.031	944.503	1403.7	775.244	543.294	1426.13	764.639	521.866	1313.22	771.001	487.434	1433.25	818.9	461.061	1385.75	736.996	108.304	1407.47	762.661	114.885	1323.94	884.217	60.825	1330.67	852.428	56.7013	1436.82	890.769	68.8894	1376.73	832.352	938.865	1048.86	791.917	539.933	1037.96	780.707	522.522	1151.22	787.092	480.534	1031.1	836.379	453.257	1079.92	756.635	103.245	1046.85	774.142	108.368	1131.28	899.626	62.0542	1116.47	861.054	50.4231	1009.37	903.226	67.0457	1075.27
0.267	907.873	1038.82	1345.58	901.664	1042.44	1109.9	734.361	1060.8	1283.35	731.567	1059.54	1180.23	839.479	1097.62	1377.51	828.46	1104.75	1080.72	793.34	763.181	1433.37	791.037	652.63	1435.67	738.381	764.314	1391.26	731.629	654.435	1391.96	707.599	272.708	1426.48	716.53	192.231	1418.41	686.343	275.782	1376.9	690.181	196.208	1369.5	668.925	93.0796	1369.08	657.741	43.7904	1371.13	685.627	60.9376	1412.82	794.767	785.161	1028.81	801.635	674.638	1021.94	742.1	779.546	1075.3	742.619	669.492	1065.22	740.077	256.3	1026.26	745.028	176.338	1038.1	704.656	261.632	1066.13	706.991	177.2	1073.44	685.303	94.6567	1085.98	670.984	44.7974	1081.08	702.096	63.1153	1036.87	834.021	944.507	1403.72	775.232	543.29	1426.14	764.643	521.86	1313.22	770.982	487.443	1433.26	818.891	461.059	1385.77	737.31	107.923	1407.19	762.661	114.887	1323.94	884.229	60.8303	1330.65	852.434	56.6938	1436.82	890.768	68.8824	1376.73	832.353	938.861	1048.88	791.915	539.93	1037.99	780.7	522.519	1151.23	787.086	480.532	1031.12	836.336	453.157	1079.78	756.62	103.248	1046.85	774.146	108.368	1131.28	899.62	62.0575	1116.47	861.051	50.4193	1009.37	903.219	67.0448	1075.27
0.273	907.875	1038.81	1345.61	901.673	1042.44	1109.92	734.365	1060.8	1283.36	731.572	1059.55	1180.26	839.476	1097.6	1377.54	828.469	1104.77	1080.74	793.334	763.173	1433.39	791.027	652.65	1435.67	738.382	764.313	1391.27	731.625	654.426	1391.96	707.596	272.701	1426.49	716.538	192.22	1418.41	686.338	275.78	1376.91	690.186	196.208	1369.5	668.933	93.0829	1369.08	657.74	43.7946	1371.13	685.627	60.9436	1412.82	794.765	785.161	1028.83	801.648	674.651	1021.95	742.104	779.546	1075.32	742.623	669.493	1065.23	740.078	256.305	1026.26	745.026	176.341	1038.1	704.666	261.63	1066.13	706.992	177.203	1073.44	685.298	94.6607	1085.98	670.98	44.7905	1081.08	702.097	63.1168	1036.86	834.02	944.506	1403.73	775.224	543.286	1426.16	764.632	521.863	1313.23	770.974	487.445	1433.26	818.891	461.043	1385.36	736.99	108.315	1407.47	762.666	114.89	1323.95	884.263	60.8303	1330.62	852.43	56.7045	1436.82	890.765	68.8802	1376.73	832.359	938.866	1048.89	791.917	539.94	1037.99	780.72	522.52	1151.23	787.094	480.539	1031.13	836.337	453.159	1079.78	756.642	103.246	1046.85	774.146	108.369	1131.29	899.626	62.0506	1116.47	861.051	50.4217	1009.37	903.225	67.0516	1075.27
0.28	907.879	1038.8	1345.63	901.675	1042.44	1109.94	734.369	1060.8	1283.38	731.576	1059.55	1180.28	839.466	1097.59	1377.57	828.465	1104.76	1080.76	793.336	763.175	1433.4	791.021	652.627	1435.7	738.383	764.312	1391.28	731.622	654.427	1391.97	707.594	272.702	1426.5	716.534	192.224	1418.42	686.342	275.776	1376.92	690.182	196.21	1369.51	668.927	93.0776	1369.09	657.745	43.7921	1371.13	685.626	60.9418	1412.82	794.77	785.167	1028.84	801.639	674.646	1021.97	742.106	779.553	1075.34	742.621	669.498	1065.25	740.081	256.304	1026.26	745.031	176.347	1038.1	704.665	261.643	1066.13	706.993	177.208	1073.45	685.3	94.656	1085.98	670.997	44.7886	1081.08	702.096	63.1194	1036.87	834.018	944.504	1403.77	775.221	543.287	1426.17	764.625	521.867	1313.25	770.957	487.439	1433.29	818.897	461.034	1385.36	737.32	107.924	1407.19	762.671	114.874	1323.95	884.295	60.8167	1330.6	852.435	56.6949	1436.82	890.771	68.8826	1376.73	832.354	938.865	1048.9	791.921	539.943	1038.01	780.701	522.518	1151.25	787.083	480.539	1031.14	836.334	453.159	1079.8	756.625	103.25	1046.86	774.151	108.361	1131.29	899.628	62.0491	1116.48	861.061	50.4181	1009.38	903.229	67.0419	1075.28
0.287	907.89	1038.79	1345.66	901.672	1042.44	1109.96	734.38	1060.8	1283.41	731.579	1059.55	1180.31	839.465	1097.57	1377.59	828.481	1104.77	1080.79	793.337	763.172	1433.41	791.024	652.646	1435.7	738.384	764.312	1391.31	731.616	654.433	1391.99	707.601	272.692	1426.51	716.532	192.216	1418.43	686.345	275.781	1376.93	690.179	196.207	1369.52	668.931	93.0803	1369.08	657.733	43.7973	1371.13	685.627	60.9445	1412.82	794.765	785.176	1028.86	801.626	674.658	1021.98	742.102	779.554	1075.35	742.62	669.498	1065.26	740.082	256.308	1026.26	745.029	176.35	1038.1	704.67	261.64	1066.14	706.993	177.204	1073.45	685.3	94.6649	1085.99	670.986	44.7913	1081.08	702.096	63.1248	1036.87	834.024	944.493	1403.78	775.218	543.285	1426.18	764.605	521.87	1313.26	770.96	487.433	1433.29	818.886	461.038	1385.37	737.005	108.318	1407.47	762.662	114.889	1323.95	884.32	60.8128	1330.59	852.426	56.7009	1436.83	890.775	68.8816	1376.74	832.363	938.872	1048.92	791.914	539.951	1038.02	780.708	522.528	1151.27	787.091	480.544	1031.14	836.333	453.155	1079.82	756.63	103.249	1046.86	774.147	108.372	1131.29	899.633	62.0558	1116.49	861.058	50.4228	1009.38	903.228	67.0537	1075.28
0.293	907.902	1038.79	1345.68	901.697	1042.43	1109.98	734.387	1060.8	1283.42	731.587	1059.56	1180.33	839.458	1097.56	1377.64	828.481	1104.76	1080.81	793.336	763.172	1433.43	791.017	652.63	1435.73	738.387	764.315	1391.32	731.618	654.436	1392.01	707.587	272.695	1426.52	716.547	192.209	1418.44	686.346	275.782	1376.94	690.174	196.215	1369.52	668.929	93.0822	1369.08	657.746	43.7957	1371.14	685.628	60.9371	1412.83	794.769	785.183	1028.88	801.633	674.654	1022	742.103	779.559	1075.37	742.613	669.517	1065.28	740.079	256.315	1026.27	745.03	176.348	1038.1	704.669	261.65	1066.14	706.986	177.215	1073.46	685.294	94.662	1085.99	670.99	44.7979	1081.07	702.098	63.1259	1036.87	834.031	944.501	1403.8	775.212	543.284	1426.19	764.607	521.866	1313.28	771.223	487.265	1432.65	818.877	461.031	1385.39	736.997	108.311	1407.48	762.665	114.892	1323.95	884.346	60.8112	1330.57	852.43	56.6925	1436.83	890.779	68.8771	1376.74	832.356	938.871	1048.95	791.911	539.944	1038.04	780.707	522.521	1151.28	787.076	480.541	1031.17	836.329	453.161	1079.82	756.627	103.248	1046.86	774.157	108.371	1131.3	899.627	62.0467	1116.48	861.064	50.4174	1009.38	903.235	67.0397	1075.29
0.3	907.914	1038.78	1345.71	901.7	1042.45	1110	734.396	1060.8	1283.44	731.599	1059.56	1180.36	839.465	1097.55	1377.66	828.494	1104.77	1080.83	793.341	763.178	1433.45	791.016	652.627	1435.74	738.395	764.316	1391.35	731.606	654.441	1392.04	707.599	272.694	1426.52	716.537	192.209	1418.44	686.354	275.782	1376.94	690.179	196.206	1369.53	668.932	93.0802	1369.09	657.742	43.796	1371.14	685.634	60.9599	1412.83	794.766	785.182	1028.9	801.647	674.66	1022.01	742.106	779.562	1075.39	742.613	669.513	1065.3	740.081	256.32	1026.28	745.027	176.353	1038.11	704.669	261.648	1066.15	706.99	177.212	1073.46	685.302	94.6607	1085.99	670.986	44.7945	1081.08	702.103	63.121	1036.87	834.037	944.497	1403.81	775.149	543.27	1426.02	764.588	521.873	1313.29	771.217	487.271	1432.65	818.868	461.034	1385.41	737.01	108.301	1407.47	762.668	114.885	1323.95	884.358	60.8104	1330.56	852.425	56.6891	1436.82	890.784	68.8757	1376.73	832.362	938.877	1048.96	791.906	539.95	1038.04	780.697	522.52	1151.29	787.075	480.545	1031.17	836.324	453.166	1079.83	756.635	103.258	1046.87	774.163	108.363	1131.3	899.629	62.0537	1116.49	861.065	50.4159	1009.39	903.226	67.0425	1075.28
0.307	907.924	1038.79	1345.73	901.7	1042.45	1110.01	734.403	1060.8	1283.46	731.605	1059.57	1180.38	839.468	1097.53	1377.69	828.497	1104.77	1080.86	793.351	763.167	1433.46	791.005	652.645	1435.76	738.396	764.318	1391.37	731.601	654.44	1392.07	707.588	272.692	1426.53	716.535	192.213	1418.44	686.348	275.783	1376.95	690.18	196.21	1369.53	668.942	93.0796	1369.09	657.742	43.7963	1371.12	685.631	60.9435	1412.83	794.763	785.191	1028.91	801.616	674.668	1022.03	742.095	779.57	1075.41	742.612	669.519	1065.32	740.074	256.317	1026.28	745.025	176.36	1038.12	704.667	261.653	1066.16	706.989	177.212	1073.47	685.293	94.6726	1085.99	670.984	44.7993	1081.09	702.098	63.1244	1036.88	834.044	944.503	1403.84	775.19	543.285	1426.22	764.568	521.874	1313.31	771.211	487.267	1432.66	818.859	461.046	1385.42	737.001	108.313	1407.48	762.669	114.893	1323.96	884.375	60.8103	1330.54	852.431	56.6852	1436.82	890.777	68.8737	1376.74	832.361	938.862	1049	791.896	539.95	1038.07	780.681	522.521	1151.3	787.054	480.552	1031.19	836.322	453.167	1079.84	756.618	103.253	1046.87	774.155	108.358	1131.3	899.627	62.0503	1116.48	861.053	50.4187	1009.38	903.233	67.0473	1075.28
0.313	907.934	1038.77	1345.74	901.714	1042.44	1110.04	734.419	1060.8	1283.49	731.617	1059.57	1180.4	839.472	1097.52	1377.71	828.512	1104.78	1080.88	793.351	763.174	1433.48	791.015	652.623	1435.78	738.403	764.327	1391.4	731.598	654.447	1392.09	707.591	272.685	1426.54	716.53	192.216	1418.44	686.36	275.787	1376.96	690.175	196.219	1369.53	668.927	93.0868	1369.09	657.739	43.807	1371.13	685.629	60.9447	1412.83	794.762	785.196	1028.93	801.62	674.671	1022.04	742.098	779.574	1075.43	742.6	669.529	1065.34	740.067	256.323	1026.28	745.025	176.365	1038.12	704.668	261.651	1066.16	706.988	177.209	1073.46	685.304	94.6709	1085.99	670.988	44.803	1081.09	702.107	63.129	1036.88	834.06	944.498	1403.86	775.166	543.29	1426.24	764.547	521.88	1313.34	771.199	487.269	1432.67	818.843	461.038	1385.43	737.007	108.316	1407.48	762.667	114.887	1323.95	884.378	60.8092	1330.54	852.428	56.6933	1436.83	890.786	68.8712	1376.73	832.374	938.875	1049.01	791.885	539.948	1038.08	780.675	522.521	1151.31	787.056	480.555	1031.19	836.303	453.168	1079.85	756.636	103.261	1046.88	774.154	108.37	1131.3	899.632	62.0595	1116.48	861.059	50.4261	1009.37	903.235	67.0447	1075.28
