Time	R.ASISX	R.ASISY	R.ASISZ	L.ASISX	L.ASISY	L.ASISZ	R.PSISX	R.PSISY	R.PSISZ	L.PSISX	L.PSISY	L.PSISZ	R.Iliac.CrestX	R.Iliac.CrestY	R.Iliac.CrestZ	L.Iliac.CrestX	L.Iliac.CrestY	L.Iliac.CrestZ	R.Thigh.Top.LateralX	R.Thigh.Top.LateralY	R.Thigh.Top.LateralZ	R.Thigh.Bottom.LateralX	R.Thigh.Bottom.LateralY	R.Thigh.Bottom.LateralZ	R.Thigh.Top.MedialX	R.Thigh.Top.MedialY	R.Thigh.Top.MedialZ	R.Thigh.Bottom.MedialX	R.Thigh.Bottom.MedialY	R.Thigh.Bottom.MedialZ	R.Shank.Top.LateralX	R.Shank.Top.LateralY	R.Shank.Top.LateralZ	R.Shank.Bottom.LateralX	R.Shank.Bottom.LateralY	R.Shank.Bottom.LateralZ	R.Shank.Top.MedialX	R.Shank.Top.MedialY	R.Shank.Top.MedialZ	R.Shank.Bottom.MedialX	R.Shank.Bottom.MedialY	R.Shank.Bottom.MedialZ	R.Heel.TopX	R.Heel.TopY	R.Heel.TopZ	R.Heel.BottomX	R.Heel.BottomY	R.Heel.BottomZ	R.Heel.LateralX	R.Heel.LateralY	R.Heel.LateralZ	L.Thigh.Top.LateralX	L.Thigh.Top.LateralY	L.Thigh.Top.LateralZ	L.Thigh.Bottom.LateralX	L.Thigh.Bottom.LateralY	L.Thigh.Bottom.LateralZ	L.Thigh.Top.MedialX	L.Thigh.Top.MedialY	L.Thigh.Top.MedialZ	L.Thigh.Bottom.MedialX	L.Thigh.Bottom.MedialY	L.Thigh.Bottom.MedialZ	L.Shank.Top.LateralX	L.Shank.Top.LateralY	L.Shank.Top.LateralZ	L.Shank.Bottom.LateralX	L.Shank.Bottom.LateralY	L.Shank.Bottom.LateralZ	L.Shank.Top.MedialX	L.Shank.Top.MedialY	L.Shank.Top.MedialZ	L.Shank.Bottom.MedialX	L.Shank.Bottom.MedialY	L.Shank.Bottom.MedialZ	L.Heel.TopX	L.Heel.TopY	L.Heel.TopZ	L.Heel.BottomX	L.Heel.BottomY	L.Heel.BottomZ	L.Heel.LateralX	L.Heel.LateralY	L.Heel.LateralZ	R.MT1X	R.MT1Y	R.MT1Z	R.MT5X	R.MT5Y	R.MT5Z	L.MT1X	L.MT1Y	L.MT1Z	L.MT5X	L.MT5Y	L.MT5Z
19.3	2046	1025.61	1122.34	2032.63	1012.51	902.275	1877.96	1072.23	1076.39	1872.86	1068.83	973.926	1993.74	1099.99	1165.96	2002.32	1097.24	881.838	2113.21	787.721	1174.56	2196.91	720.111	1147.96	2068.89	744.479	1144.75	2149.05	675.039	1114.58	2081.69	438.97	1099.71	2054.54	362.214	1095.45	2067.73	446.892	1048.59	2037.71	372.657	1044.78	1969.17	271.926	1038.76	1943.91	228.576	1041.73	1968.48	241.023	1086.11	1823.96	787.327	843.904	1791.92	681.6	852.619	1778.52	806.29	893.328	1738.77	703.468	897.977	1540.84	353.085	902.621	1502.9	283.239	919.359	1520.46	376.418	946.104	1478.54	304.177	959.795	1427.3	268.099	979.298	1378.8	252.525	984.822	1402.91	229.436	938.626	2166.42	175.92	1040.67	2118.12	190.163	1137.63	1518.47	75.3617	1020.89	1466.06	86.4153	922.449
19.307	2046.14	1027.37	1123.38	2034.63	1014.38	903.286	1879.27	1074.57	1076.38	1874.65	1071.29	973.722	1993.68	1103.13	1166.64	2004.57	1098.76	881.881	2113.72	788.762	1174.52	2196.56	720.013	1148.17	2068.77	745.532	1145.83	2147.66	674.649	1116.46	2092.31	427.341	1099.33	2069.9	349.215	1094.73	2079.08	434.524	1047.7	2053.31	358.769	1043.26	1990.85	252.936	1036.66	1968.65	207.994	1039.26	1991.67	222.197	1084.01	1823.62	791.641	844.815	1790.06	686.449	853.616	1779.39	810.974	895.37	1737.47	709.011	899.098	1534.42	362.095	903.354	1495.3	292.818	919.622	1514.84	385.348	947.218	1471.82	313.595	960.782	1423.89	280.988	980.34	1374.96	268.301	988.845	1395.13	243.658	941.32	2194.28	170.845	1041.18	2143.95	182.036	1137.52	1505.59	82.3037	1017.92	1449.55	94.9009	923.269
19.313	2045.92	1028.57	1124.09	2036.39	1016.21	904.043	1880.56	1076.28	1076.51	1876.14	1073.38	973.726	1993.94	1105.27	1167.77	2006.15	1099.91	881.779	2114	788.71	1174.66	2195.74	718.601	1148.65	2068.28	745.747	1146.91	2146.87	673.593	1117.75	2103.12	415.354	1099.19	2085.18	336.056	1093.87	2090.28	421.903	1047.22	2067.39	344.804	1043.23	2012.33	234.706	1034.97	1993.18	188.274	1037.26	2014.81	204.065	1082.25	1823.71	795.354	845.732	1789.37	690.352	854.796	1780.17	814.992	896.703	1737.27	713.398	900.65	1528.88	370.823	904.192	1488.2	302.357	920.405	1509.55	394.228	948.604	1465.55	323.111	961.697	1419.61	293.279	982.402	1370.44	283.244	992.813	1387.2	258.118	944.514	2220.8	166.356	1041.26	2168.9	174.178	1137.25	1491.35	89.6934	1015.34	1432.67	106.09	923.487
19.32	2045.42	1029.37	1124.55	2037.95	1017.99	904.458	1881.57	1077.49	1076.74	1877.28	1075.12	973.8	1994.29	1106.44	1169.28	2007.31	1100.93	881.742	2113.88	787.515	1175.1	2194.33	715.809	1149.49	2067.39	745.009	1147.8	2144.67	671.315	1119.2	2113.54	403.05	1099.29	2099.79	323.041	1093.53	2100.94	409.19	1047.3	2082.78	331.22	1042.23	2033.29	217.098	1033.58	2017.18	169.608	1036.2	2037.46	186.611	1081.24	1824.48	797.992	846.58	1789.76	693.153	856.109	1781.57	817.813	898.132	1738.19	716.462	902.493	1523.75	379.22	905.039	1481.02	311.953	920.96	1505.63	402.811	950.001	1459.34	333.049	962.483	1412.88	305.201	984.831	1363.6	296.862	996.289	1378.16	272.152	946.92	2245.76	162.29	1040.81	2192.98	166.627	1136.43	1477.58	98.8093	1013.49	1417.62	119.023	922.729
19.327	2044.9	1029.89	1124.74	2039.09	1019.69	904.57	1882.58	1078.13	1077.17	1878.33	1076.45	973.963	1994.27	1106.67	1171.06	2008.24	1101.94	881.909	2112.98	785.051	1175.97	2192.09	711.775	1150.88	2065.66	743.446	1148.62	2141.7	668.283	1120.37	2122.97	390.633	1100.01	2113.42	309.999	1093.29	2110.77	396.712	1048.09	2097.16	317.98	1041.64	2053.54	200.632	1033.44	2040.36	151.945	1035.11	2059.56	169.842	1079.88	1825.88	799.322	847.27	1791.49	694.502	857.587	1783.7	819.36	899.275	1740.28	717.958	904.415	1519.12	387.433	905.856	1473.86	322.042	922.203	1502.4	411.863	950.966	1452.89	344.281	963.902	1404.6	317.083	987.004	1355.17	309.701	998.445	1369.03	285.477	948.594	2269.06	158.7	1039.79	2215.96	159.273	1135.51	1464.95	108.766	1011.91	1405.18	131.994	921.673
19.333	2044.3	1030.24	1124.77	2040.11	1021.3	904.419	1883.57	1078.26	1077.7	1879.13	1077.46	974.31	1993.76	1106.07	1172.59	2008.96	1103.07	882.167	2111.01	781.298	1177.14	2188.79	706.455	1152.59	2063.09	740.884	1148.98	2137.86	664.278	1121.01	2131.77	378.236	1101.25	2126.67	297.387	1093.29	2119.53	384.342	1048.94	2110.05	305.213	1041.64	2072.84	184.549	1032.69	2062.57	135.428	1034.34	2080.9	154.039	1079.34	1828.32	799.273	847.968	1794.22	694.423	858.802	1786.15	819.393	900.074	1743.46	717.799	906.228	1515.34	395.778	906.954	1467.28	332.497	923.578	1499.78	421.02	951.993	1447.09	355.951	965.025	1395.95	329.293	988.818	1346.27	322.559	999.504	1360.3	298.862	949.404	2290.65	155.567	1038.21	2237.93	152.118	1134.07	1453.17	119.439	1011.36	1394.46	145.602	920.199
19.34	2043.73	1030.33	1124.71	2041.04	1022.58	904.083	1884.47	1077.95	1078.28	1879.71	1077.95	974.805	1992.87	1104.69	1173.83	2009.53	1104.32	882.459	2107.44	776.274	1178.99	2184.33	699.909	1154.41	2059.61	737.447	1148.98	2132.06	659.208	1121.75	2139.56	366.079	1102.59	2138.58	285.004	1093.94	2126.74	372.162	1050.74	2121.11	292.617	1042.6	2090.92	169.618	1032.95	2083.5	119.809	1033.81	2101.13	139.031	1079.14	1831.31	797.95	848.329	1798.24	692.93	859.935	1788.96	817.983	900.265	1747.65	715.977	907.574	1512.46	404.144	908.477	1461.9	342.91	924.932	1497.77	430.317	952.889	1442.09	367.728	965.661	1387.79	342.032	989.893	1337.86	335.906	999.736	1352.39	312.828	949.545	2310.09	153.059	1036.08	2258.6	145.518	1132.38	1441.51	131.432	1010.34	1385.27	159.712	918.632
19.347	2043.38	1030.07	1124.55	2041.73	1023.58	903.649	1885.22	1077.13	1078.71	1880.17	1078	975.314	1992.09	1102.96	1174.35	2009.77	1105.53	882.758	2103.74	770.448	1179.85	2178.92	692.57	1156.29	2055.23	733.274	1148.68	2126.56	653.613	1121.79	2147.02	353.957	1104.46	2150.16	273.219	1095.07	2132.4	359.878	1053.01	2130.38	280.396	1044.44	2107.29	155.531	1033.62	2102.85	105.456	1033.89	2119.96	124.884	1079.39	1835.1	795.418	848.495	1803.3	690.108	860.684	1791.88	815.424	899.85	1752.48	712.78	908.431	1510.78	412.364	909.441	1457.62	353.53	925.849	1496.99	439.526	953.39	1438.43	379.579	966.121	1381	355.423	990.551	1330.69	350.155	999.011	1346.24	327.31	949.076	2327.3	151.384	1033.34	2277.51	139.491	1130.63	1430.56	143.696	1010.15	1377.31	174.06	917.273
19.353	2043.35	1029.55	1124.31	2042.6	1024.25	903.117	1885.82	1075.82	1079.01	1880.51	1077.54	975.684	1992.01	1100.91	1174.33	2009.69	1106.68	883.008	2099.05	763.914	1181.12	2172.69	684.445	1157.98	2050.07	728.988	1147.88	2120.31	648.079	1121.19	2153.29	342.112	1107.32	2160.49	262.007	1097.37	2135.17	347.866	1057.04	2138.62	268.529	1046.67	2121.82	142.276	1034.79	2120.05	92.0377	1034.54	2137	111.853	1079.96	1839.38	791.901	848.447	1809.22	686.147	861.744	1794.4	811.918	898.031	1757.86	708.404	908.779	1510.91	420.302	910.509	1454.64	364.091	926.56	1497.62	448.575	953.749	1436.37	391.466	966.311	1375.96	368.461	991.605	1325.19	366.036	996.658	1341.79	342.41	947.87	2341.71	150.209	1030.02	2294.95	134.618	1127.8	1420.02	156.353	1010.37	1370.53	188.872	916.033
19.36	2043.54	1028.8	1123.89	2043.23	1024.32	902.546	1886.45	1074.22	1078.92	1880.79	1076.49	975.744	1990.94	1099.21	1173.64	2009.3	1107.45	883.06	2094.01	756.967	1182.05	2166.08	676.145	1159.31	2044.92	723.48	1146.9	2113.76	641.694	1120.72	2159.33	330.753	1110.75	2170.09	250.953	1098.5	2138.29	336.244	1061.23	2145.35	257.305	1049.79	2133.92	129.982	1036.64	2134.69	79.8677	1036.03	2151.84	100.033	1081	1844.31	787.414	848.458	1816.07	681.37	862.697	1798.07	807.276	897.128	1763.65	703.211	908.882	1511.76	428.155	911.009	1453.06	374.718	927.168	1499.55	457.443	953.849	1435.89	403.171	966.645	1372.59	382.771	991.27	1321.53	381.607	994.97	1338.96	357.949	946.318	2352.94	149.128	1026.02	2309.65	130.541	1125.25	1410.13	169.429	1010.67	1364.61	203.631	915.01
19.367	2043.86	1027.89	1123.31	2043.88	1023.75	902.058	1886.81	1072.1	1078.72	1881.08	1074.94	975.478	1991.15	1097.35	1172.99	2008.57	1107.63	882.578	2088.7	750.022	1182.96	2159.35	667.783	1160.15	2039.4	717.789	1145.88	2106.98	635.144	1120.1	2164.65	320.177	1114.27	2178.04	240.917	1100.64	2141.12	325.188	1065.94	2150.47	246.628	1053.28	2143.49	118.993	1039.04	2146.36	68.7005	1037.61	2164.02	89.6298	1082.79	1849.78	782.126	848.626	1823.36	675.758	863.829	1802.31	801.725	896.295	1769.9	697.065	909.014	1514.48	435.567	911.761	1452.83	385.094	927.741	1502.99	465.913	953.94	1436.56	414.848	966.635	1370.87	397.2	990.631	1319.59	397.385	993.204	1337.94	373.36	944.849	2361.07	147.295	1021.51	2321.72	126.586	1121.98	1401.15	182.726	1011.26	1359.66	218.488	914.145
19.373	2044.23	1026.88	1122.64	2044.66	1022.58	901.592	1887.01	1069.65	1078.17	1881.39	1072.75	974.873	1991.64	1095.51	1172.34	2007.65	1107.19	882.476	2083.42	743.354	1183.33	2152.37	659.889	1161.14	2033.79	712.225	1145.11	2100.17	628.79	1119.56	2168.72	310.494	1117.78	2184.04	231.983	1103.2	2142.96	315.054	1070.34	2153.74	236.792	1056.82	2150.3	109.068	1041.83	2154.7	59.0084	1041.03	2173.3	80.5214	1085.15	1855.69	776.302	848.688	1831.13	669.47	864.675	1807.12	795.38	895.596	1776.75	690.132	909.139	1518.45	442.556	912.457	1453.89	394.96	927.099	1507.51	474.129	954.016	1438.76	426.326	966.491	1370.96	412.107	989.638	1319.63	413.46	991.308	1338.46	388.839	943.328	2366.2	144.357	1016.12	2331.16	122.548	1118.27	1393.46	196.304	1011.75	1355.64	233.316	913.413
19.38	2044.61	1025.63	1122.02	2045.48	1020.64	901.31	1887.1	1066.88	1077.39	1881.81	1069.93	973.882	1992.07	1093.75	1171.69	2006.66	1105.79	881.978	2078.45	737.19	1183.68	2145.79	652.408	1161.74	2028.07	707.157	1144.84	2093.36	622.794	1119.45	2170.89	301.714	1120.56	2187.44	223.661	1105.04	2143.42	305.825	1074.06	2155.13	227.82	1059.98	2154.51	99.9259	1045.34	2160.02	49.9743	1044.45	2179.67	72.2607	1087.86	1861.86	769.872	848.912	1839.3	662.656	865.498	1812.31	788.262	895.166	1784.31	682.529	909.374	1523.48	449.48	913.144	1456.89	405.437	928.229	1513.49	481.851	954.171	1442.53	437.289	966.272	1373.15	426.26	988.988	1321.81	429.615	989.668	1340.77	404.286	941.922	2368.42	139.998	1011.3	2337.8	118.177	1114.5	1387.15	210.095	1012.09	1352.64	248.067	912.912
19.387	2044.81	1024.16	1121.64	2046.34	1018.04	901.219	1887.04	1063.59	1076.26	1882.35	1066.41	972.557	1992.25	1091.88	1171.02	2005.53	1103.36	881.107	2074.01	731.777	1183.79	2139.79	645.407	1162.19	2023.38	702.394	1144.4	2087.01	616.889	1119.69	2170.74	293.684	1122.44	2188.38	216.047	1107	2141.95	297.17	1076.64	2155.05	219.432	1062.64	2156.14	91.3185	1048.76	2162.53	41.4479	1048.04	2183.26	64.4003	1090.58	1868.52	762.732	849.163	1848.05	655.293	865.943	1818.1	780.497	894.763	1792.24	674.275	909.682	1529.75	456.049	913.415	1461.16	415.202	928.395	1520.95	489.214	954.307	1447.95	448.034	965.931	1377.56	440.782	988.055	1326.38	446.039	988.008	1344.82	419.852	940.508	2368.04	134.937	1006.95	2341.54	113.179	1111.1	1381.68	224.252	1012.54	1350.86	262.926	912.406
19.393	2044.82	1022.32	1121.41	2047.22	1014.82	901.311	1886.86	1059.94	1075.05	1882.95	1062.17	970.925	1992.15	1089.78	1170.46	2004.37	1099.97	879.98	2070.48	726.922	1183.85	2134.15	639.03	1163.11	2020.03	699.797	1145.19	2081.19	611.311	1120.32	2168.14	286.116	1123.58	2186.68	208.715	1108.3	2138.65	288.991	1078.38	2152.77	211.334	1064.54	2155.57	82.8078	1051.08	2162.47	33.4154	1050.9	2184.95	56.5274	1092.5	1875.28	755.165	849.449	1856.86	647.338	866.811	1824.2	772.07	894.716	1800.72	665.334	909.972	1537.67	461.965	913.892	1467.43	424.288	930.066	1530.16	495.82	954.458	1455.09	458.278	965.592	1384.71	455.39	987.35	1333.31	462.317	986.763	1350.65	435.042	938.096	2365.42	129.48	1003.59	2342.43	107.637	1108.41	1378.52	238.372	1012.63	1350.22	277.986	912.089
19.4	2045.05	1019.62	1121.66	2048.26	1010.89	901.617	1886.45	1055.87	1073.52	1883.51	1057.15	968.883	1991.78	1087.33	1170.06	2003.45	1095.58	878.96	2067.71	722.388	1183.91	2129.52	632.901	1163.83	2016.75	695.982	1145.54	2076.4	605.86	1121.16	2163.32	278.638	1124.29	2182.65	201.362	1109.44	2133.85	280.968	1078.85	2148.82	203.383	1065.45	2152.57	75.0941	1053.7	2160.21	25.4042	1052.95	2183.13	48.8034	1094.06	1882.24	747.039	849.883	1866.14	638.981	867.498	1830.55	763.109	894.821	1809.32	655.908	910.487	1547.48	467.255	914.23	1474.81	434.233	929.451	1540.9	501.76	954.753	1463.99	468.005	965.32	1392.73	467.575	988.021	1343.3	479.038	984.953	1359.11	449.635	939.243	2360.89	123.505	1001.5	2340.35	101.288	1106.7	1377.08	252.384	1012.5	1350.94	292.999	911.734
19.407	2044.35	1016.86	1122.03	2049.3	1006.51	902.021	1885.88	1051.43	1071.79	1884.11	1051.44	966.938	1991.17	1084.39	1169.75	2002.79	1090.37	877.752	2065.52	717.974	1184.1	2125.64	627.152	1164.52	2014.04	692.012	1146.2	2072	600.778	1122.25	2156.94	271.015	1124.6	2176.67	193.666	1109.97	2128.12	273.393	1078.89	2143.46	195.732	1065.7	2147.25	68.281	1054.71	2154.76	18.6473	1053.84	2178.08	41.892	1094.58	1889.16	738.613	850.342	1875.52	630.277	868.379	1837.06	753.634	895.068	1818.26	646.033	911.082	1557.66	472.562	914.641	1483.32	442.712	927.649	1553.17	506.786	955.07	1474.47	477.355	964.971	1404.15	480.954	986.4	1354.62	494.009	984.532	1368.81	464.038	938.214	2354.99	116.615	1000.73	2335.31	94.2332	1105.99	1377.33	266.108	1012.15	1353.13	307.78	911.179
19.413	2043.98	1013.01	1122.77	2050.44	1001.46	902.572	1885.13	1046.45	1069.96	1884.71	1045.18	964.895	1990.39	1080.75	1169.46	2002.65	1084.26	876.604	2063.7	713.439	1184.36	2122.19	621.461	1164.91	2011.64	687.835	1147.17	2067.92	595.443	1123.31	2149.67	263.012	1124.57	2169.3	185.758	1109.74	2121.66	265.854	1078.35	2136.78	188.249	1064.89	2138.45	70.6941	1054.04	2141.32	20.708	1053.83	2166.62	42.1437	1094.38	1895.95	729.926	850.803	1885.12	621.31	868.883	1843.4	743.78	895.535	1827.44	635.777	911.618	1569.38	476.99	914.667	1493.28	450.827	927.021	1566.58	511.169	955.339	1486.39	485.257	965.302	1416.66	492.476	986.021	1367.87	508.024	984.396	1380.49	477.685	937.96	2347.28	105.744	1000.7	2324.16	84.7979	1105.38	1379.32	279.334	1011.42	1356.86	322.414	910.72
19.42	2043.68	1009.51	1124.03	2051.66	995.764	903.274	1884.1	1040.96	1068.12	1885.33	1038.51	963.017	1989.26	1076.4	1169.25	2003	1077.9	875.634	2061.79	708.557	1184.73	2118.91	615.884	1164.83	2008.9	683.419	1148.54	2063.63	590.138	1124.65	2141.94	255.23	1123.81	2161.03	177.848	1108.52	2114.12	258.64	1077.57	2128.8	180.984	1063.4	2125.77	73.1939	1051.91	2122.73	23.4357	1052.2	2150.09	42.6592	1093.34	1902.78	721.152	851.628	1894.45	612.14	869.568	1849.83	733.626	896.203	1836.66	625.258	912.463	1582.09	480.697	914.691	1505.35	458.682	926.855	1580.92	514.762	955.462	1499.7	492.663	965.308	1430.86	503.161	985.932	1382.77	521.019	984.529	1393.87	490.337	937.804	2334.37	91.0107	1002.75	2309.33	71.9981	1106.44	1383.14	291.987	1010.61	1362.59	336.587	910.054
19.427	2043.46	1004.99	1125.51	2052.79	989.666	904.026	1882.96	1035.11	1066.2	1885.68	1031.44	961.147	1987.8	1071.36	1169.06	2003.71	1071.48	874.86	2059.27	703.312	1185.64	2115.45	610.303	1164.86	2005.75	678.488	1150.23	2059.24	584.721	1126.02	2133.15	248.17	1122.42	2150.19	170.417	1106.34	2105.09	252.422	1076.31	2118.24	174.921	1061.14	2110.53	74.7537	1048.58	2102.96	25.6281	1050.43	2130.23	43.548	1091.69	1909.28	712.08	852.55	1903.57	603.027	869.944	1856.1	722.606	897.511	1845.76	613.943	913.69	1595.85	483.561	914.709	1517.93	464.637	927.077	1596.24	517.642	955.521	1514.08	499.432	965.293	1446.22	512.766	986.08	1398.91	532.887	984.822	1408.64	502.025	937.906	2321.21	72.8079	1005.68	2291.38	57.5261	1108.51	1388.75	303.974	1009.57	1370.26	349.978	909.281
19.433	2043.62	999.916	1127.61	2053.72	983.06	904.796	1881.49	1028.92	1064.47	1885.83	1024.08	959.614	1986.11	1065.54	1168.57	2005.01	1064.17	874.358	2055.93	697.712	1186.97	2111.87	604.808	1165.31	2002.12	673.212	1151.77	2055.36	579.281	1127.06	2122.79	243.271	1120.8	2136.9	164.929	1104.35	2094.42	248.539	1075.11	2104.7	170.728	1059.38	2092.49	75.3483	1046.32	2081.85	27.0315	1049.62	2109.48	44.0367	1090.52	1915.75	702.995	853.569	1912.78	593.786	870.572	1862.1	711.864	898.818	1854.99	602.95	914.748	1610.35	485.768	914.598	1531.71	470.395	927.009	1612.37	520.286	954.953	1529.46	505.406	965.318	1462.4	521.523	986.533	1416.22	544.32	986.024	1424.52	512.77	938.019	2305.11	57.8648	1009	2273.21	45.3407	1112.18	1396.23	315.106	1008.39	1380.18	362.595	908.276
19.44	2042.86	994.187	1129.04	2054.49	976.036	905.882	1879.64	1022.61	1063.11	1885.46	1016.46	958.402	1984.19	1059.08	1167.88	2006.55	1056.57	874.131	2051.66	692.544	1188.46	2108.31	600.123	1166.66	1998.37	667.832	1152.59	2051.65	574.551	1128.09	2111.11	240.624	1119.32	2122.09	161.82	1103.03	2082.41	246.957	1073.99	2089.55	168.757	1058.01	2072.58	75.6608	1044.8	2059.81	27.996	1049.6	2087.79	44.9629	1090.03	1922	693.947	854.716	1922.06	584.46	871.156	1867.94	701.074	899.983	1864.19	591.976	915.834	1625.83	487.348	914.572	1546.65	475.366	927.059	1629.32	521.356	955.511	1545.88	510.481	965.306	1479.25	529.43	987.176	1433.57	553.224	985.919	1441.36	521.932	939.233	2284.22	49.8054	1008.46	2254.08	44.5554	1114.4	1405.59	325.221	1007.12	1392.09	373.92	907.262
19.447	2041.95	987.923	1130.75	2054.81	968.79	906.692	1877.12	1016.5	1061.89	1884.45	1008.71	957.314	1982.73	1052.44	1167.13	2008.02	1048.73	874.086	2047.67	688.787	1189.13	2105.5	596.833	1167.97	1995.19	663.9	1152.33	2049.89	570.902	1128.33	2098.55	240.042	1118.11	2106.05	160.848	1101.64	2070.54	247.798	1072.38	2073.58	169.364	1056.76	2050.95	76.0342	1042.89	2037.23	28.749	1049.09	2065.49	46.1633	1088.91	1928	684.836	855.731	1931.46	575.453	871.741	1874.88	690.209	901.013	1874.46	580.912	916.771	1642.16	488.17	914.715	1562.21	479.601	926.789	1646.96	522.333	955.395	1563.57	515.244	965.379	1496.66	536.379	987.837	1451.64	561.028	986.345	1459.22	530.042	939.854	2260.96	51.8095	1005.03	2231.11	45.5468	1110.76	1417.01	334.236	1005.73	1405.94	383.935	906.091
19.453	2040.08	981.493	1132.65	2055.05	961.37	908.675	1873.9	1010.9	1060.79	1882.67	1000.91	956.615	1981.17	1045.56	1165.9	2009.45	1040.68	874.288	2044.27	686.529	1189.76	2103.33	594.984	1169.33	1992.57	661.167	1151.96	2048.56	568.631	1128.73	2085.88	241.233	1117.07	2088.88	161.787	1099.87	2058.5	250.847	1071.43	2056.69	172.642	1055.13	2028.86	76.9102	1040.77	2014.51	29.5577	1047.41	2042.97	47.1962	1087.06	1934.24	676.244	856.758	1941.14	566.81	872.482	1881.09	679.636	902.227	1884.18	570.445	917.478	1659.18	488.761	914.7	1578.95	483.186	926.695	1665.18	522.77	955.223	1581.63	518.681	965.267	1514.64	542.429	988.548	1470.14	568.194	987.34	1477.49	537.262	940.104	2239.4	48.5089	1001.04	2208.73	45.5743	1108.02	1430.18	341.959	1004.32	1421.3	392.685	904.839
19.46	2036.3	975.008	1133.95	2054.64	954.025	910.324	1869.69	1005.81	1058.99	1881.28	992.842	956.281	1979.73	1038.64	1164.64	2010.76	1032.59	874.861	2040.59	683.959	1190.78	2101.15	593.471	1169.99	1989.46	658.525	1152.03	2046.98	566.785	1128.7	2073.11	243.461	1115.5	2071.75	164.007	1098.1	2045.43	254.124	1070.45	2040.03	176.162	1054.06	2007.17	77.9755	1039.35	1992.25	30.6415	1046.09	2020.69	48.4242	1085.75	1940.57	668.481	857.591	1951.29	559.305	872.926	1887.44	670.021	903.312	1894.12	560.756	917.905	1676.83	489.132	914.325	1596.68	486.027	926.444	1684.12	522.9	955.066	1600.31	521.404	965.192	1533.15	547.503	988.949	1489.06	574.108	987.854	1496.4	543.253	940.163	2217.26	48.4899	1002.74	2186.48	45.1889	1107.98	1445.07	348.321	1002.9	1438.19	399.785	903.513
19.467	2031.84	969.889	1135.17	2053.93	947.003	912.442	1866.32	1001.36	1056.41	1879.05	985.634	955.718	1977.93	1032.23	1164.24	2011.29	1024.67	875.559	2035.77	680.825	1191.56	2096.93	590.912	1170.48	1984.87	655.301	1152.19	2043.31	564.418	1128.15	2059.29	245.095	1115.04	2054.81	165.689	1098.07	2031.84	256.433	1069.99	2023.34	178.774	1054.08	1985.39	78.5614	1039.34	1969.78	31.4496	1046.43	1998.37	49.142	1086.06	1947.63	662.028	858.691	1961.92	552.962	873.312	1894.44	661.392	904.314	1904.46	552.347	917.874	1695.5	488.998	914.632	1615.02	488.311	926.182	1703.64	522.588	954.794	1619.59	523.575	964.977	1551.99	551.393	989.161	1508.35	578.64	987.711	1515.64	547.865	939.913	2195.67	47.2037	1003.04	2164.43	44.8104	1108.41	1461.41	353.27	1001.44	1456.06	405.262	902.215
19.473	2027.7	966.432	1137.46	2051.42	940.286	913.844	1863.01	996.846	1053.54	1877.01	979.797	954.771	1975.51	1026.36	1164.51	2011.64	1017.12	876.769	2029.65	677.196	1191.53	2089.92	586.534	1170.6	1978.82	652.389	1151.56	2036.71	561.268	1126.93	2043.56	245.672	1116.99	2036.52	166.553	1098.96	2017	258.065	1071.11	2005.22	180.876	1055.36	1962.82	78.7777	1040.1	1946.95	31.713	1047.05	1975.52	49.0483	1086.74	1955.28	656.585	859.817	1973.82	548.317	873.824	1901.91	653.751	905.208	1915.66	544.923	917.761	1714.47	488.799	914.524	1633.59	490.756	924.644	1723	522.328	955.127	1639.23	525.077	964.663	1571.05	554.245	988.919	1527.68	581.919	987.102	1535.2	551.204	939.394	2172.9	46.8853	1003.68	2141.17	44.5995	1108.94	1478.93	356.734	1000.2	1474.99	408.958	900.785
19.48	2023.51	964.715	1140.32	2050.54	934.633	917.019	1859.98	992.532	1050.53	1875.13	975.879	953.504	1970.71	1021.44	1165.19	2011.1	1010.85	877.676	2021.66	672.823	1190.64	2081.12	581.533	1169.64	1971.5	649.95	1149.92	2028.08	557.883	1124.83	2027.59	245.471	1117.85	2017.36	166.616	1100.52	2001.01	258.719	1072.78	1986.36	182.115	1057.17	1939.92	78.9834	1041.01	1923.88	31.806	1047.64	1952.61	49.107	1087.53	1963.4	652.121	860.989	1986.08	544.417	874.173	1909.95	646.669	905.746	1927.64	538.471	917.617	1733.62	488.423	914.24	1653.62	490.463	927.058	1742.61	521.87	955.141	1658.92	525.943	964.169	1590.1	556.181	988.361	1546.73	583.924	986.087	1554.71	553.213	938.451	2149.68	46.349	1003.67	2118.12	44.4029	1109.16	1497.42	358.838	999.089	1494.69	410.932	899.453
