Time	Fx	Fy	Fz	COPx	COPy	COPz	Ty
1	45.93	27.92	1.98	1570.94	0	1110.45	-14162.6
2	-0	-0	-0	2149	0	976.7	-0
3	20.68	23.8	1.22	1862.03	0	1104.66	-5273.6
4	-0	-0	-0	2149	0	976.7	-0
5	10.6	21.67	-0	2445.07	0	1075.25	-8443.86
6	-0.53	-22.28	2.37	2356.21	0	929.03	-878.09
7	5.95	17.7	3.43	1998.87	0	941.35	-3360.95
8	-0	-0	-0	2149	0	976.7	-0
9	-0	-0	-0	2149	0	976.7	-0
10	-0	-0	-0	2149	0	976.7	-0
11	-0	-0	-0	2149	0	976.7	-0
12	-0	-0	-0	2149	0	976.7	-0
13	-0	-0	-0	2149	0	976.7	-0
14	-0	-0	-0	2149	0	976.7	-0
15	-0	-0	-0	2149	0	976.7	-0
16	-0	-0	-0	2149	0	976.7	-0
17	-0	-0	-0	2149	0	976.7	-0
18	-0	-0	-0	2149	0	976.7	-0
19	-0	-0	-0	2149	0	976.7	-0
20	-0	-0	-0	2149	0	976.7	-0
21	-0	-0	-0	2149	0	976.7	-0
22	-0	-0	-0	2149	0	976.7	-0
23	-0	-0	-0	2149	0	976.7	-0
24	-0	-0	-0	2149	0	976.7	-0
25	-0	-0	-0	2149	0	976.7	-0
26	-0	-0	-0	2149	0	976.7	-0
27	-0	-0	-0	2149	0	976.7	-0
28	15.79	15.87	0.76	2933.16	0	857.02	1290.5
29	-7.1	-15.26	8.85	2695.98	0	845	3219.6
30	-0	-0	-0	2149	0	976.7	-0
31	-0	-0	-0	2149	0	976.7	-0
32	-0	-0	-0	2149	0	976.7	-0
33	-0	-0	-0	2149	0	976.7	-0
34	-0	-0	-0	2149	0	976.7	-0
35	0.84	36.77	4.12	2275.07	0	1072.52	-2954.05
36	-56.23	65.16	-7.86	1951.75	0	1037.51	-11999
37	-0	-0	-0	2149	0	976.7	-0
38	-80.49	140.53	31.2	2086.45	0	1102.12	16418.6
39	-184.25	193.18	8.32	2030.27	0	1111.12	7555.77
40	-94.99	257.57	-18.54	2079.49	0	1060.67	-22791.2
41	-197.37	344.7	20.75	2075.47	0	1089.52	7911.53
42	-30.52	553.44	32.2	2128.02	0	1073.21	7228.94
43	14.42	629.73	26.47	2040.62	0	1094.22	10265.7
44	-60.81	839.23	-1.07	2073.37	0	1074.23	1209.9
45	0.53	958.56	-63.78	2081.61	0	1077.7	6586.5
46	-108.03	1092.53	-68.97	2033.22	0	1084.92	23284.5
47	-168.84	1195.07	-121.31	2063.63	0	1071.62	-4657.97
48	-154.65	1152.34	-63.02	2026.86	0	1079.71	13889.1
49	-112.92	1185.76	10.91	2049.63	0	1075.98	9297.01
50	-128.4	1190.34	36.62	2040.92	0	1070.11	-21308.6
51	-183.11	1185.46	83.16	2027.74	0	1082.09	13989.9
52	-215.68	1251.68	37	2040.37	0	1072.98	-4778.55
53	-281.91	1306.46	-19.3	2011.47	0	1075.28	-10160
54	-251.46	1344.91	-25.94	2017.51	0	1076.64	17718.9
55	-249.02	1441.5	-22.89	2002.63	0	1073.91	-16390.3
56	-234.53	1507.87	-44.17	2019.95	0	1075.07	4866.56
57	-225.45	1562.65	-72.33	1987.78	0	1073.28	1334.89
58	-211.72	1683.04	-60.96	1970.67	0	1067.74	-17459
59	-203.55	1668.09	-16.86	1982.92	0	1082.2	10590.5
60	-147.63	1720.73	-82.02	1962.87	0	1074.3	-1125.22
61	-163.35	1782.99	-60.5	1957.05	0	1074.08	-7929.65
62	-168.38	1731.11	-49.9	1929.43	0	1079.54	16836.3
63	-88.5	1838.23	-63.63	1940.77	0	1068.26	-12454.1
64	-157.93	1780.85	-52.72	1903.65	0	1075.28	16014.3
65	-84.69	1779.48	-28.15	1901.96	0	1077.91	2833.13
66	-45.17	1837.77	-36.85	1913.53	0	1072.05	-13600.3
67	-108.87	1778.87	-57.6	1867.06	0	1076.63	18701.5
68	11.22	1845.25	-42.65	1885.89	0	1072.74	-2949.57
69	-46.01	1784.82	-42.42	1864.16	0	1075.57	2938.82
70	-11.37	1776.12	-52.95	1848.08	0	1075.82	11048.5
71	46.84	1779.63	-56.61	1865.77	0	1071.43	-6180.58
72	-16.02	1697.39	-42.95	1828.79	0	1075.69	5355.35
73	64.09	1721.5	-40.28	1843.71	0	1072.41	-2633.65
74	18.69	1625.37	-61.34	1814.17	0	1073.52	5427.93
75	45.32	1618.96	-36.93	1821.11	0	1073.63	-1435.55
76	65.61	1529.54	-45.17	1806.15	0	1075.66	-2068.89
77	25.56	1467.44	-55.39	1785.56	0	1077.5	860.9
78	93.54	1444.09	-37.38	1808.21	0	1073.36	-10867.5
79	54.02	1326.29	-48.6	1757.66	0	1074.44	5213.63
80	66.76	1314.85	-34.56	1781.55	0	1073.97	-7795.71
81	83.39	1219.79	-34.41	1778.72	0	1071.34	-2620.57
82	55.08	1148.83	-29.07	1747.53	0	1070.68	210.53
83	92.01	1123.35	-10.99	1782.04	0	1072.35	-11991.5
84	74.92	1031.49	-12.13	1736.01	0	1070.62	10110
85	116.65	1019.13	-3.59	1745.76	0	1066.29	-7437.48
86	129.17	951.08	-3.36	1745.18	0	1072.17	-19688.3
87	142.67	895.69	5.65	1700.18	0	1063.01	14646.6
88	179.44	869.14	12.51	1747.18	0	1067.66	-6269.04
89	141.22	774.23	6.1	1669.87	0	1068.71	-2871.51
90	208.05	776.37	26.09	1725.98	0	1053.88	3509.57
91	164.03	672	27.24	1668.28	0	1072.86	-8691.26
92	171.74	650.94	13.81	1653.15	0	1056.16	6904.33
93	196.91	603.18	31.89	1689.62	0	1050.9	3592.59
94	160.45	517.58	32.65	1616.15	0	1074.12	-10526
95	194.93	510.71	19.84	1662.25	0	1042.77	7581.93
96	158.77	437.93	29.45	1617.64	0	1057.1	7546.27
97	175.09	385.13	35.63	1629.83	0	1070.07	-12003
98	162.12	370.94	22.58	1642.89	0	1040.25	6864.49
99	133.36	303.34	26.93	1558.21	0	1070.04	-2164.79
100	158.69	271.76	28.38	1618.46	0	1061.21	-7307.22
101	103	258.94	19.76	1604.76	0	1050.4	-76.69
102	120.54	200.81	3.36	1516.97	0	1066.97	-882.86
103	119.86	194.7	8.24	1632.53	0	1048.01	3146.32
104	73.55	142.06	9.08	1498.23	0	1072.2	-1270.68
105	101.17	129.55	-3.13	1583.92	0	1043.7	-610.01
106	65.08	98.57	7.17	1546.21	0	1074.96	-5123.78
107	72.33	72.63	1.75	1596.71	0	1078.6	-7184.46
108	58.82	63.78	-3.2	1546.09	0	1054.72	245.55
109	-0	-0	-0	2149	0	976.7	-0
110	41.96	44.4	9.31	1870.74	0	1103.68	-13888.5
111	-0	-0	-0	2149	0	976.7	-0
112	15.41	16.48	-4.35	1981.55	0	1088.54	-1513.09
113	-0	-0	-0	2149	0	976.7	-0
114	-0	-0	-0	2149	0	976.7	-0
115	-0	-0	-0	2149	0	976.7	-0
116	-0	-0	-0	2149	0	976.7	-0
117	-0	-0	-0	2149	0	976.7	-0
118	-0	-0	-0	2149	0	976.7	-0
119	-0	-0	-0	2149	0	976.7	-0
120	-0	-0	-0	2149	0	976.7	-0
121	-0	-0	-0	2149	0	976.7	-0
122	-0	-0	-0	2149	0	976.7	-0
123	-0	-0	-0	2149	0	976.7	-0
124	-0	-0	-0	2149	0	976.7	-0
125	-0	-0	-0	2149	0	976.7	-0
126	-0	-0	-0	2149	0	976.7	-0
127	-0	-0	-0	2149	0	976.7	-0
128	-0	-0	-0	2149	0	976.7	-0
129	-0	-0	-0	2149	0	976.7	-0
130	-0	-0	-0	2149	0	976.7	-0
131	-0	-0	-0	2149	0	976.7	-0
132	-0	-0	-0	2149	0	976.7	-0
133	-0	-0	-0	2149	0	976.7	-0
134	-0	-0	-0	2149	0	976.7	-0
135	0	0	0	2149	0	976.7	0
136	-0	-0	-0	2149	0	976.7	-0
137	-0	-0	-0	2149	0	976.7	-0
138	7.86	16.17	0.61	2494.02	0	904.08	-2043.81
139	-12.21	-15.56	-6.26	2523.51	0	1055.91	293.21
140	11.29	21.21	6.18	2534.68	0	1079.8	-6887.97
141	-0	-0	-0	2149	0	976.7	-0
142	-0	-0	-0	2149	0	976.7	-0
143	-0	-0	-0	2149	0	976.7	-0
144	-0	-0	-0	2149	0	976.7	-0
145	-13.43	32.96	-1.14	1661.41	0	944.98	-3372.19
146	-33.95	27.77	2.98	2509.78	0	1005.91	-129.34
147	-63.71	36.32	-3.05	2170.59	0	907.86	-2948.01
148	-25.63	91.09	-7.78	1965.72	0	1001.26	5004.58
149	-106.28	113.07	-22.43	2024.1	0	959.81	-5562.92
150	-50.81	223.85	-13.43	2134.48	0	959.62	-4560.85
151	-118.56	305.18	-37.61	2018.77	0	948.35	2233.13
152	-56.3	516.97	7.86	2082.31	0	970.2	3263.13
153	5.72	694.12	-0.38	2124.92	0	957.26	-5763.73
154	-113.37	877.84	23.65	2074.32	0	950.95	2218.51
155	-103.53	1040.5	112.3	2106.17	0	960.72	-8711.68
156	-183.94	1025.54	179.67	2053.21	0	964.72	4432.93
157	-123.9	1071.01	95.06	2099.81	0	968.11	16479
158	-112.46	999.6	3.81	2046.34	0	962.46	-14750.4
159	-62.33	1084.9	1.14	2061.87	0	970.67	21133.3
160	-135.88	1065.67	-22.43	2066.1	0	971.79	3830.24
161	-216.06	1136.32	-25.79	2045.72	0	967.18	-372.26
162	-215.38	1143.65	35.32	2039.02	0	975.99	-719.52
163	-232.09	1257.17	-4.04	2045.26	0	970.42	5455.51
164	-251.62	1253.81	8.24	2028.27	0	971.45	-2483.52
165	-230.03	1314.7	52.34	2024.93	0	976.4	-668.25
166	-209.5	1392.52	44.1	2034.21	0	974.4	5584.65
167	-220.95	1431.88	11.37	1998.18	0	968.71	12712.6
168	-191.8	1533.2	57.45	1999.67	0	972.34	1251.77
169	-196.23	1559.14	82.7	1999.2	0	972.92	2479.15
170	-192.95	1618.19	61.04	1967.93	0	971.58	17024.9
171	-151.14	1659.85	78.51	1982.03	0	974.89	3181.36
172	-145.19	1670.07	81.02	1966.34	0	972.44	5442.32
173	-118.64	1703.19	67.6	1938.15	0	971.95	6673.89
174	-117.42	1703.64	65	1947.8	0	975.7	10971.6
175	-88.73	1734.92	67.6	1937.77	0	972.54	7447.95
176	-79.73	1763.15	65.77	1929.79	0	973.05	4529.32
177	-107.12	1731.87	47.91	1895.76	0	972.26	11131.8
178	-11.83	1795.96	70.04	1926.35	0	970.5	10934
179	-88.81	1718.9	76.9	1877.43	0	974.1	10534.6
180	-19.3	1747.13	81.63	1886.25	0	975.03	6020.67
181	-10.83	1715.24	71.26	1892.83	0	974.54	10157.8
182	-39.06	1675.72	68.89	1852.26	0	975.28	8028.33
183	36.32	1689	67.9	1868.13	0	972.92	3079.12
184	-15.79	1612.4	55.31	1846.03	0	974.3	12592.6
185	35.02	1612.24	54.78	1842.47	0	973.14	11612.9
186	28.31	1557.46	66.6	1839.22	0	974.57	4417.45
187	24.64	1508.94	62.1	1828.23	0	975.32	9388.13
188	68.66	1480.56	61.72	1829.15	0	973.4	10071.3
189	26.25	1403.66	67.6	1798.82	0	978.12	10121.1
190	85.37	1390.08	65.77	1818.7	0	975.02	6305.07
191	67.14	1353.15	56.46	1790.38	0	977.05	3606.76
192	91.71	1290.59	61.19	1777.57	0	977.73	13197.7
193	122.07	1267.85	37.77	1780.57	0	974.4	6439.89
194	109.25	1218.41	40.44	1752.89	0	979.03	6450.28
195	163.57	1174.32	44.78	1757.43	0	979.37	13529.9
196	145.19	1118.01	28.23	1742.61	0	979.88	4375.54
197	169.83	1055.45	24.57	1722.6	0	982.39	8157.58
198	192.34	1026.76	32.04	1727.13	0	983.39	194.51
199	162.89	948.79	11.14	1701.49	0	983.84	3602.91
200	197.45	922.09	6.48	1710.4	0	983.85	8166.38
201	186.61	864.41	7.02	1686.91	0	986.29	-1278.32
202	200.12	798.65	-4.58	1688.07	0	987.2	971.6
203	206.99	747.53	-15.26	1674.14	0	987.22	2439.1
204	187.07	694.12	-14.65	1654.54	0	992.67	4267.83
205	205.69	634.46	-16.02	1659.83	0	989.81	-1278.61
206	188.9	593.26	-20.6	1633.41	0	991.6	-118.73
207	189.44	535.28	-16.33	1620.33	0	995.93	-3553.47
208	185.7	490.42	-25.18	1636.51	0	992.73	-2865.53
209	166.85	442.35	-29.75	1608.99	0	997.27	-5066.8
210	172.42	405.43	-31.05	1595.31	0	996.29	915.62
211	148.09	360.57	-33.11	1603.19	0	993.96	-2417.36
212	147.09	314.79	-27.39	1594.16	0	999.97	-7177.21
213	143.74	292.21	-20.83	1593.51	0	995.16	-9479.33
214	120.39	236.05	-37.08	1540.55	0	978.76	3448.69
215	110.78	232.24	-19.07	1625.14	0	1004.48	-7996.09
216	100.86	168.3	-20.75	1516.19	0	995.22	-3113.58
217	96.66	167.08	-24.64	1646.35	0	972.13	-368.67
218	76.07	115.81	-13.43	1503.38	0	1019.51	-3976.78
219	75.61	90.79	-16.56	1441.66	0	944.41	3584.22
220	54.7	81.79	-1.37	1551.57	0	957.33	-1357.12
221	47.53	45.17	-4.2	1408.03	0	1069.3	-5327.24
222	42.8	48.37	-9.92	1416.22	0	885.2	-635.43
223	21.21	29.3	-0.92	1443.19	0	989.74	-4936.97
224	22.89	24.72	-6.48	1766.59	0	1076.99	-4805.11
225	-0	-0	-0	2149	0	976.7	-0
226	-0	-0	-0	2149	0	976.7	-0
227	-0	-0	-0	2149	0	976.7	-0
228	-1.37	22.28	9.99	3006.98	0	1094.88	7934.31
229	2.82	-23.65	5.04	1783.98	0	940.18	-3748.4
230	7.17	23.04	-8.93	1576.85	0	843.78	-3044.58
231	-15.79	-21.36	2.14	1757.23	0	851.84	-1504.05
232	-0	-0	-0	2149	0	976.7	-0
233	-0	-0	-0	2149	0	976.7	-0
234	-0	-0	-0	2149	0	976.7	-0
235	-0	-0	-0	2149	0	976.7	-0
236	-0	-0	-0	2149	0	976.7	-0
237	-0	-0	-0	2149	0	976.7	-0
238	-0	-0	-0	2149	0	976.7	-0
239	-0	-0	-0	2149	0	976.7	-0
240	-0	-0	-0	2149	0	976.7	-0
241	-0	-0	-0	2149	0	976.7	-0
242	-0	-0	-0	2149	0	976.7	-0
243	-0	-0	-0	2149	0	976.7	-0
244	-0	-0	-0	2149	0	976.7	-0
245	-0	-0	-0	2149	0	976.7	-0
246	-0	-0	-0	2149	0	976.7	-0
247	-0	-0	-0	2149	0	976.7	-0
248	-0	-0	-0	2149	0	976.7	-0
249	-0	-0	-0	2149	0	976.7	-0
250	-0	-0	-0	2149	0	976.7	-0
251	-0	-0	-0	2149	0	976.7	-0
252	-0	-0	-0	2149	0	976.7	-0
253	-0	-0	-0	2149	0	976.7	-0
254	-0	-0	-0	2149	0	976.7	-0
255	-0	-0	-0	2149	0	976.7	-0
256	-0	-0	-0	2149	0	976.7	-0
257	-0	-0	-0	2149	0	976.7	-0
258	-9.08	20.29	4.81	2415.22	0	1083.12	-3246.11
259	-78.66	91.86	-5.72	1949.78	0	996.05	-5040.79
260	-2.44	23.35	0.69	2502.33	0	1163.88	-12066.2
261	-116.81	152.74	5.19	2028.74	0	1027.42	2708.57
262	-164.34	194.24	0.92	2160.74	0	1042.69	404.21
263	-69.58	260.01	-3.05	2032.31	0	1038.98	7193.34
264	-178.38	344.7	12.36	2038.05	0	1024.3	-3109.09
265	-22.51	539.7	43.26	2172.32	0	1016.71	-1967.56
266	-22.35	683.59	41.73	1998.33	0	1044.77	17229.3
267	-27.77	874.48	-7.71	2106.04	0	1028.59	10435.3
268	-26.86	1097.41	-54.55	2065.76	0	1029.71	9415.37
269	-124.74	1213.99	-69.05	2030.06	0	1032.4	20074
270	-165.41	1366.12	-107.35	2084.18	0	1029.13	8834.01
271	-210.72	1336.67	-66.22	2025.17	0	1032.13	6846.81
272	-121.69	1280.52	15.11	2040.81	0	1022.31	12291.3
273	-130.16	1347.66	117.65	2053.89	0	1024.92	-23714.7
274	-156.78	1266.94	112.84	2014.77	0	1030.53	18384
275	-195.85	1384.74	71.26	2042.74	0	1029.07	2347.55
276	-296.25	1404.27	-41.89	2016.63	0	1021.58	-2409.35
277	-246.12	1434.48	-30.21	1998.09	0	1029.07	23576.8
278	-235.67	1546.33	-30.82	2025.24	0	1026.52	345.55
279	-259.7	1528.02	-66.6	1987.97	0	1026.71	-649.77
280	-232.01	1646.42	-30.21	1973.63	0	1031.71	4035.51
281	-227.36	1684.11	-39.75	2012.91	0	1027.02	-2129.4
282	-237.35	1714.48	-46.92	1942.62	0	1028.35	-4663.95
283	-153.2	1764.68	-56.61	1962.06	0	1028.98	3832.65
284	-180.97	1751.4	-50.58	1960.05	0	1028.9	4881.56
285	-156.02	1778.56	-49.44	1922.36	0	1028.39	8354.35
286	-150.91	1799.32	-29.53	1937.9	0	1029.71	-2707.7
287	-145.34	1801.61	-33.19	1916	0	1026.91	5098.55
288	-72.17	1827.55	-17.17	1909.68	0	1027.29	-527.72
289	-122.22	1804.2	-25.41	1885.26	0	1030.91	1850.9
290	-18.84	1828.77	-47.61	1903.2	0	1026.43	5011.33
291	-50.81	1821.14	-40.21	1881.61	0	1029.98	4816.72
292	-65.38	1783.75	-46.54	1855.19	0	1030.34	-1065.02
293	32.35	1791.69	-38.99	1880.37	0	1028.38	3877.47
294	-59.36	1731.57	-42.95	1841.22	0	1029.75	12825.1
295	26.63	1698.91	-38.53	1836.91	0	1028.69	-7251.64
296	34.26	1678.92	-18.62	1852.27	0	1031.25	1282
297	-13.81	1599.88	-44.1	1811.2	0	1029.97	10976.8
298	56.3	1601.87	-31.81	1821.98	0	1029.01	-11968.1
299	13.89	1503.6	-34.48	1806.72	0	1031.66	8001.86
300	47.84	1484.99	-43.56	1808.3	0	1028.86	2409.11
301	55.47	1396.79	-38.15	1788.46	0	1030.56	-8419.23
302	56.76	1319.27	-31.81	1784.18	0	1031.08	3141.84
303	89.26	1298.98	-26.7	1803.16	0	1030.03	-6458.9
304	53.41	1165.16	-33.87	1753.93	0	1030.31	136.05
305	75	1151.89	-11.22	1781.01	0	1028.73	-8683.48
306	68.74	1061.1	-14.72	1767.89	0	1031.23	1203.62
307	75.84	1027.22	-6.18	1755.87	0	1028.14	-619.95
308	107.5	973.21	1.53	1748.12	0	1026.72	-7605.51
309	113.83	920.1	3.66	1734.31	0	1030.77	-2436.88
310	138.55	884.4	12.05	1739.69	0	1023.67	-264.2
311	145.42	826.87	12.05	1726.56	0	1021.89	-566.86
312	147.63	754.85	23.65	1679.18	0	1026.82	-1726.89
313	174.48	742.19	34.1	1740.85	0	1022.42	-1377.48
314	150.68	643.62	23.5	1656.12	0	1022.42	486.35
315	177.46	635.99	32.81	1689.46	0	1022.74	-222.17
316	154.19	554.2	38.6	1650.09	0	1022.6	-2450.66
317	176.77	518.34	30.29	1653.76	0	1016.59	2413.51
318	163.65	465.09	35.48	1655.85	0	1025.28	-1850.41
319	149.15	418.09	32.96	1632.45	0	1017.46	-205.23
320	169.07	382.23	31.66	1642.7	0	1012.89	-1227.71
321	128.1	333.56	28.38	1605.72	0	1023.17	3316.77
322	142.9	307.16	26.55	1629.95	0	1012.82	2272.49
323	122.99	272.52	22.51	1631.13	0	1011.11	-2385.18
324	98.42	230.41	12.82	1528.26	0	1023.28	5719.11
325	124.36	221.1	22.81	1654.4	0	1023.55	-5801.44
326	81.18	170.9	8.54	1501.13	0	1016.37	3988.46
327	95.67	156.86	10.22	1623.91	0	1028.94	-2257.63
328	89.26	125.27	5.19	1565.66	0	1014.47	-3339.02
329	67.52	100.56	4.65	1541.92	0	1040.54	-7635.87
330	78.89	81.33	-3.81	1730.34	0	1012.08	3608.02
331	44.86	56.92	-9.92	1413.1	0	1000.52	8069.98
332	49.9	43.79	6.94	1723.23	0	1084.51	-16347.9
333	23.96	28.53	-2.75	1488.33	0	1022.36	6038.2
334	17.78	25.94	-0.69	1607.51	0	1025.95	-3976.51
335	-0	-0	-0	2149	0	976.7	-0
336	-0	-0	-0	2149	0	976.7	-0
337	10.91	16.33	-0.31	2500.15	0	1048.84	-6566.59
338	-0	-0	-0	2149	0	976.7	-0
339	-0	-0	-0	2149	0	976.7	-0
340	-0	-0	-0	2149	0	976.7	-0
341	-0	-0	-0	2149	0	976.7	-0
342	17.17	18.46	10.07	2704.27	0	1212.96	-5717.25
343	-0	-0	-0	2149	0	976.7	-0
344	8.77	23.96	2.98	1896.53	0	991.93	-5588
345	-0	-0	-0	2149	0	976.7	-0
346	-0	-0	-0	2149	0	976.7	-0
347	-0	-0	-0	2149	0	976.7	-0
348	-0	-0	-0	2149	0	976.7	-0
349	-1.14	17.24	8.32	2140.04	0	1037.39	-1580.91
350	2.52	-16.17	2.44	1503.27	0	856.44	-7012.46
351	-0	-0	-0	2149	0	976.7	-0
352	-0	-0	-0	2149	0	976.7	-0
353	-0	-0	-0	2149	0	976.7	-0
354	-0	-0	-0	2149	0	976.7	-0
355	-0	-0	-0	2149	0	976.7	-0
356	-0	-0	-0	2149	0	976.7	-0
357	-0	-0	-0	2149	0	976.7	-0
358	-0	-0	-0	2149	0	976.7	-0
359	-0	-0	-0	2149	0	976.7	-0
360	-0	-0	-0	2149	0	976.7	-0
361	-0	-0	-0	2149	0	976.7	-0
362	-0	-0	-0	2149	0	976.7	-0
363	-0	-0	-0	2149	0	976.7	-0
364	-0	-0	-0	2149	0	976.7	-0
365	-0	-0	-0	2149	0	976.7	-0
366	-6.41	-17.7	-0	2557.88	0	968.61	-2278.69
367	5.19	18.92	-0.69	2420.85	0	960.98	-3448.61
368	-0	-0	-0	2149	0	976.7	-0
369	-4.2	27.47	-3.74	2131.15	0	821.94	-2134.13
370	-49.59	19.53	-0.92	1523.41	0	953.7	-5698.62
371	-78.66	36.47	-0.84	2060.16	0	1068.08	9569.24
372	10.15	82.4	-5.72	2166.4	0	925.25	3610.12
373	-128.1	134.74	-34.71	1930.55	0	952.09	-9416.92
374	-55.01	245.97	-6.33	2169.71	0	955.55	-13218.9
375	-83.62	332.34	-10.45	2040.45	0	943.17	19374.8
376	-65.61	553.89	9.31	2044.36	0	963.91	-8559.04
377	-6.26	806.88	-6.71	2093.06	0	930.48	-9990
378	-126.34	942.99	44.25	2066.41	0	950.5	10950
379	-74.16	1035.92	103.99	2091.05	0	948.71	-11969.5
380	-189.51	1091.16	155.41	2025.7	0	943.36	8829.47
381	-92.93	1049.35	84.92	2080.94	0	961.98	9520.75
382	-46.31	1030.27	-18.62	2062.9	0	949.85	-15090.2
383	-66.3	1110.84	-30.52	2064.81	0	952.79	23992.1
384	-92.85	1034.85	-41.12	2056.74	0	960.25	-2049.24
385	-211.72	1138	-47.23	2020.68	0	951.6	-6667.62
386	-209.12	1130.68	16.02	2054.54	0	959.52	9043.52
387	-227.05	1192.63	-5.49	1997.22	0	960.47	-2852.97
388	-242.31	1254.88	-1.07	2039.59	0	954.23	-3193.86
389	-239.03	1281.74	42.65	1990.58	0	960.12	2557.71
390	-179.44	1388.7	37.61	2005.84	0	960.37	-3917.4
391	-212.55	1410.06	22.74	2022.41	0	953.91	14220.4
392	-204.62	1522.37	49.97	1948.12	0	959.56	-512.71
393	-142.06	1541.29	76.68	2011.11	0	957.59	-3326.06
394	-228.96	1643.22	60.81	1966.01	0	956.4	21650.1
395	-122.07	1604.77	57.53	1940.76	0	960.75	-5060.79
396	-133.51	1699.52	79.65	1984.04	0	958.55	3788.87
397	-157.85	1671.3	45.32	1916.55	0	956.08	14635.1
398	-76.29	1707.61	35.48	1924.3	0	958.1	-2257.29
399	-130.16	1751.1	57.91	1932.58	0	957.62	13126
400	-48.6	1686.86	43.41	1902.82	0	958.44	8543.86
401	-85.07	1782.68	40.66	1900.38	0	957.51	2802.26
402	-59.74	1714.02	57.68	1893.93	0	958.17	15512.5
403	19.61	1757.2	67.29	1884.25	0	958.44	2695.56
404	-56.38	1717.38	51.27	1866.47	0	955.27	11496.2
405	30.36	1700.13	63.63	1868.98	0	958.77	10336.5
406	30.67	1719.97	71.49	1861.12	0	958.88	3344.13
407	-0.61	1635.89	61.11	1847.67	0	957.86	11209.7
408	63.55	1657.26	55.31	1844.66	0	957.59	5840.35
409	25.33	1592.86	59.97	1829.06	0	956.82	14423.7
410	43.03	1570.43	69.66	1826.17	0	957.89	9316.53
411	68.74	1518.86	60.5	1816.77	0	957.45	9326.31
412	37.77	1453.86	65.69	1803.46	0	956.07	15268
413	96.05	1435.55	79.96	1802.81	0	957.32	2780.86
414	65.16	1362.3	74.84	1778.57	0	959.77	7571.74
415	87.13	1375.27	59.89	1792.37	0	956.31	11865.4
416	131.07	1290.28	68.66	1753.65	0	958.01	14344.8
417	111.77	1278.23	65.23	1763.81	0	962.32	1314.89
418	151.14	1250.76	42.57	1766.9	0	957.34	13760.2
419	150.53	1185.15	51.42	1731.61	0	962.21	10195.5
420	161.21	1137.24	37.69	1732.65	0	960.85	3765.39
421	192.03	1104.28	34.26	1736.67	0	961.19	10922.6
422	168.61	1024.63	32.88	1688.46	0	964.34	8277.73
423	197.83	999.15	32.12	1731.99	0	966.58	-3579.78
424	190.05	924.07	14.5	1672.82	0	965.32	10709.2
425	206.3	886.99	13.28	1698.11	0	971.02	642.81
426	192.64	821.08	3.81	1667.31	0	965.42	-257.31
427	209.96	779.72	0.84	1656.01	0	971	10943.5
428	206.68	711.52	-3.51	1671.97	0	974.51	-6577.73
429	190.05	670.17	-17.93	1618.46	0	964.69	3615.7
430	222.78	619.66	-2.14	1651.73	0	978.6	1160.78
431	181.35	560.3	-20.68	1615.95	0	976.47	-39.46
432	199.58	519.87	-18.39	1610.03	0	968.13	-2767.06
433	189.51	477.29	-7.93	1627.59	0	983.45	-3948.52
434	169.07	419.31	-29.22	1570.91	0	979.74	-1504.93
435	174.71	384.06	-21.21	1598.45	0	972.94	-4471.27
436	137.71	355.83	-19.68	1573.5	0	984.8	-2819.57
437	167.92	290.22	-31.81	1533.18	0	976.14	-2450.16
438	129.01	285.64	-15.56	1609.19	0	979.54	-7476.94
439	110.93	225.68	-26.32	1484.09	0	972.82	-1281.14
440	123.37	212.86	-24.87	1594.9	0	969.22	-2563.77
441	81.33	160.22	-15.79	1460.8	0	979.84	2088.22
442	105.9	154.88	-14.95	1615.51	0	974.37	-10336.8
443	68.21	103.76	-14.88	1377.68	0	988.9	-3146.68
444	75.76	88.81	-6.1	1656.3	0	986.54	-4672.93
445	57.98	77.36	-5.26	1449.59	0	949.15	-4759.36
446	41.5	43.79	-3.97	1402.59	0	989.31	-3710.81
447	45.01	45.32	-0.99	1797.23	0	972.43	-7383.51
448	-0	-0	-0	2149	0	976.7	-0
449	19.53	18.31	-4.5	2105	0	977.93	-1176.96
450	-0	-0	-0	2149	0	976.7	-0
451	-0	-0	-0	2149	0	976.7	-0
452	-0	-0	-0	2149	0	976.7	-0
453	-0	-0	-0	2149	0	976.7	-0
454	-0	-0	-0	2149	0	976.7	-0
455	-0	-0	-0	2149	0	976.7	-0
456	-0	-0	-0	2149	0	976.7	-0
457	5.87	17.7	-1.68	2398.81	0	973.66	-3156.46
458	-0	-0	-0	2149	0	976.7	-0
459	-0	-0	-0	2149	0	976.7	-0
460	-0	-0	-0	2149	0	976.7	-0
461	-0	-0	-0	2149	0	976.7	-0
462	-0	-0	-0	2149	0	976.7	-0
463	-0	-0	-0	2149	0	976.7	-0
464	-0	-0	-0	2149	0	976.7	-0
465	-0	-0	-0	2149	0	976.7	-0
466	-0	-0	-0	2149	0	976.7	-0
467	-0	-0	-0	2149	0	976.7	-0
468	-0	-0	-0	2149	0	976.7	-0
469	-0	-0	-0	2149	0	976.7	-0
470	-0	-0	-0	2149	0	976.7	-0
471	-0	-0	-0	2149	0	976.7	-0
472	-0	-0	-0	2149	0	976.7	-0
473	-0	-0	-0	2149	0	976.7	-0
474	-0	-0	-0	2149	0	976.7	-0
